Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2012,5,CHI,Chicago Bulls,27.1,50.0,16.0,51,15,8.18,-0.76,7.43,107.4,98.3,9.1,89.1,0.26,0.2,0.52,0.49,13.2,32.6,0.18,74.3,United Center,731326,22161
2012,27,SAS,San Antonio Spurs,27.5,50.0,16.0,48,18,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.26,0.26,0.56,0.53,12.8,25.1,0.2,76.0,AT&T Center,607095,18397
2012,21,OKC,Oklahoma City Thunder,25.1,47.0,19.0,46,20,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.33,0.25,0.57,0.52,15.3,27.8,0.27,72.1,Chesapeake Energy Arena,600699,18203
2012,16,MIA,Miami Heat,28.3,46.0,20.0,47,19,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.31,0.2,0.55,0.5,14.5,26.6,0.24,73.9,AmericanAirlines Arena,657855,19935
2012,23,PHI,Philadelphia 76Ers,24.9,35.0,31.0,43,23,4.24,-0.65,3.59,103.9,99.2,4.7,89.7,0.22,0.18,0.51,0.48,10.9,24.4,0.16,75.2,Wells Fargo Center,577597,17503
2012,8,DEN,Denver Nuggets,26.6,38.0,28.0,39,27,2.88,0.29,3.16,109.2,106.2,3.0,94.2,0.33,0.24,0.56,0.52,14.1,27.7,0.24,74.3,Pepsi Center,561966,17029
2012,13,LAC,Los Angeles Clippers,27.3,40.0,26.0,39,27,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.29,0.27,0.53,0.5,12.7,29.5,0.2,73.2,STAPLES Center,634237,19219
2012,1,ALT,Atlanta Hawks,27.9,40.0,26.0,41,25,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.26,0.25,0.54,0.5,13.4,23.9,0.19,74.4,Philips Arena,501593,15200
2012,12,IND,Indiana Pacers,26.3,42.0,24.0,41,25,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.32,0.2,0.53,0.47,13.1,29.2,0.25,72.3,Bankers Life Fieldhouse,467561,14169
2012,15,MEM,Memphis Grizzlies,25.6,41.0,25.0,38,28,2.02,0.42,2.43,104.0,101.8,2.2,90.8,0.28,0.16,0.52,0.47,13.6,29.8,0.21,72.7,FedEx Forum,518446,15710
2012,20,NYK,New York Knicks,26.3,36.0,30.0,41,25,3.2,-0.81,2.39,104.4,101.0,3.4,93.2,0.31,0.29,0.53,0.49,14.9,26.6,0.23,73.7,Madison Square Garden (IV),652179,19763
2012,2,BOS,Boston Celtics,29.3,39.0,27.0,39,27,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.26,0.19,0.54,0.5,14.7,19.7,0.2,72.4,TD Garden,614592,18624
