Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,22.0,ORL,NBA,PG,1.0,0.0,11.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0
2008,23.0,ORL,NBA,SG,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
2009,24.0,ORL,NBA,SG,16.0,8.0,20.4,1.9,5.2,0.373,1.3,3.3,0.404,0.6,1.9,0.323,0.5,0.8,0.9,0.929,0.1,1.1,1.2,1.9,0.5,0.1,0.4,1.6,6.0
2010,25.0,ORL,NBA,SG,14.0,0.0,19.2,2.1,5.1,0.423,1.1,2.5,0.429,1.1,2.6,0.417,0.528,2.1,2.5,0.857,0.3,1.4,1.7,1.4,0.7,0.0,1.4,1.6,7.5
2011,26.0,ORL,NBA,SG,6.0,0.0,20.0,2.5,7.0,0.357,0.2,2.5,0.067,2.3,4.5,0.519,0.369,1.5,2.0,0.75,0.0,1.8,1.8,1.0,0.2,0.2,1.2,1.3,6.7
2012,27.0,ORL,NBA,SG,5.0,0.0,24.6,3.8,8.8,0.432,0.8,3.8,0.211,3.0,5.0,0.6,0.477,2.4,2.8,0.857,0.0,1.0,1.0,3.2,0.2,0.0,1.2,0.8,10.8
2013,28.0,MIL,NBA,SG,4.0,0.0,17.3,2.8,6.3,0.44,1.0,3.0,0.333,1.8,3.3,0.538,0.52,0.8,0.8,1.0,0.0,0.8,0.8,1.3,0.3,0.0,1.5,2.3,7.3
2014,29.0,LAC,NBA,SG,13.0,13.0,27.0,4.7,10.2,0.459,2.0,5.0,0.4,2.7,5.2,0.515,0.556,1.9,2.0,0.962,0.3,1.4,1.7,1.5,0.8,0.0,1.0,1.8,13.3
2015,30.0,LAC,NBA,SG,14.0,14.0,38.6,5.0,11.5,0.435,2.5,6.3,0.398,2.5,5.2,0.479,0.543,2.4,2.5,0.943,0.0,2.1,2.1,1.7,0.7,0.4,1.9,2.6,14.9
2016,31.0,LAC,NBA,SG,6.0,6.0,27.7,5.7,13.2,0.43,1.8,5.2,0.355,3.8,8.0,0.479,0.5,0.3,0.5,0.667,0.2,1.8,2.0,0.8,0.2,0.2,0.8,1.8,13.5
2017,32.0,LAC,NBA,SG,7.0,7.0,29.4,2.7,7.1,0.38,1.3,3.7,0.346,1.4,3.4,0.417,0.47,2.4,2.9,0.85,0.0,1.7,1.7,0.9,0.3,0.0,1.9,2.4,9.1
2018,33.0,PHI,NBA,SG,10.0,10.0,34.2,6.0,13.5,0.444,2.6,7.5,0.347,3.4,6.0,0.567,0.541,3.6,4.2,0.857,0.3,1.2,1.5,2.6,0.8,0.1,1.1,2.1,18.2
2019,34.0,PHI,NBA,SG,12.0,12.0,31.3,4.5,10.3,0.435,3.0,7.3,0.414,1.5,3.1,0.486,0.581,1.4,1.7,0.85,0.1,1.3,1.4,1.6,0.1,0.3,1.8,2.7,13.4
