Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,20,2484,NYK,New York Knicks,21.0,NBA,PG,72.0,1544.0,12.6,0.51,0.26,0.36,4.4,8.8,6.6,17.0,2.0,0.1,14.8,22.5,,1.0,0.5,1.5,0.05,,-1.0,-1.1,-2.1,-0.1
2007,20,2484,NYK,New York Knicks,22.0,NBA,PG,64.0,1356.0,15.2,0.55,0.41,0.27,4.9,8.4,6.7,11.9,2.0,0.4,11.0,22.0,,2.4,0.8,3.2,0.11,,1.2,-0.2,1.1,1.0
2008,20,2484,NYK,New York Knicks,23.0,NBA,PG,72.0,1883.0,15.3,0.53,0.37,0.25,3.0,10.7,6.7,19.7,1.7,0.0,10.6,23.1,,2.5,0.7,3.2,0.08,,0.8,-0.8,0.0,1.0
2009,20,2484,NYK,New York Knicks,24.0,NBA,PG,74.0,2209.0,18.9,0.55,0.38,0.29,4.7,9.8,7.2,22.9,2.1,0.2,10.7,25.6,,4.4,1.5,5.9,0.13,,2.5,-0.1,2.4,2.4
2010,31,2484,TOT,Total After Trade,25.0,NBA,PG,56.0,1115.0,16.3,0.54,0.45,0.14,2.9,8.6,5.8,24.9,2.3,0.3,12.3,24.4,,1.4,0.8,2.2,0.1,,1.2,-0.6,0.7,0.7
2010,20,2484,NYK,New York Knicks,25.0,NBA,PG,30.0,733.0,17.6,0.55,0.4,0.16,3.5,7.7,5.6,26.4,1.9,0.5,12.8,25.4,,1.1,0.3,1.4,0.09,,2.1,-1.2,0.9,0.5
2010,2,2484,BOS,Boston Celtics,25.0,NBA,PG,26.0,382.0,13.9,0.52,0.55,0.08,1.7,10.3,6.1,22.1,3.0,0.0,10.9,22.4,,0.2,0.6,0.8,0.1,,-0.5,0.6,0.2,0.2
2011,31,2484,TOT,Total After Trade,26.0,NBA,PG,59.0,1013.0,10.0,0.51,0.53,0.12,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,,-0.4,1.5,1.1,0.05,,-2.5,-0.1,-2.6,-0.2
2011,2,2484,BOS,Boston Celtics,26.0,NBA,PG,55.0,983.0,10.2,0.51,0.53,0.11,2.0,8.7,5.6,17.4,1.6,0.3,14.8,21.7,,-0.3,1.5,1.1,0.05,,-2.3,0.0,-2.3,-0.1
2011,21,2484,OKC,Oklahoma City Thunder,26.0,NBA,PG,4.0,30.0,3.3,0.39,0.53,0.27,0.0,3.8,2.0,31.6,0.0,0.0,10.7,28.4,,0.0,0.0,0.0,-0.06,,-7.8,-5.1,-12.9,-0.1
2012,10,2484,GSW,Golden State Warriors,27.0,NBA,PG,51.0,1192.0,18.0,0.53,0.37,0.23,1.4,8.1,4.8,31.8,2.6,0.1,12.3,23.6,,2.4,0.4,2.8,0.11,,1.5,-1.1,0.4,0.7
2013,5,2484,CHI,Charlotte Bobcats,28.0,NBA,PG,82.0,2086.0,17.4,0.54,0.38,0.18,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,,3.5,2.4,5.9,0.14,,2.5,0.3,2.8,2.5
2014,8,2484,DEN,Denver Nuggets,29.0,NBA,PG,44.0,866.0,15.6,0.54,0.4,0.22,2.6,7.5,5.0,21.3,2.0,0.3,12.1,23.5,,1.3,0.5,1.8,0.1,,0.8,-0.3,0.6,0.6
2015,31,2484,TOT,Total After Trade,30.0,NBA,PG,42.0,591.0,10.6,0.43,0.44,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,,0.0,0.2,0.3,0.02,,-1.8,-1.2,-3.0,-0.1
2015,8,2484,DEN,Denver Nuggets,30.0,NBA,PG,33.0,465.0,10.6,0.43,0.45,0.2,3.1,6.0,4.5,26.4,1.5,0.5,9.0,22.6,,0.1,0.1,0.2,0.02,,-1.7,-1.4,-3.1,-0.1
2015,13,2484,LAC,Los Angeles Clippers,30.0,NBA,PG,9.0,126.0,10.4,0.43,0.39,0.12,2.7,7.0,4.9,23.2,2.4,0.0,13.0,22.1,,-0.1,0.1,0.0,0.01,,-1.9,-0.8,-2.7,0.0
2016,19,2484,NOP,New Orleans Pelicans,31.0,NBA,PG,2.0,23.0,2.6,0.0,1.0,0.0,0.0,0.0,0.0,21.8,2.2,0.0,0.0,1.9,,0.0,0.0,0.0,0.04,,-6.6,2.0,-4.6,0.0
