Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1990,14,1098,LAL,Los Angeles Lakers,A.C. Green,26,82,82,2709,7.1,14.8,0.48,0.2,0.8,0.28,6.8,14.0,0.49,5.1,6.8,0.75,4.8,8.3,13.1,1.7,1.2,0.9,2.1,3.8,19.5,116,107
1990,14,2581,LAL,Los Angeles Lakers,Byron Scott,28,77,77,2593,9.1,19.3,0.47,1.8,4.2,0.42,7.3,15.1,0.48,3.1,4.0,0.77,1.0,3.7,4.7,5.3,1.5,0.6,2.3,3.5,23.0,112,110
1990,14,3233,LAL,Los Angeles Lakers,James Worthy,28,80,80,2960,12.0,21.9,0.55,0.3,0.8,0.31,11.7,21.0,0.56,4.2,5.3,0.78,2.7,5.4,8.0,4.8,1.7,0.8,2.7,3.2,28.4,119,108
1990,14,2200,LAL,Los Angeles Lakers,Jawann Oldham,32,3,0,9,11.1,16.6,0.67,0.0,0.0,,11.1,16.6,0.67,5.5,11.1,0.5,0.0,5.5,5.5,5.5,0.0,0.0,5.5,16.6,27.7,105,111
1990,14,2972,LAL,Los Angeles Lakers,Jay Vincent,30,24,1,200,10.2,19.4,0.53,0.0,0.2,0.0,10.2,19.2,0.53,2.0,3.0,0.67,1.7,4.7,6.5,2.5,2.0,0.7,4.7,7.2,22.4,94,108
1990,14,784,LAL,Los Angeles Lakers,Larry Drew,31,80,3,1333,6.4,14.3,0.44,1.2,3.0,0.4,5.2,11.3,0.46,1.7,2.2,0.77,0.4,3.2,3.7,8.1,1.8,0.1,3.6,3.4,15.6,102,110
1990,14,1503,LAL,Los Angeles Lakers,Magic Johnson,30,79,79,2937,9.3,19.3,0.48,1.8,4.7,0.38,7.5,14.6,0.51,9.6,10.8,0.89,2.2,6.7,8.9,15.4,2.2,0.6,4.9,2.8,30.0,126,106
1990,14,1953,LAL,Los Angeles Lakers,Mark McNamara,30,33,1,190,10.0,22.6,0.44,0.0,0.0,,10.0,22.6,0.44,6.8,10.5,0.65,5.8,10.8,16.5,0.8,0.5,0.3,5.5,8.1,26.8,94,107
1990,14,1895,LAL,Los Angeles Lakers,Mel McCants,22,13,0,65,6.1,19.9,0.31,0.0,0.0,,6.1,19.9,0.31,4.6,6.1,0.75,0.8,3.8,4.6,1.5,2.3,0.8,0.8,8.4,16.9,88,107
1990,14,603,LAL,Los Angeles Lakers,Michael Cooper,33,80,10,1851,5.1,13.3,0.39,1.3,4.2,0.32,3.8,9.0,0.42,2.2,2.5,0.88,1.6,4.5,6.1,5.8,1.8,1.0,2.5,5.5,13.9,104,108
1990,14,1280,LAL,Los Angeles Lakers,Mike Higgins,22,6,0,18,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.8,5.5,0.5,2.8,0.0,2.8,2.8,2.8,5.5,0.0,11.1,2.8,159,105
1990,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,35,70,70,1883,7.4,14.9,0.5,0.0,0.0,,7.4,14.9,0.5,3.8,5.4,0.71,4.6,8.0,12.6,1.1,0.9,1.9,2.1,5.5,18.7,112,107
1990,14,3229,LAL,Los Angeles Lakers,Orlando Woolridge,30,62,2,1421,10.7,19.3,0.56,0.0,0.2,0.0,10.7,19.1,0.56,6.2,8.4,0.73,1.7,4.8,6.5,3.4,1.4,1.6,2.6,5.6,27.6,118,108
1990,14,413,LAL,Los Angeles Lakers,Steve Bucknall,23,18,0,75,6.0,21.9,0.27,0.0,0.7,0.0,6.0,21.3,0.28,3.3,4.0,0.83,3.3,1.3,4.7,6.6,1.3,0.7,7.3,6.6,15.3,70,111
1990,14,753,LAL,Los Angeles Lakers,Vlade Divac,21,82,5,1611,8.5,17.0,0.5,0.0,0.2,0.0,8.5,16.8,0.5,4.7,6.7,0.71,5.2,10.7,15.8,2.3,2.4,3.5,3.4,7.4,21.7,108,100
