Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2014,24,1058,PHO,Phoenix Suns,Archie Goodwin,"August 17, 1994",19.0,NBA,SG,52.0,533.0,10.3,0.51,0.22,0.33,5.3,13.0,9.2,5.7,1.9,1.6,18.7,19.4,-0.3,0.5,0.2,0.02,-3.1,-0.1,-3.2,-0.2
2015,24,1058,PHO,Phoenix Suns,Archie Goodwin,"August 17, 1994",20.0,NBA,SG,41.0,535.0,11.2,0.49,0.2,0.41,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.01,-2.8,-0.6,-3.4,-0.2
2016,24,1058,PHO,Phoenix Suns,Archie Goodwin,"August 17, 1994",21.0,NBA,PG,57.0,1114.0,11.1,0.5,0.24,0.46,2.6,11.5,6.9,17.2,1.2,1.0,16.5,23.2,-0.4,0.5,0.1,0.0,-2.1,-1.5,-3.7,-0.5
2017,31,1058,TOT,Total After Trade,Archie Goodwin,"August 17, 1994",22.0,NBA,SG,15.0,214.0,18.7,0.65,0.23,0.64,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.15,2.2,-0.3,1.9,0.2
2017,19,1058,NOP,New Orleans Pelicans,Archie Goodwin,"August 17, 1994",22.0,NBA,SG,3.0,30.0,19.7,0.8,0.4,2.0,0.0,0.0,0.0,4.5,0.0,2.7,0.0,13.9,0.2,0.0,0.2,0.29,3.0,0.3,3.3,0.0
2017,3,1058,BRK,Brooklyn Nets,Archie Goodwin,"August 17, 1994",22.0,NBA,SG,12.0,184.0,18.6,0.63,0.21,0.52,4.1,11.9,8.1,20.8,1.0,1.6,15.7,20.7,0.4,0.1,0.5,0.13,2.0,-0.4,1.6,0.2
