Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,21.0,ATL,NBA,SG,61.0,2.0,902.0,5.2,11.7,0.446,2.1,5.5,0.384,3.1,6.2,0.5,2.4,2.8,0.843,0.7,3.1,3.8,2.2,0.5,0.4,1.6,1.5,14.9
2014,22.0,ATL,NBA,SG,13.0,0.0,158.0,3.6,9.6,0.381,0.9,4.1,0.222,2.7,5.5,0.5,0.9,0.9,1.0,0.7,4.3,5.0,2.5,0.2,0.2,2.5,2.5,9.1
2015,23.0,ATL,NBA,SG,24.0,3.0,297.0,5.9,12.0,0.495,2.5,6.3,0.404,3.4,5.7,0.596,1.9,2.3,0.842,0.2,4.5,4.7,1.6,1.2,0.0,1.0,1.8,16.4
2016,24.0,TOT,NBA,SG,43.0,3.0,480.0,5.3,12.0,0.444,1.2,3.8,0.314,4.1,8.2,0.505,1.5,1.8,0.833,0.6,3.7,4.3,2.6,0.6,0.1,2.0,1.6,13.3
2016,24.0,DAL,NBA,SG,21.0,1.0,193.0,5.4,13.1,0.414,0.6,3.5,0.158,4.8,9.5,0.51,1.5,1.7,0.889,0.7,3.4,4.1,1.7,0.6,0.0,2.1,2.1,12.9
2016,24.0,PHO,NBA,SG,22.0,2.0,287.0,5.3,11.3,0.467,1.6,4.0,0.406,3.6,7.3,0.5,1.5,1.9,0.8,0.5,3.9,4.4,3.3,0.6,0.1,2.0,1.4,13.7
2017,25.0,PHO,NBA,SG,4.0,0.0,13.0,5.5,13.8,0.4,2.8,5.5,0.5,2.8,8.3,0.333,5.5,5.5,1.0,0.0,2.8,2.8,2.8,0.0,0.0,0.0,0.0,19.4
2019,27.0,TOT,NBA,SG,26.0,0.0,333.0,4.5,11.4,0.4,2.4,6.3,0.379,2.2,5.1,0.426,1.6,1.9,0.833,0.6,3.4,4.0,2.4,0.0,0.2,1.0,1.1,13.1
2019,27.0,WAS,NBA,SG,4.0,0.0,14.0,5.1,5.1,1.0,5.1,5.1,1.0,0.0,0.0,,0.0,0.0,,0.0,2.6,2.6,2.6,0.0,0.0,0.0,0.0,15.4
2019,27.0,NYK,NBA,SG,22.0,0.0,319.0,4.5,11.6,0.388,2.3,6.3,0.357,2.3,5.3,0.426,1.7,2.0,0.833,0.7,3.4,4.1,2.4,0.0,0.2,1.0,1.1,13.0
