Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2012,5,439,CHI,Chicago Bulls,22.0,NBA,SG,42.0,0.0,359.0,32.0,79.0,0.4,2.0,11.0,0.18,30.0,68.0,0.44,0.42,43.0,56.0,0.77,23.0,33.0,56.0,14.0,11.0,5.0,14.0,20.0,109.0,,0.0
2013,5,439,CHI,Chicago Bulls,23.0,NBA,SF,82.0,20.0,2134.0,239.0,512.0,0.47,40.0,105.0,0.38,199.0,407.0,0.49,0.51,187.0,233.0,0.8,136.0,192.0,328.0,115.0,78.0,31.0,62.0,97.0,705.0,,0.0
2014,5,439,CHI,Chicago Bulls,24.0,NBA,SG,67.0,67.0,2591.0,275.0,693.0,0.4,68.0,240.0,0.28,207.0,453.0,0.46,0.45,260.0,338.0,0.77,87.0,243.0,330.0,175.0,127.0,36.0,102.0,106.0,878.0,,0.0
2015,5,439,CHI,Chicago Bulls,25.0,NBA,SG,65.0,65.0,2513.0,421.0,912.0,0.46,73.0,193.0,0.38,348.0,719.0,0.48,0.5,386.0,463.0,0.83,114.0,265.0,379.0,212.0,114.0,36.0,93.0,108.0,1301.0,,0.0
2016,5,439,CHI,Chicago Bulls,26.0,NBA,SG,67.0,67.0,2474.0,470.0,1035.0,0.45,64.0,205.0,0.31,406.0,830.0,0.49,0.48,395.0,475.0,0.83,79.0,279.0,358.0,321.0,110.0,43.0,132.0,124.0,1399.0,,2.0
2017,5,439,CHI,Chicago Bulls,27.0,NBA,SF,76.0,75.0,2809.0,570.0,1252.0,0.46,91.0,248.0,0.37,479.0,1004.0,0.48,0.49,585.0,676.0,0.86,129.0,341.0,470.0,417.0,143.0,32.0,159.0,112.0,1816.0,,2.0
2018,18,439,MIN,Minnesota Timberwolves,28.0,NBA,SG,59.0,59.0,2164.0,437.0,921.0,0.47,70.0,200.0,0.35,367.0,721.0,0.51,0.51,363.0,425.0,0.85,79.0,235.0,314.0,288.0,116.0,24.0,108.0,78.0,1307.0,,0.0
2019,31,439,TOT,Total After Trade,29.0,NBA,"SF,SG",65.0,65.0,2185.0,418.0,904.0,0.46,67.0,193.0,0.35,351.0,711.0,0.49,0.5,312.0,365.0,0.86,121.0,221.0,342.0,263.0,123.0,39.0,95.0,111.0,1215.0,,0.0
2019,18,439,MIN,Minnesota Timberwolves,29.0,NBA,SG,10.0,10.0,361.0,74.0,157.0,0.47,17.0,45.0,0.38,57.0,112.0,0.51,0.52,48.0,61.0,0.79,16.0,36.0,52.0,43.0,24.0,10.0,14.0,18.0,213.0,,0.0
2019,23,439,PHI,Philadelphia 76Ers,29.0,NBA,SF,55.0,55.0,1824.0,344.0,747.0,0.46,50.0,148.0,0.34,294.0,599.0,0.49,0.49,264.0,304.0,0.87,105.0,185.0,290.0,220.0,99.0,29.0,81.0,93.0,1002.0,,0.0
2020,16,439,MIA,Miami Heat,30.0,NBA,SF,58.0,58.0,1959.0,345.0,758.0,0.46,29.0,119.0,0.24,316.0,639.0,0.5,0.47,438.0,525.0,0.83,106.0,280.0,386.0,350.0,103.0,32.0,127.0,81.0,1157.0,,3.0
2021,16,439,MIA,Miami Heat,31.0,NBA,SF,9.0,9.0,282.0,56.0,124.0,0.45,0.0,13.0,0.0,56.0,111.0,0.5,0.45,57.0,66.0,0.86,17.0,40.0,57.0,54.0,18.0,4.0,14.0,8.0,169.0,,0.0
