SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2020,2,BOS,Jayson Tatum,21,66,66,34.3,8.4,18.6,0.45,2.9,7.1,0.4,5.5,11.5,0.48,0.53,3.8,4.7,0.81,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4
2020,2,BOS,Jaylen Brown,23,57,57,33.9,7.5,15.6,0.48,2.3,5.9,0.38,5.2,9.6,0.54,0.55,3.1,4.3,0.72,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
2020,2,BOS,Gordon Hayward,29,52,52,33.5,6.7,13.5,0.5,1.6,4.3,0.38,5.1,9.2,0.55,0.56,2.4,2.8,0.86,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,17.5
2020,2,BOS,Marcus Smart,25,60,40,32.0,4.3,11.4,0.38,2.3,6.6,0.35,2.0,4.8,0.42,0.48,2.1,2.5,0.84,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9
2020,2,BOS,Kemba Walker,29,56,56,31.1,6.8,15.9,0.42,3.2,8.4,0.38,3.5,7.4,0.48,0.53,3.7,4.3,0.86,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4
2020,2,BOS,Daniel Theis,27,65,64,24.1,3.7,6.6,0.57,0.5,1.5,0.33,3.2,5.1,0.63,0.6,1.3,1.8,0.76,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2
2020,2,BOS,Brad Wanamaker,30,71,1,19.3,2.3,5.1,0.45,0.5,1.4,0.36,1.8,3.7,0.48,0.5,1.8,1.9,0.93,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9
2020,2,BOS,Enes Kanter,27,58,7,16.9,3.4,6.0,0.57,0.0,0.1,0.14,3.4,5.9,0.58,0.57,1.2,1.7,0.71,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1
2020,2,BOS,Grant Williams,21,69,5,15.1,1.3,3.1,0.41,0.3,1.4,0.25,0.9,1.7,0.55,0.47,0.6,0.8,0.72,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4
2020,2,BOS,Semi Ojeleye,25,69,6,14.7,1.2,2.8,0.41,0.7,1.8,0.38,0.5,1.0,0.46,0.53,0.4,0.5,0.88,0.4,1.7,2.1,0.5,0.3,0.1,0.3,1.2,3.4
2020,2,BOS,Robert Williams,22,29,1,13.4,2.2,3.0,0.73,0.0,0.0,,2.2,3.0,0.73,0.73,0.8,1.2,0.65,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2
2020,2,BOS,Romeo Langford,20,32,2,11.6,0.9,2.5,0.35,0.2,0.8,0.18,0.7,1.7,0.43,0.38,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5
2020,2,BOS,Tremont Waters,22,11,1,10.8,1.3,4.5,0.29,0.4,2.2,0.17,0.9,2.3,0.4,0.33,0.7,0.7,1.0,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,3.6
2020,2,BOS,Javonte Green,26,48,2,9.8,1.3,2.6,0.5,0.2,0.7,0.27,1.1,1.9,0.58,0.54,0.6,0.9,0.67,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4
2020,2,BOS,Carsen Edwards,21,37,0,9.5,1.1,3.5,0.33,0.6,2.1,0.32,0.5,1.4,0.35,0.42,0.4,0.5,0.68,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,3.3
2020,2,BOS,Vincent Poirier,26,22,0,5.9,0.8,1.6,0.47,0.0,0.1,0.5,0.7,1.5,0.47,0.49,0.3,0.3,0.86,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.9
2020,2,BOS,Tacko Fall,24,7,0,4.7,1.6,2.0,0.79,0.0,0.0,,1.6,2.0,0.79,0.79,0.1,0.4,0.33,0.1,2.0,2.1,0.1,0.1,0.6,0.4,1.0,3.3
