Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1,190,John Battle,"November 9, 1962",55.0,0.0,719.0,124.0,289.0,0.43,4.0,22.0,0.18,120.0,267.0,0.45,0.44,95.0,112.0,0.85,17.0,55.0,72.0,80.0,13.0,1.0,55.0,70.0,347.0,0
