Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1998,23,2858,PHI,Philadelphia 76Ers,Tim Thomas,"February 26, 1977",20.0,NBA,SF,77.0,48.0,1779.0,9.1,20.4,0.45,1.8,5.1,0.36,7.3,15.3,0.48,5.1,6.9,0.74,3.2,5.4,8.6,2.7,1.6,0.5,3.5,5.5,25.2,105.0,107.0
1999,31,2858,TOT,Total After Trade,Tim Thomas,"February 26, 1977",21.0,NBA,SF,50.0,26.0,812.0,8.9,18.9,0.47,1.4,4.6,0.31,7.5,14.3,0.53,4.9,7.6,0.65,3.3,5.2,8.5,3.1,1.8,0.8,3.1,7.2,24.2,108.0,104.0
1999,23,2858,PHI,Philadelphia 76Ers,Tim Thomas,"February 26, 1977",21.0,NBA,SF,17.0,0.0,188.0,7.8,19.3,0.4,1.4,5.5,0.26,6.3,13.8,0.46,5.5,6.9,0.79,2.0,7.5,9.5,4.3,0.9,0.9,4.3,6.1,22.5,99.0,100.0
1999,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",21.0,NBA,SF,33.0,26.0,624.0,9.3,18.7,0.5,1.4,4.3,0.33,7.9,14.4,0.55,4.8,7.8,0.61,3.7,4.5,8.2,2.7,2.0,0.8,2.7,7.6,24.8,111.0,104.0
2000,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",22.0,NBA,SF,80.0,1.0,2093.0,8.6,18.6,0.46,1.6,4.5,0.35,7.0,14.1,0.5,4.6,6.0,0.77,2.5,5.7,8.2,2.8,1.5,0.8,3.2,5.6,23.4,107.0,109.0
2001,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",23.0,NBA,PF,76.0,16.0,2086.0,8.1,18.9,0.43,2.7,6.5,0.41,5.5,12.4,0.44,4.9,6.3,0.77,2.0,5.8,7.8,3.4,1.9,1.1,2.8,4.8,23.8,109.0,105.0
2002,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",24.0,NBA,SF,74.0,22.0,1987.0,8.5,20.2,0.42,2.5,7.8,0.33,5.9,12.4,0.48,3.8,4.8,0.79,1.7,6.3,8.0,2.8,1.7,0.9,3.4,5.4,23.3,99.0,107.0
2003,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",25.0,NBA,SF,80.0,70.0,2358.0,9.3,20.9,0.44,2.2,6.0,0.37,7.1,15.0,0.47,3.3,4.2,0.78,2.2,6.6,8.8,2.3,1.6,1.1,3.0,5.8,24.0,101.0,108.0
2004,31,2858,TOT,Total After Trade,Tim Thomas,"February 26, 1977",26.0,NBA,SF,66.0,65.0,2089.0,9.2,20.6,0.45,1.8,4.9,0.38,7.3,15.7,0.47,4.3,5.5,0.78,1.6,6.5,8.1,3.1,1.6,0.5,2.9,5.0,24.5,104.0,105.0
2004,17,2858,MIL,Milwaukee Bucks,Tim Thomas,"February 26, 1977",26.0,NBA,SF,42.0,42.0,1343.0,8.8,19.9,0.44,1.8,5.1,0.36,7.0,14.8,0.47,3.6,4.8,0.76,1.5,6.5,8.0,3.5,1.6,0.6,2.8,5.0,23.1,102.0,106.0
2004,20,2858,NYK,New York Knicks,Tim Thomas,"February 26, 1977",26.0,NBA,SF,24.0,23.0,746.0,9.8,21.8,0.45,1.9,4.6,0.41,8.0,17.2,0.46,5.6,6.9,0.81,1.9,6.4,8.3,2.4,1.7,0.4,3.1,5.0,27.2,106.0,104.0
2005,20,2858,NYK,New York Knicks,Tim Thomas,"February 26, 1977",27.0,NBA,SF,71.0,68.0,1940.0,8.6,19.6,0.44,2.3,5.7,0.41,6.3,13.9,0.45,3.7,4.7,0.79,1.2,5.2,6.5,3.0,1.1,0.5,3.1,6.1,23.2,103.0,111.0
2006,31,2858,TOT,Total After Trade,Tim Thomas,"February 26, 1977",28.0,NBA,"PF,SF",29.0,10.0,666.0,8.5,19.7,0.43,3.5,8.4,0.41,5.0,11.4,0.44,2.1,3.2,0.67,1.7,8.2,9.9,1.5,1.2,0.5,2.5,5.9,22.6,100.0,106.0
2006,5,2858,CHI,Chicago Bulls,Tim Thomas,"February 26, 1977",28.0,NBA,SF,3.0,0.0,32.0,9.7,25.8,0.38,1.6,9.7,0.17,8.1,16.1,0.5,0.0,0.0,,0.0,6.5,6.5,3.2,0.0,1.6,1.6,1.6,21.0,85.0,106.0
2006,24,2858,PHO,Phoenix Suns,Tim Thomas,"February 26, 1977",28.0,NBA,PF,26.0,10.0,634.0,8.5,19.4,0.44,3.6,8.3,0.43,4.9,11.1,0.44,2.2,3.3,0.67,1.7,8.3,10.0,1.4,1.3,0.5,2.5,6.1,22.7,100.0,106.0
