Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,30,2967,WAS,Washington Wizards,21.0,NBA,PF,57.0,20.0,18.9,2.1,3.8,0.54,0.0,0.0,0.0,2.1,3.8,0.54,0.54,0.6,1.1,0.53,1.8,2.6,4.4,0.8,0.7,0.6,1.1,2.7,4.7
2013,30,2967,WAS,Washington Wizards,22.0,NBA,PF,51.0,4.0,11.8,1.1,2.2,0.5,0.0,0.0,0.0,1.1,2.2,0.5,0.5,0.2,0.8,0.31,0.8,1.5,2.4,0.5,0.3,0.3,0.5,2.1,2.5
2014,31,2967,TOT,Total After Trade,23.0,NBA,PF,54.0,1.0,14.4,1.6,3.2,0.51,0.0,0.0,,1.6,3.2,0.51,0.51,0.4,1.0,0.34,1.5,2.0,3.5,0.4,1.0,0.6,0.7,2.2,3.6
2014,30,2967,WAS,Washington Wizards,23.0,NBA,PF,33.0,1.0,14.2,1.5,2.8,0.52,0.0,0.0,,1.5,2.8,0.52,0.52,0.2,0.9,0.27,1.6,1.8,3.4,0.3,0.8,0.6,0.7,1.9,3.2
2014,8,2967,DEN,Denver Nuggets,23.0,NBA,PF,21.0,0.0,14.6,2.0,3.9,0.51,0.0,0.0,,2.0,3.9,0.51,0.51,0.5,1.2,0.42,1.3,2.4,3.7,0.5,1.3,0.8,0.7,2.7,4.4
