SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,11,HOU,Rodney McCray,24,20,20,835,108,202,0.54,0,3,0.0,108,199,0.54,0.54,43,58,0.74,23,95,118,125,18,19,37,45,259
1986,11,HOU,Robert Reid,30,20,20,773,124,288,0.43,3,21,0.14,121,267,0.45,0.44,47,59,0.8,13,70,83,137,27,1,42,74,298
1986,11,HOU,Hakeem Olajuwon,23,20,20,766,205,387,0.53,0,1,0.0,205,386,0.53,0.53,127,199,0.64,101,135,236,39,40,69,43,87,537
1986,11,HOU,Ralph Sampson,25,20,20,741,156,301,0.52,1,1,1.0,155,300,0.52,0.52,86,118,0.73,66,149,215,80,30,35,71,79,399
1986,11,HOU,Lewis Lloyd,26,20,20,589,116,241,0.48,2,5,0.4,114,236,0.48,0.48,47,58,0.81,34,32,66,86,16,6,47,47,281
1986,11,HOU,Mitchell Wiggins,26,20,0,443,89,179,0.5,0,3,0.0,89,176,0.51,0.5,21,28,0.75,38,38,76,31,14,3,27,44,199
1986,11,HOU,Jim Petersen,23,20,0,378,44,108,0.41,0,0,,44,108,0.41,0.41,23,33,0.7,47,64,111,21,9,9,16,58,111
1986,11,HOU,Allen Leavell,28,15,0,170,24,80,0.3,7,15,0.47,17,65,0.26,0.34,20,23,0.87,3,12,15,40,9,0,9,12,75
1986,11,HOU,Steve Harris,22,15,0,83,14,29,0.48,0,0,,14,29,0.48,0.48,2,5,0.4,5,5,10,2,4,3,2,3,30
1986,11,HOU,Craig Ehlo,24,10,0,38,8,16,0.5,0,1,0.0,8,15,0.53,0.5,4,5,0.8,1,2,3,6,4,1,3,4,20
1986,11,HOU,Hank McDowell,26,13,0,33,2,7,0.29,0,0,,2,7,0.29,0.29,5,8,0.62,4,4,8,2,0,0,2,6,9
1986,11,HOU,Granville Waiters,25,11,0,26,4,7,0.57,0,0,,4,7,0.57,0.57,0,0,,2,3,5,0,1,3,1,3,8
