Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,26,SAC,Sacramento Kings,Mike Woodson,27,3,3,110,22,49,0.45,0,2,0.0,22,47,0.47,0.45,12,12,1.0,7,4,11,5,4,2,11,13,56
1986,26,SAC,Sacramento Kings,Reggie Theus,28,3,3,102,18,46,0.39,0,1,0.0,18,45,0.4,0.39,9,12,0.75,3,5,8,19,3,2,14,9,45
1986,26,SAC,Sacramento Kings,LaSalle Thompson,24,3,3,99,11,32,0.34,0,0,,11,32,0.34,0.34,7,12,0.58,14,21,35,2,2,6,4,8,29
1986,26,SAC,Sacramento Kings,Eddie Johnson,26,3,1,96,24,55,0.44,0,3,0.0,24,52,0.46,0.44,8,9,0.89,10,11,21,4,3,1,6,7,56
1986,26,SAC,Sacramento Kings,Mark Olberding,29,3,3,74,3,9,0.33,0,0,,3,9,0.33,0.33,9,12,0.75,4,9,13,3,2,1,7,9,15
1986,26,SAC,Sacramento Kings,Larry Drew,27,3,0,56,14,25,0.56,1,3,0.33,13,22,0.59,0.58,2,2,1.0,0,1,1,14,5,0,0,2,31
1986,26,SAC,Sacramento Kings,Terry Tyler,29,3,2,51,2,10,0.2,0,0,,2,10,0.2,0.2,4,4,1.0,3,5,8,4,2,3,1,5,8
1986,26,SAC,Sacramento Kings,Joe Kleine,24,3,0,45,5,13,0.38,0,0,,5,13,0.38,0.38,5,6,0.83,8,6,14,1,1,1,2,8,15
1986,26,SAC,Sacramento Kings,Rich Kelley,32,3,0,35,3,9,0.33,0,0,,3,9,0.33,0.33,5,6,0.83,6,6,12,4,2,0,2,5,11
1986,26,SAC,Sacramento Kings,Otis Thorpe,23,3,0,35,3,13,0.23,0,0,,3,13,0.23,0.23,6,13,0.46,8,4,12,0,0,1,1,4,12
1986,26,SAC,Sacramento Kings,Mike Bratz,30,3,0,15,3,6,0.5,0,0,,3,6,0.5,0.5,1,1,1.0,2,2,4,1,0,0,2,0,7
1986,26,SAC,Sacramento Kings,Carl Henry,25,1,0,2,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3
