SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,8,DEN,Alex English,32,10,10,394,106,229,0.46,0,1,0.0,106,228,0.46,0.46,61,71,0.86,18,17,35,52,4,4,28,29,273
1986,8,DEN,Fat Lever,25,10,10,347,59,131,0.45,8,14,0.57,51,117,0.44,0.48,17,24,0.71,15,33,48,53,20,2,23,33,143
1986,8,DEN,Danny Schayes,26,10,6,295,46,86,0.54,0,0,,46,86,0.54,0.54,24,30,0.8,34,48,82,9,4,17,21,37,116
1986,8,DEN,Calvin Natt,29,10,6,293,66,142,0.46,1,2,0.5,65,140,0.46,0.47,46,59,0.78,17,62,79,28,2,3,22,25,179
1986,8,DEN,T.R. Dunn,30,10,10,276,20,46,0.44,0,0,,20,46,0.44,0.44,9,14,0.64,22,31,53,13,16,0,3,34,49
1986,8,DEN,Mike Evans,30,10,0,204,30,82,0.37,7,29,0.24,23,53,0.43,0.41,25,30,0.83,6,14,20,25,10,3,13,19,92
1986,8,DEN,Elston Turner,26,10,0,196,29,54,0.54,1,1,1.0,28,53,0.53,0.55,7,8,0.88,12,17,29,22,7,0,5,19,66
1986,8,DEN,Blair Rasmussen,23,10,4,175,39,96,0.41,0,0,,39,96,0.41,0.41,33,41,0.8,27,33,60,10,5,9,7,28,111
1986,8,DEN,Wayne Cooper,29,8,4,154,24,56,0.43,0,1,0.0,24,55,0.44,0.43,15,22,0.68,11,29,40,7,2,5,11,31,63
1986,8,DEN,Bill Hanzlik,28,6,0,102,15,28,0.54,1,1,1.0,14,27,0.52,0.55,13,16,0.81,2,4,6,19,1,1,7,12,44
1986,8,DEN,Willie White,23,4,0,21,2,7,0.29,1,4,0.25,1,3,0.33,0.36,0,0,,1,2,3,6,1,0,2,4,5
1986,8,DEN,Pete Williams,20,4,0,18,2,4,0.5,0,1,0.0,2,3,0.67,0.5,0,0,,1,3,4,3,0,0,0,2,4
