Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2017,7,917,DAL,Dallas Mavericks,Dorian Finney-Smith,"May 4, 1993",23.0,NBA,PF,81,35,1642,3.9,10.6,0.37,1.8,6.1,0.29,2.2,4.5,0.48,1.5,1.9,0.75,1.7,5.3,7.0,2.1,1.6,0.8,1.4,4.0,11.1,99,110
2018,7,917,DAL,Dallas Mavericks,Dorian Finney-Smith,"May 4, 1993",24.0,NBA,PF,21,13,448,5.2,13.6,0.38,2.2,7.5,0.3,2.9,6.1,0.48,1.2,1.7,0.73,2.5,5.9,8.4,2.9,1.1,0.4,2.4,4.8,13.8,96,111
2019,7,917,DAL,Dallas Mavericks,Dorian Finney-Smith,"May 4, 1993",25.0,NBA,SF,81,26,1985,5.6,12.9,0.43,1.9,6.2,0.31,3.6,6.7,0.54,1.8,2.5,0.71,3.4,6.1,9.5,2.3,1.7,0.9,1.8,4.5,14.9,109,111
2020,7,917,DAL,Dallas Mavericks,Dorian Finney-Smith,"May 4, 1993",26.0,NBA,PF,71,68,2120,5.5,11.9,0.47,2.6,6.9,0.38,2.9,5.0,0.59,1.8,2.5,0.72,3.3,5.9,9.2,2.6,1.0,0.9,1.6,4.1,15.5,122,113
2021,7,917,DAL,Dallas Mavericks,Dorian Finney-Smith,"May 4, 1993",27.0,NBA,PF,23,23,719,4.9,11.4,0.43,2.8,7.6,0.36,2.1,3.7,0.56,0.7,0.8,0.83,2.3,5.5,7.8,2.1,1.6,0.6,0.9,4.3,13.2,118,115
