Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1985,8,DEN,Denver Nuggets,Alex English,31,14,14,536,13.4,25.1,0.54,0.0,0.1,0.0,13.4,25.0,0.54,8.0,9.0,0.89,3.0,4.6,7.6,5.2,1.4,0.4,2.5,3.3,34.9,,125,112
1985,8,DEN,Denver Nuggets,Calvin Natt,28,15,15,508,11.4,20.7,0.55,0.0,0.0,,11.4,20.7,0.55,6.3,7.7,0.81,2.7,5.9,8.6,5.0,0.7,0.4,2.7,3.0,29.1,,122,112
1985,8,DEN,Denver Nuggets,T.R. Dunn,29,15,15,371,3.2,7.7,0.42,0.0,0.0,,3.2,7.7,0.42,1.7,2.3,0.74,3.2,3.9,7.1,4.1,2.9,0.4,1.2,5.4,8.1,,112,109
1985,8,DEN,Denver Nuggets,Elston Turner,25,15,4,358,6.2,12.6,0.49,0.2,0.2,1.0,5.9,12.3,0.48,1.5,2.3,0.63,3.7,5.3,9.0,5.7,2.1,0.1,3.2,5.2,14.1,,104,110
1985,8,DEN,Denver Nuggets,Fat Lever,24,11,8,342,6.3,15.8,0.4,0.0,0.3,0.0,6.3,15.5,0.41,6.2,8.1,0.76,3.0,6.2,9.2,12.0,3.4,0.3,4.4,4.3,18.9,,106,107
1985,8,DEN,Denver Nuggets,Dan Issel,36,15,4,325,9.9,21.6,0.46,0.1,0.1,1.0,9.8,21.5,0.46,5.3,6.5,0.81,1.9,5.4,7.3,3.7,1.6,0.7,1.8,4.9,25.3,,111,110
1985,8,DEN,Denver Nuggets,Wayne Cooper,28,15,12,321,9.2,19.7,0.47,0.0,0.0,,9.2,19.7,0.47,4.1,5.5,0.75,4.7,8.1,12.8,2.8,1.1,5.0,2.6,7.2,22.6,,108,105
1985,8,DEN,Denver Nuggets,Bill Hanzlik,27,15,0,310,6.4,13.1,0.49,0.0,0.1,0.0,6.4,13.0,0.5,4.3,5.8,0.73,3.4,3.1,6.6,4.7,2.0,0.9,3.1,8.1,17.1,,109,110
1985,8,DEN,Denver Nuggets,Mike Evans,29,15,0,281,9.8,22.5,0.43,2.7,8.0,0.33,7.1,14.5,0.49,2.2,2.7,0.82,0.5,4.6,5.0,7.2,2.0,0.5,5.7,6.1,24.4,,94,110
1985,8,DEN,Denver Nuggets,Willie White,22,10,3,123,9.7,20.5,0.47,0.7,1.1,0.67,9.0,19.4,0.46,2.5,4.3,0.58,3.2,2.9,6.1,6.1,1.8,0.0,5.8,2.2,22.6,,94,112
1985,8,DEN,Denver Nuggets,Danny Schayes,25,9,0,118,4.1,9.7,0.42,0.0,0.0,,4.1,9.7,0.42,5.2,7.5,0.7,3.0,8.2,11.2,4.5,1.1,1.5,1.9,8.2,13.5,,114,109
1985,8,DEN,Denver Nuggets,Joe Kopicki,24,7,0,32,8.3,22.1,0.38,0.0,0.0,,8.3,22.1,0.38,12.4,23.5,0.53,2.8,15.2,18.0,4.1,1.4,1.4,1.4,6.9,29.0,,103,105
