Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1985,25,POR,Portland Trail Blazers,Clyde Drexler,22,9,9,339,7.6,18.4,0.41,0.3,1.0,0.29,7.3,17.5,0.42,5.2,6.2,0.84,3.7,3.9,7.6,11.4,3.2,1.2,4.0,5.1,20.6,,109,115
1985,25,POR,Portland Trail Blazers,Kiki Vandeweghe,26,9,9,311,12.7,23.7,0.54,0.1,1.0,0.14,12.6,22.6,0.56,4.6,4.9,0.94,2.1,1.9,4.0,2.5,1.2,0.4,1.8,3.4,30.3,,123,121
1985,25,POR,Portland Trail Blazers,Kenny Carr,29,9,9,265,8.8,16.7,0.53,0.0,0.2,0.0,8.8,16.5,0.53,2.8,3.5,0.8,5.3,7.0,12.3,1.8,0.5,0.4,4.0,7.0,20.4,,105,118
1985,25,POR,Portland Trail Blazers,Sam Bowie,23,9,9,259,4.7,10.6,0.44,0.0,0.0,,4.7,10.6,0.44,2.5,4.5,0.56,2.9,10.8,13.7,3.8,0.7,3.8,2.2,6.5,11.9,,102,112
1985,25,POR,Portland Trail Blazers,Mychal Thompson,30,9,0,250,9.3,19.0,0.49,0.0,0.0,,9.3,19.0,0.49,6.2,9.1,0.67,4.7,8.8,13.4,2.6,1.3,2.2,3.5,6.0,24.8,,108,114
1985,25,POR,Portland Trail Blazers,Darnell Valentine,25,9,9,244,8.2,16.8,0.49,0.0,0.0,,8.2,16.8,0.49,5.5,5.9,0.94,1.1,2.1,3.2,11.1,3.1,0.0,4.0,5.3,22.0,,115,117
1985,25,POR,Portland Trail Blazers,Jim Paxson,27,9,0,212,10.3,22.2,0.46,0.7,2.2,0.3,9.7,20.0,0.48,4.2,5.3,0.79,1.3,3.1,4.4,4.6,1.3,0.0,1.1,3.5,25.5,,118,120
1985,25,POR,Portland Trail Blazers,Steve Colter,22,9,0,166,10.1,21.1,0.48,0.8,3.1,0.27,9.3,18.0,0.52,1.4,2.2,0.62,1.1,3.4,4.5,10.4,1.4,0.0,2.8,6.7,22.5,,111,119
1985,25,POR,Portland Trail Blazers,Audie Norris,24,8,0,109,8.1,13.7,0.59,0.0,0.0,,8.1,13.7,0.59,3.8,9.4,0.41,9.4,9.0,18.4,1.3,1.7,2.1,4.7,10.7,20.1,,103,113
1985,25,POR,Portland Trail Blazers,Jerome Kersey,22,8,0,60,12.4,24.1,0.52,0.0,0.0,,12.4,24.1,0.52,4.7,6.2,0.75,3.9,3.1,7.0,4.7,5.4,1.6,1.6,8.5,29.5,,121,110
1985,25,POR,Portland Trail Blazers,Tom Scheffler,30,3,0,10,9.3,14.0,0.67,0.0,0.0,,9.3,14.0,0.67,14.0,18.6,0.75,14.0,9.3,23.3,0.0,4.7,0.0,4.7,0.0,32.6,,135,109
1985,25,POR,Portland Trail Blazers,Bernard Thompson,22,2,0,10,0.0,23.3,0.0,0.0,0.0,,0.0,23.3,0.0,9.3,9.3,1.0,4.7,9.3,14.0,9.3,0.0,4.7,0.0,4.7,9.3,,74,114
