NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
34,Austin Carr,SG,6-4,200,1948-03-10,US,8,Notre Dame
2,Kenny Carr,PF,6-7,220,1955-08-15,US,2,NC State
35,Don Ford,SF,6-9,215,1952-12-31,US,4,"New Mexico, UC Santa Barbara"
11,Walt Frazier,PG,6-4,200,1945-03-29,US,12,Southern Illinois
24,John Lambert,PF,6-10,225,1953-01-14,US,4,USC
15,Butch Lee,PG,6-0,185,1956-12-05,PR,1,Marquette
30,Mike Mitchell,SF,6-7,215,1956-01-01,US,1,Auburn
25,Dave Robisch,C,6-10,235,1949-12-22,US,8,Kansas
21,Campy Russell,SF,6-8,215,1952-01-12,US,5,Michigan
7,Bingo Smith,SG,6-5,195,1946-02-26,US,10,Tulsa
9,Randy Smith,SG,6-3,180,1948-12-12,US,8,Buffalo State
11,Willie Smith,PG,6-2,170,1953-10-26,US,3,Missouri
43,Earl Tatum,SG,6-5,185,1953-07-26,US,3,Marquette
14,Foots Walker,PG,6-0,184,1951-05-21,US,5,West Georgia
33,Bill Willoughby,SF,6-8,205,1957-05-20,US,3,
