NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Tiny Archibald,PG,6-1,150,1948-09-02,US,8,Texas-El Paso
33,Larry Bird,PF,6-9,220,1956-12-07,US,R,Indiana State University
30,M.L. Carr,SF,6-6,205,1951-01-09,US,4,Guilford College
12,Don Chaney,SG,6-5,210,1946-03-22,US,11,Houston
18,Dave Cowens,C,6-9,230,1948-10-25,US,9,Florida State
45,Eric Fernsten,PF,6-10,205,1953-11-01,US,2,San Francisco
42,Chris Ford,SG,6-5,190,1949-01-11,US,7,Villanova
43,Gerald Henderson,PG,6-2,175,1956-01-16,US,R,VCU
32,Jeff Judkins,SF,6-6,185,1956-03-23,US,1,Utah
44,Pete Maravich,SG,6-5,197,1947-06-22,US,9,LSU
31,Cedric Maxwell,SF,6-8,205,1955-11-21,US,2,UNC Charlotte
53,Rick Robey,C,6-11,230,1956-01-30,US,1,Kentucky
