SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1980,12,IND,42,Mike Bantom,SF,6-9,200,1951-12-03,US,6,Saint Joseph's
1980,12,IND,7,Dudley Bradley,SG,6-6,195,1957-03-19,US,R,UNC
1980,12,IND,10,Corky Calhoun,SF,6-7,210,1950-11-01,US,7,Penn
1980,12,IND,13,Ron Carter,SG,6-5,190,1956-08-31,US,1,Virginia Military Institute
1980,12,IND,30,Phil Chenier,SG,6-3,180,1950-10-30,US,8,California
1980,12,IND,30,Brad Davis,PG,6-3,180,1955-12-17,US,2,Maryland
1980,12,IND,16,Johnny Davis,PG,6-2,170,1955-10-21,US,3,Dayton
1980,12,IND,40,James Edwards,C,7-0,225,1955-11-22,US,2,Washington
1980,12,IND,22,Alex English,SF,6-7,190,1954-01-05,US,3,South Carolina
1980,12,IND,10-11,Joe Hassett,SG,6-5,180,1955-09-11,US,2,Providence
1980,12,IND,45,Clemon Johnson,C,6-10,240,1956-09-12,US,1,Florida A&M
1980,12,IND,8,Mickey Johnson,PF,6-10,190,1952-08-31,US,5,Aurora University
1980,12,IND,25,Billy Knight,SF,6-6,195,1952-06-09,US,5,Pitt
1980,12,IND,5,John Kuester,PG,6-2,180,1955-02-06,US,2,UNC
1980,12,IND,30,George McGinnis,PF,6-8,235,1950-08-12,US,8,Indiana
1980,12,IND,44,Tony Zeno,SF,6-8,210,1957-10-01,US,R,Arizona State
