Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,1,1450,ATL,Atlanta Hawks,John Jenkins,"March 6, 1991",21.0,NBA,SG,61.0,2.0,902.0,5.2,11.7,0.45,2.1,5.5,0.38,3.1,6.2,0.5,2.4,2.8,0.84,0.7,3.1,3.8,2.2,0.5,0.4,1.6,1.5,14.9
2014,1,1450,ATL,Atlanta Hawks,John Jenkins,"March 6, 1991",22.0,NBA,SG,13.0,0.0,158.0,3.6,9.6,0.38,0.9,4.1,0.22,2.7,5.5,0.5,0.9,0.9,1.0,0.7,4.3,5.0,2.5,0.2,0.2,2.5,2.5,9.1
2015,1,1450,ATL,Atlanta Hawks,John Jenkins,"March 6, 1991",23.0,NBA,SG,24.0,3.0,297.0,5.9,12.0,0.5,2.5,6.3,0.4,3.4,5.7,0.6,1.9,2.3,0.84,0.2,4.5,4.7,1.6,1.2,0.0,1.0,1.8,16.4
2016,31,1450,TOT,Total After Trade,John Jenkins,"March 6, 1991",24.0,NBA,SG,43.0,3.0,480.0,5.3,12.0,0.44,1.2,3.8,0.31,4.1,8.2,0.5,1.5,1.8,0.83,0.6,3.7,4.3,2.6,0.6,0.1,2.0,1.6,13.3
2016,7,1450,DAL,Dallas Mavericks,John Jenkins,"March 6, 1991",24.0,NBA,SG,21.0,1.0,193.0,5.4,13.1,0.41,0.6,3.5,0.16,4.8,9.5,0.51,1.5,1.7,0.89,0.7,3.4,4.1,1.7,0.6,0.0,2.1,2.1,12.9
2016,24,1450,PHO,Phoenix Suns,John Jenkins,"March 6, 1991",24.0,NBA,SG,22.0,2.0,287.0,5.3,11.3,0.47,1.6,4.0,0.41,3.6,7.3,0.5,1.5,1.9,0.8,0.5,3.9,4.4,3.3,0.6,0.1,2.0,1.4,13.7
2017,24,1450,PHO,Phoenix Suns,John Jenkins,"March 6, 1991",25.0,NBA,SG,4.0,0.0,13.0,5.5,13.8,0.4,2.8,5.5,0.5,2.8,8.3,0.33,5.5,5.5,1.0,0.0,2.8,2.8,2.8,0.0,0.0,0.0,0.0,19.4
2019,31,1450,TOT,Total After Trade,John Jenkins,"March 6, 1991",27.0,NBA,SG,26.0,0.0,333.0,4.5,11.4,0.4,2.4,6.3,0.38,2.2,5.1,0.43,1.6,1.9,0.83,0.6,3.4,4.0,2.4,0.0,0.2,1.0,1.1,13.1
2019,30,1450,WAS,Washington Wizards,John Jenkins,"March 6, 1991",27.0,NBA,SG,4.0,0.0,14.0,5.1,5.1,1.0,5.1,5.1,1.0,0.0,0.0,,0.0,0.0,,0.0,2.6,2.6,2.6,0.0,0.0,0.0,0.0,15.4
2019,20,1450,NYK,New York Knicks,John Jenkins,"March 6, 1991",27.0,NBA,SG,22.0,0.0,319.0,4.5,11.6,0.39,2.3,6.3,0.36,2.3,5.3,0.43,1.7,2.0,0.83,0.7,3.4,4.1,2.4,0.0,0.2,1.0,1.1,13.0
