PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Otis Thorpe,24.0,82,82.0,2956,567,1050,0.54,0,3,0.0,567,1047,0.542,0.54,413,543,0.7609999999999999,259,560,819,201,46,60,189,292,1547
Reggie Theus,29.0,79,76.0,2872,577,1223,0.47200000000000003,17,78,0.218,560,1145,0.489,0.479,429,495,0.867,86,180,266,692,78,16,289,208,1600
Eddie Johnson,27.0,81,30.0,2457,606,1309,0.46299999999999997,37,118,0.314,569,1191,0.478,0.47700000000000004,267,322,0.8290000000000001,146,207,353,251,42,19,163,218,1516
LaSalle Thompson,25.0,82,53.0,2166,362,752,0.48100000000000004,0,5,0.0,362,747,0.485,0.48100000000000004,188,255,0.737,237,450,687,122,69,126,143,290,912
Terry Tyler,30.0,82,48.0,1930,329,664,0.495,1,3,0.33299999999999996,328,661,0.496,0.496,101,140,0.721,116,212,328,73,55,78,78,151,760
Joe Kleine,25.0,79,31.0,1658,256,543,0.47100000000000003,0,1,0.0,256,542,0.47200000000000003,0.47100000000000003,110,140,0.7859999999999999,173,310,483,71,35,30,90,213,622
Derek Smith,25.0,52,42.0,1658,338,757,0.446,9,33,0.273,329,724,0.45399999999999996,0.452,178,228,0.7809999999999999,60,122,182,204,46,23,126,184,863
Mark Olberding,30.0,76,0.0,1002,69,165,0.418,0,1,0.0,69,164,0.42100000000000004,0.418,116,131,0.885,50,135,185,91,18,9,56,144,254
Harold Pressley,23.0,67,23.0,913,134,317,0.423,7,28,0.25,127,289,0.439,0.434,35,48,0.7290000000000001,68,108,176,120,40,21,63,96,310
Othell Wilson,25.0,53,2.0,789,82,185,0.44299999999999995,3,18,0.16699999999999998,79,167,0.473,0.451,43,54,0.7959999999999999,28,53,81,207,42,4,77,67,210
Brook Steppe,27.0,34,7.0,665,95,199,0.47700000000000004,3,9,0.33299999999999996,92,190,0.484,0.485,73,88,0.83,21,40,61,81,18,3,54,56,266
Johnny Rogers,23.0,45,15.0,468,90,185,0.486,0,5,0.0,90,180,0.5,0.486,9,15,0.6,30,47,77,26,9,8,20,66,189
Franklin Edwards,27.0,8,0.0,122,9,32,0.281,0,4,0.0,9,28,0.321,0.281,10,14,0.7140000000000001,2,8,10,29,5,0,17,7,28
Bruce Douglas,22.0,8,1.0,98,7,24,0.292,0,1,0.0,7,23,0.304,0.292,0,4,0.0,5,9,14,17,9,0,9,9,14
Jerry Eaves,27.0,3,0.0,26,1,8,0.125,0,0,,1,8,0.125,0.125,2,2,1.0,1,0,1,0,1,0,2,6,4
Team Totals,,82,,19780,3522,7413,0.475,77,307,0.251,3445,7106,0.485,0.48,1974,2479,0.7959999999999999,1282,2441,3723,2185,513,397,1403,2007,9095
