PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alex English,33.0,82,82.0,3085,965,1920,0.503,4,15,0.267,961,1905,0.504,0.504,411,487,0.8440000000000001,146,198,344,422,73,21,214,216,2345
Fat Lever,26.0,82,82.0,3054,643,1370,0.469,22,92,0.239,621,1278,0.486,0.47700000000000004,244,312,0.782,216,513,729,654,201,34,167,219,1552
Darrell Walker,25.0,81,25.0,2020,358,742,0.48200000000000004,0,4,0.0,358,738,0.485,0.48200000000000004,272,365,0.745,157,170,327,282,120,37,187,229,988
Bill Hanzlik,29.0,73,10.0,1990,307,746,0.41200000000000003,22,80,0.275,285,666,0.428,0.426,316,402,0.7859999999999999,79,177,256,280,87,28,132,245,952
T.R. Dunn,31.0,81,53.0,1932,118,276,0.428,0,2,0.0,118,274,0.431,0.428,36,55,0.655,91,174,265,147,100,21,33,160,272
Mike Evans,31.0,81,4.0,1567,334,729,0.45799999999999996,53,169,0.314,281,560,0.502,0.495,96,123,0.78,36,92,128,185,79,12,107,149,817
Wayne Cooper,30.0,69,64.0,1561,235,524,0.44799999999999995,0,3,0.0,235,521,0.451,0.44799999999999995,79,109,0.725,162,311,473,68,13,101,78,257,549
Danny Schayes,27.0,76,41.0,1556,210,405,0.519,0,0,,210,405,0.519,0.519,229,294,0.779,120,260,380,85,20,74,95,266,649
Blair Rasmussen,24.0,74,23.0,1421,268,570,0.47,0,0,,268,570,0.47,0.47,169,231,0.732,183,282,465,60,24,58,79,224,705
Mark Alarie,23.0,64,25.0,1110,217,443,0.49,2,9,0.222,215,434,0.495,0.49200000000000005,67,101,0.6629999999999999,73,141,214,74,22,28,56,138,503
Maurice Martin,22.0,43,0.0,286,51,135,0.37799999999999995,3,15,0.2,48,120,0.4,0.389,42,66,0.636,12,29,41,35,13,6,33,48,147
Otis Smith,23.0,28,0.0,168,33,79,0.418,0,2,0.0,33,77,0.429,0.418,12,21,0.5710000000000001,17,17,34,22,1,1,19,30,78
Calvin Natt,30.0,1,1.0,20,4,10,0.4,0,0,,4,10,0.4,0.4,2,2,1.0,2,3,5,2,1,0,1,2,10
Pete Williams,21.0,5,0.0,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,1,0,0,1,1,2
Team Totals,,82,,19780,3744,7951,0.47100000000000003,106,391,0.271,3638,7560,0.48100000000000004,0.478,1975,2568,0.769,1294,2368,3662,2317,754,421,1216,2184,9569
