Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,5,2313,CHI,Charlotte Bobcats,22.0,NBA,SF,79.0,0.0,1650.0,5.7,12.3,0.46,0.1,0.5,0.17,5.6,11.8,0.48,2.2,3.8,0.58,2.5,4.0,6.5,3.7,2.0,1.1,2.9,4.7,13.6
1989,5,2313,CHI,Charlotte Bobcats,23.0,NBA,SF,73.0,56.0,2413.0,6.2,12.9,0.48,0.3,1.1,0.27,5.8,11.8,0.5,3.0,4.5,0.67,2.1,4.6,6.6,3.8,2.1,0.9,3.0,3.9,15.6
1990,5,2313,CHI,Charlotte Bobcats,24.0,NBA,SF,82.0,82.0,3148.0,6.4,13.2,0.49,0.3,1.3,0.25,6.1,11.9,0.51,2.3,3.4,0.68,1.7,4.5,6.3,5.1,2.4,1.2,3.2,3.4,15.4
1991,5,2313,CHI,Charlotte Bobcats,25.0,NBA,SF,82.0,82.0,3014.0,7.2,13.8,0.52,0.3,0.8,0.31,6.9,13.0,0.53,2.9,4.1,0.71,1.9,5.2,7.1,6.1,2.3,1.1,2.8,3.2,17.5
1992,5,2313,CHI,Charlotte Bobcats,26.0,NBA,SF,82.0,82.0,3164.0,7.8,15.5,0.51,0.2,0.9,0.2,7.6,14.6,0.52,3.8,4.9,0.76,2.1,5.1,7.2,6.5,1.8,1.1,2.9,2.8,19.6
1993,5,2313,CHI,Charlotte Bobcats,27.0,NBA,SF,81.0,81.0,3123.0,7.2,15.3,0.47,0.3,1.1,0.24,7.0,14.2,0.49,2.7,4.0,0.66,2.3,4.8,7.2,5.8,2.0,0.8,2.8,2.5,17.4
1994,5,2313,CHI,Charlotte Bobcats,28.0,NBA,SF,72.0,72.0,2759.0,8.2,16.7,0.49,0.8,2.6,0.32,7.4,14.1,0.52,3.5,5.3,0.66,2.3,5.9,8.2,5.3,2.8,0.8,3.0,3.0,20.7
1995,5,2313,CHI,Charlotte Bobcats,29.0,NBA,SF,79.0,79.0,3014.0,7.6,15.8,0.48,1.3,3.8,0.34,6.3,12.0,0.52,3.8,5.3,0.72,2.1,5.5,7.6,4.9,2.8,1.1,3.2,2.8,20.2
1996,5,2313,CHI,Charlotte Bobcats,30.0,NBA,SF,77.0,77.0,2825.0,7.2,15.5,0.46,1.9,5.1,0.37,5.3,10.4,0.51,2.8,4.1,0.68,1.9,4.4,6.3,5.8,1.7,0.7,2.6,2.5,19.1
1997,5,2313,CHI,Charlotte Bobcats,31.0,NBA,SF,82.0,82.0,3095.0,7.5,15.9,0.47,1.8,4.9,0.37,5.7,11.0,0.52,2.4,3.4,0.7,1.9,4.3,6.2,5.4,1.8,0.5,2.5,2.5,19.3
1998,5,2313,CHI,Charlotte Bobcats,32.0,NBA,SF,44.0,44.0,1652.0,6.9,15.3,0.45,1.3,4.2,0.32,5.5,11.2,0.5,3.3,4.2,0.78,1.2,3.8,4.9,5.5,1.7,0.9,2.4,2.5,18.3
1999,11,2313,HOU,Houston Rockets,33.0,NBA,SF,50.0,50.0,2011.0,4.7,10.8,0.43,1.3,3.8,0.34,3.4,7.0,0.48,2.4,3.3,0.72,1.1,4.7,5.8,5.2,1.8,0.7,2.8,2.1,13.0
2001,25,2313,POR,Portland Trail Blazers,35.0,NBA,SF,64.0,60.0,2133.0,4.5,10.1,0.45,1.1,3.1,0.34,3.5,6.9,0.5,2.0,2.7,0.74,1.2,4.4,5.6,5.0,1.6,0.6,2.6,2.7,12.2
2002,25,2313,POR,Portland Trail Blazers,36.0,NBA,SF,62.0,60.0,1996.0,4.4,10.8,0.41,1.0,3.2,0.3,3.5,7.6,0.46,2.0,2.6,0.77,1.4,4.4,5.8,6.5,1.8,0.6,3.1,2.9,11.9
2003,25,2313,POR,Portland Trail Blazers,37.0,NBA,SF,64.0,58.0,1911.0,5.0,11.2,0.44,0.7,2.5,0.29,4.3,8.7,0.49,2.3,2.8,0.82,1.1,4.2,5.2,5.4,2.0,0.5,3.1,2.8,13.0
2004,5,2313,CHI,Charlotte Bobcats,38.0,NBA,SF,23.0,6.0,412.0,4.6,12.2,0.38,1.1,4.2,0.27,3.5,8.0,0.44,1.5,2.4,0.63,1.7,4.2,5.9,4.4,1.8,0.8,2.5,3.3,11.9
