Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,23.0,LAL,NBA,SF,59.0,1.0,593.0,5.6,18.3,0.309,1.3,6.0,0.221,4.3,12.3,0.353,3.4,4.9,0.709,3.1,6.6,9.7,1.7,1.3,1.3,3.0,7.7,16.1,,85.0,105.0
2002,24.0,LAL,NBA,SF,82.0,1.0,1759.0,6.4,15.5,0.411,2.0,5.3,0.371,4.4,10.2,0.432,2.5,3.7,0.675,2.3,6.7,9.0,3.3,2.1,1.2,2.0,5.6,17.2,,105.0,101.0
2003,25.0,LAL,NBA,SF,71.0,7.0,1613.0,5.8,14.8,0.39,1.6,4.2,0.371,4.2,10.6,0.398,2.7,3.4,0.79,2.9,6.3,9.2,3.0,1.8,1.2,2.1,5.8,15.8,,103.0,105.0
2004,26.0,LAL,NBA,SF,82.0,48.0,1951.0,6.2,15.2,0.408,1.7,5.0,0.349,4.5,10.3,0.436,1.9,2.6,0.76,2.3,6.5,8.9,3.0,2.2,1.0,2.3,5.0,16.1,,99.0,101.0
2005,27.0,LAL,NBA,SF,15.0,3.0,306.0,6.4,18.0,0.356,3.6,10.0,0.362,2.8,7.9,0.348,2.6,3.5,0.75,2.2,6.9,9.2,2.4,1.4,0.3,2.1,5.5,19.0,,103.0,112.0
2006,28.0,LAL,NBA,SF,71.0,5.0,1542.0,5.8,14.6,0.4,1.7,5.5,0.313,4.1,9.1,0.453,2.0,2.9,0.674,2.8,6.6,9.4,2.3,2.3,1.2,1.8,5.4,15.3,,103.0,104.0
2007,29.0,DAL,NBA,SF,60.0,17.0,1283.0,6.1,15.5,0.395,2.2,6.3,0.353,3.9,9.2,0.423,1.5,2.0,0.75,2.4,6.5,8.9,1.4,1.9,1.0,2.1,6.0,15.9,,99.0,103.0
2008,30.0,DAL,NBA,SF,53.0,4.0,821.0,4.8,13.4,0.357,1.4,4.4,0.324,3.4,9.0,0.374,1.6,2.2,0.706,1.8,7.1,8.9,2.3,1.2,0.8,1.6,5.8,12.6,,94.0,106.0
2009,31.0,DAL,NBA,SF,43.0,17.0,708.0,4.0,10.5,0.38,1.6,5.6,0.289,2.4,4.9,0.485,1.3,1.6,0.773,1.9,3.9,5.8,1.1,1.7,0.8,1.3,4.2,10.9,,101.0,110.0
2010,32.0,GSW,NBA,SF,45.0,4.0,761.0,5.6,12.9,0.432,3.0,7.7,0.39,2.6,5.2,0.494,1.0,1.4,0.696,1.3,5.8,7.2,2.0,2.6,0.6,0.9,5.6,15.2,,113.0,110.0
