PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Reggie King,24,80,76,2609,6.9,13.6,0.509,0.0,0.0,,6.9,13.6,0.509,3.6,5.2,0.705,2.9,6.5,9.5,3.1,1.5,0.5,2.8,4.0,17.5,,107,107
Mike Woodson,23,76,74,2186,11.0,21.6,0.507,0.2,0.5,0.292,10.8,21.1,0.513,4.3,5.5,0.78,2.1,3.0,5.0,4.4,2.9,0.7,3.1,4.3,26.3,,108,107
Larry Drew,23,81,19,1973,8.6,18.1,0.473,0.2,0.6,0.29600000000000004,8.4,17.4,0.479,3.6,4.5,0.794,0.7,2.8,3.6,10.0,2.6,0.0,4.2,3.6,20.9,,103,108
Phil Ford,25,72,65,1952,6.9,15.7,0.439,0.2,0.8,0.21899999999999997,6.7,14.9,0.451,3.3,4.0,0.8190000000000001,0.6,2.0,2.5,10.9,1.5,0.0,4.7,3.9,17.2,,98,111
Ernie Grunfeld,26,81,11,1892,10.5,20.5,0.511,0.0,0.3,0.14300000000000002,10.4,20.1,0.517,4.7,5.7,0.821,1.4,3.2,4.5,6.9,1.8,1.0,3.7,4.8,25.7,,109,109
Steve Johnson,24,78,50,1741,10.7,17.4,0.613,0.0,0.0,,10.7,17.4,0.613,5.7,8.9,0.642,4.1,8.3,12.4,2.5,1.1,2.4,5.3,10.1,27.1,,108,105
Eddie Johnson,22,74,27,1517,9.2,20.0,0.45899999999999996,0.0,0.3,0.091,9.1,19.6,0.465,3.1,4.6,0.664,4.0,6.0,10.0,3.4,1.6,0.4,3.0,6.5,21.4,,100,108
Cliff Robinson,21,38,30,1229,12.4,27.2,0.455,0.0,0.1,0.0,12.4,27.0,0.457,4.8,6.9,0.6940000000000001,3.2,9.2,12.4,2.7,1.8,2.3,3.3,4.6,29.5,,99,104
Kevin Loder,22,71,13,1139,8.6,18.5,0.46399999999999997,0.0,0.5,0.0,8.6,18.1,0.47600000000000003,3.2,4.4,0.72,2.9,5.2,8.1,3.6,1.4,1.2,2.8,6.1,20.4,,101,108
Leon Douglas,27,63,17,1093,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,1.4,3.5,0.4,4.8,7.7,12.5,1.5,0.6,1.6,2.4,9.1,7.4,,97,107
Reggie Johnson,24,31,9,783,9.8,17.6,0.556,0.0,0.1,0.0,9.8,17.6,0.5579999999999999,3.1,4.3,0.708,3.3,8.1,11.4,1.9,1.2,1.6,3.0,7.0,22.7,,109,106
Kenny Dennard,23,30,3,607,4.8,9.4,0.512,0.0,0.0,,4.8,9.4,0.512,2.0,3.1,0.65,3.7,6.7,10.3,3.3,2.7,0.6,2.7,6.3,11.7,,104,105
John Lambert,29,42,1,493,5.7,13.3,0.43200000000000005,0.1,0.6,0.16699999999999998,5.6,12.7,0.444,2.0,2.7,0.75,3.4,8.7,12.1,2.3,1.1,1.0,3.6,7.7,13.6,,90,106
Joe Meriweather,28,18,10,380,5.8,11.3,0.516,0.0,0.0,,5.8,11.3,0.516,3.8,5.0,0.775,3.1,7.8,10.9,2.1,1.6,2.6,3.1,8.4,15.5,,106,104
Hawkeye Whitney,24,23,4,266,4.4,12.6,0.35200000000000004,0.0,0.2,0.0,4.4,12.4,0.35700000000000004,0.7,1.2,0.5710000000000001,2.3,4.8,7.1,3.4,2.1,0.2,2.5,5.5,9.6,,81,108
Sam Lacey,33,2,1,20,7.1,11.8,0.6,0.0,0.0,,7.1,11.8,0.6,0.0,4.7,0.0,0.0,9.4,9.4,9.4,4.7,2.4,4.7,4.7,14.1,,89,97
