Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2006,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",19.0,NBA,PG,30.0,0.0,145.0,8.2,18.6,0.44,0.7,3.2,0.22,7.5,15.4,0.49,2.9,4.6,0.62,1.1,5.7,6.8,3.6,1.8,0.0,4.6,4.6,20.0,87.0,109.0
2007,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",20.0,NBA,PG,61.0,0.0,688.0,7.2,16.2,0.44,0.9,2.8,0.32,6.2,13.4,0.47,4.9,7.1,0.7,1.3,4.1,5.4,8.5,1.7,0.1,3.5,3.2,20.2,105.0,109.0
2008,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",21.0,NBA,PG,80.0,0.0,1862.0,9.1,21.4,0.42,1.6,4.4,0.36,7.5,17.1,0.44,6.5,8.3,0.78,1.2,3.6,4.8,7.2,2.3,0.4,3.6,3.7,26.2,108.0,108.0
2009,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",22.0,NBA,SG,81.0,0.0,1919.0,9.3,23.5,0.4,1.8,6.1,0.29,7.6,17.4,0.44,8.5,10.7,0.79,1.0,3.6,4.6,6.7,2.4,0.4,4.2,3.6,28.9,105.0,109.0
2010,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",23.0,NBA,PG,64.0,38.0,1912.0,8.7,18.6,0.47,1.9,5.6,0.34,6.8,12.9,0.53,5.3,6.4,0.82,0.7,4.4,5.1,7.3,2.2,0.4,2.9,3.0,24.6,116.0,112.0
2011,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",24.0,NBA,SG,75.0,0.0,1747.0,9.7,23.8,0.41,2.6,7.6,0.35,7.0,16.2,0.43,8.8,10.7,0.82,1.0,3.5,4.5,7.6,1.4,0.5,3.1,3.8,30.8,111.0,108.0
2012,23,3160,PHI,Philadelphia 76Ers,Lou Williams,"October 27, 1986",25.0,NBA,PG,64.0,0.0,1682.0,10.1,24.9,0.41,2.6,7.3,0.36,7.5,17.6,0.42,7.5,9.3,0.81,1.0,4.0,4.9,7.0,1.7,0.6,2.3,2.9,30.4,110.0,102.0
2013,1,3160,ATL,Atlanta Hawks,Lou Williams,"October 27, 1986",26.0,NBA,SG,39.0,9.0,1119.0,8.7,20.5,0.42,3.3,9.1,0.37,5.3,11.4,0.47,4.9,5.6,0.87,0.4,3.3,3.7,6.4,2.0,0.5,3.4,2.5,25.5,106.0,107.0
2014,1,3160,ATL,Atlanta Hawks,Lou Williams,"October 27, 1986",27.0,NBA,PG,60.0,7.0,1445.0,6.9,17.3,0.4,2.8,8.1,0.34,4.1,9.2,0.45,5.3,6.3,0.85,0.4,4.0,4.4,7.4,1.6,0.1,3.2,2.3,21.9,107.0,109.0
2015,28,3160,TOR,Toronto Raptors,Lou Williams,"October 27, 1986",28.0,NBA,SG,80.0,0.0,2016.0,9.6,23.8,0.4,3.9,11.5,0.34,5.7,12.3,0.46,8.7,10.1,0.86,0.6,3.3,3.9,4.2,2.3,0.3,2.6,2.6,31.9,114.0,109.0
