Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",22.0,NBA,PF,54.0,3.0,11.2,1.8,3.9,0.46,0.0,0.1,0.0,1.8,3.8,0.47,0.46,0.8,1.1,0.69,1.0,1.8,2.8,0.7,0.2,0.4,0.8,2.1,4.4
1992,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",23.0,NBA,PF,49.0,3.0,11.2,1.8,3.9,0.46,0.0,0.0,0.0,1.8,3.9,0.46,0.46,0.7,1.0,0.71,0.9,2.1,3.0,0.7,0.1,0.2,0.7,1.7,4.3
1993,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",24.0,NBA,PF,43.0,0.0,6.9,1.3,2.8,0.46,0.0,0.1,0.0,1.3,2.7,0.47,0.46,0.3,0.5,0.71,0.7,1.2,1.9,0.5,0.1,0.3,0.6,1.3,2.9
1993,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",24.0,NBA,PF,10.0,0.0,9.3,1.1,2.5,0.44,0.0,0.0,,1.1,2.5,0.44,0.44,0.2,0.3,0.67,0.8,1.9,2.7,1.1,0.0,0.5,0.9,1.7,2.4
1993,1,944,ATL,Atlanta Hawks,Greg Foster,"October 3, 1968",24.0,NBA,PF,33.0,0.0,6.2,1.3,2.9,0.46,0.0,0.1,0.0,1.3,2.8,0.48,0.46,0.4,0.5,0.72,0.7,1.0,1.7,0.3,0.1,0.3,0.5,1.2,3.1
1994,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",25.0,NBA,PF,3.0,0.0,6.3,1.3,2.3,0.57,0.0,0.0,,1.3,2.3,0.57,0.57,0.7,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,1.0,3.3
1995,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",26.0,NBA,PF,78.0,3.0,14.7,1.9,4.1,0.47,0.1,0.3,0.3,1.8,3.8,0.48,0.48,1.0,1.4,0.7,1.1,2.2,3.3,0.5,0.2,0.4,0.9,2.3,4.9
1995,5,944,CHI,Chicago Bulls,Greg Foster,"October 3, 1968",26.0,NBA,PF,17.0,3.0,17.6,2.4,5.1,0.48,0.0,0.0,,2.4,5.1,0.48,0.48,1.3,1.8,0.71,1.1,2.1,3.2,0.9,0.1,0.5,1.0,3.2,6.1
1995,18,944,MIN,Minnesota Timberwolves,Greg Foster,"October 3, 1968",26.0,NBA,PF,61.0,0.0,13.9,1.8,3.8,0.47,0.1,0.4,0.3,1.7,3.4,0.49,0.48,0.9,1.3,0.7,1.1,2.3,3.4,0.4,0.2,0.3,0.9,2.1,4.6
1996,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",27.0,NBA,C,73.0,2.0,11.0,1.5,3.3,0.44,0.0,0.1,0.12,1.5,3.2,0.45,0.44,0.8,1.0,0.85,0.7,1.7,2.4,0.3,0.1,0.3,0.8,1.6,3.8
1997,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",28.0,NBA,C,79.0,12.0,11.6,1.4,3.1,0.45,0.0,0.0,0.67,1.4,3.1,0.45,0.46,0.7,0.8,0.83,0.7,1.7,2.4,0.4,0.1,0.3,0.7,1.8,3.5
1998,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",29.0,NBA,C,78.0,49.0,18.5,2.4,5.4,0.44,0.0,0.1,0.22,2.4,5.2,0.45,0.45,0.9,1.1,0.77,1.1,2.4,3.5,0.7,0.2,0.4,0.9,2.4,5.7
1999,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",30.0,NBA,PF,42.0,1.0,10.9,1.2,3.3,0.38,0.0,0.1,0.25,1.2,3.2,0.38,0.38,0.3,0.5,0.62,0.7,1.3,2.0,0.6,0.1,0.2,0.6,1.5,2.8
2001,14,944,LAL,Los Angeles Lakers,Greg Foster,"October 3, 1968",32.0,NBA,C,62.0,8.0,7.3,0.9,2.1,0.42,0.0,0.1,0.33,0.9,2.0,0.43,0.43,0.2,0.2,0.71,0.5,1.3,1.8,0.5,0.1,0.2,0.4,1.2,2.0
2002,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",33.0,NBA,PF,6.0,0.0,4.0,0.3,1.5,0.22,0.0,0.7,0.0,0.3,0.8,0.4,0.22,0.5,0.7,0.75,0.0,1.3,1.3,0.2,0.0,0.0,0.0,0.7,1.2
2003,28,944,TOR,Toronto Raptors,Greg Foster,"October 3, 1968",34.0,NBA,C,29.0,9.0,18.6,1.6,4.2,0.38,0.0,0.1,0.25,1.6,4.1,0.39,0.39,0.9,1.1,0.81,1.0,2.5,3.5,0.4,0.0,0.3,1.0,2.8,4.2
