Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,28,461,TOR,Toronto Raptors,22.0,NBA,C,63.0,1897.0,17.8,0.52,0.02,0.34,7.9,16.7,12.2,9.6,1.8,5.5,13.0,24.3,1.4,2.3,3.7,0.1,-0.7,0.6,-0.1,0.9
1998,28,461,TOR,Toronto Raptors,23.0,NBA,C,63.0,2002.0,15.9,0.45,0.0,0.33,10.9,15.3,13.0,9.4,1.8,7.9,13.6,21.6,-0.6,1.5,0.9,0.02,-2.0,0.4,-1.6,0.2
1999,20,461,NYK,New York Knicks,24.0,NBA,C,46.0,945.0,17.6,0.54,0.0,0.4,13.2,18.2,15.8,2.4,1.7,6.1,11.3,17.5,1.4,2.0,3.5,0.18,-0.4,1.8,1.4,0.8
2001,20,461,NYK,New York Knicks,26.0,NBA,C,63.0,2127.0,20.9,0.56,0.01,0.39,11.5,29.0,20.5,4.5,1.7,5.2,8.5,17.0,4.8,5.5,10.3,0.23,2.0,2.5,4.6,3.5
2002,20,461,NYK,New York Knicks,27.0,NBA,C,29.0,1007.0,15.1,0.48,0.0,0.34,10.2,26.8,18.5,5.6,1.8,3.7,11.2,17.4,0.5,1.7,2.1,0.1,-1.0,1.3,0.4,0.6
2003,8,461,DEN,Denver Nuggets,28.0,NBA,C,29.0,616.0,17.5,0.44,0.02,0.22,13.5,26.4,19.7,14.4,1.7,5.2,9.8,19.9,0.3,1.2,1.5,0.12,-0.4,1.0,0.6,0.4
2004,8,461,DEN,Denver Nuggets,29.0,NBA,C,72.0,2162.0,17.8,0.51,0.0,0.25,10.9,27.4,19.0,9.6,2.0,6.1,13.9,14.3,2.6,4.3,6.9,0.15,-0.1,2.6,2.6,2.5
2005,8,461,DEN,Denver Nuggets,30.0,NBA,C,66.0,2015.0,18.0,0.5,0.01,0.29,7.5,30.1,18.9,12.0,1.6,7.4,13.2,17.2,1.2,4.5,5.8,0.14,-0.2,3.3,3.1,2.6
2006,8,461,DEN,Denver Nuggets,31.0,NBA,C,56.0,1857.0,19.9,0.5,0.02,0.24,8.4,33.3,21.0,10.2,2.2,7.5,11.4,19.5,1.0,4.5,5.5,0.14,0.1,3.3,3.5,2.6
2007,8,461,DEN,Denver Nuggets,32.0,NBA,C,70.0,2369.0,19.1,0.52,0.0,0.34,7.9,30.5,19.4,14.1,1.8,7.0,13.9,15.9,2.5,5.1,7.6,0.16,0.8,3.9,4.7,4.0
2008,8,461,DEN,Denver Nuggets,33.0,NBA,C,79.0,2758.0,17.2,0.5,0.03,0.32,9.2,31.1,20.3,12.9,1.5,7.3,14.0,13.0,2.6,5.9,8.5,0.15,0.1,3.3,3.4,3.8
2009,13,461,LAC,Los Angeles Clippers,34.0,NBA,C,62.0,1925.0,18.7,0.56,0.01,0.37,9.4,32.7,20.7,10.8,1.4,5.1,13.9,15.8,2.3,2.9,5.2,0.13,0.4,1.8,2.2,2.0
2010,31,461,TOT,Total After Trade,35.0,NBA,"C,PF",74.0,2314.0,17.9,0.5,0.01,0.24,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,0.14,0.7,2.6,3.3,3.1
2010,13,461,LAC,Los Angeles Clippers,35.0,NBA,PF,51.0,1596.0,18.3,0.5,0.02,0.26,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,1.7,2.8,4.6,0.14,0.8,2.7,3.5,2.2
2010,25,461,POR,Portland Trail Blazers,35.0,NBA,C,23.0,718.0,17.0,0.51,0.01,0.21,14.2,29.9,22.0,7.5,2.0,5.2,14.5,12.3,0.8,1.5,2.3,0.15,0.4,2.5,2.9,0.9
2011,25,461,POR,Portland Trail Blazers,36.0,NBA,C,59.0,1540.0,14.8,0.43,0.0,0.24,13.8,35.2,24.1,11.7,1.4,5.0,16.0,11.7,0.8,3.0,3.7,0.12,-0.7,2.2,1.5,1.4
2012,31,461,TOT,Total After Trade,37.0,NBA,C,59.0,1352.0,16.2,0.46,0.02,0.22,13.3,32.7,22.8,11.9,1.9,4.8,15.3,12.6,1.1,2.5,3.6,0.13,-0.1,2.3,2.2,1.4
2012,25,461,POR,Portland Trail Blazers,37.0,NBA,C,40.0,894.0,14.5,0.43,0.0,0.24,13.4,33.2,23.1,12.4,1.9,4.8,20.9,11.5,0.3,1.6,1.9,0.1,-1.1,2.6,1.5,0.8
2012,11,461,HOU,Houston Rockets,37.0,NBA,C,19.0,458.0,19.6,0.49,0.04,0.21,13.0,31.7,22.3,10.9,1.9,4.7,6.8,14.6,0.8,0.9,1.7,0.18,1.7,1.8,3.5,0.6
2013,20,461,NYK,New York Knicks,38.0,NBA,PF,24.0,250.0,8.6,0.34,0.0,0.36,10.9,27.1,18.7,8.1,1.5,4.8,19.6,14.3,-0.4,0.4,0.0,0.01,-4.8,1.2,-3.6,-0.1
