Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,23.0,CLE,NBA,SF,66.0,13.0,1839.0,4.7,11.5,0.408,0.3,1.6,0.202,4.3,9.8,0.442,5.4,6.2,0.873,1.1,2.6,3.7,4.4,1.7,0.3,2.5,2.7,15.1
1999,24.0,CLE,NBA,SG,38.0,13.0,978.0,4.6,11.6,0.398,0.8,2.5,0.304,3.8,9.0,0.424,5.1,6.1,0.836,0.7,3.3,4.0,5.3,1.8,0.1,3.0,2.7,15.1
2001,26.0,SAS,NBA,SG,82.0,82.0,2859.0,5.2,12.5,0.416,1.3,3.2,0.399,3.9,9.3,0.422,4.3,5.1,0.851,0.9,3.6,4.6,3.8,1.5,0.2,2.1,2.4,16.0
2002,27.0,POR,NBA,SG,70.0,27.0,1860.0,4.8,11.8,0.404,1.6,4.4,0.373,3.1,7.4,0.422,3.4,4.0,0.856,0.9,2.7,3.7,4.2,1.3,0.2,1.7,2.2,14.7
2003,28.0,POR,NBA,PG,76.0,76.0,2556.0,5.0,11.7,0.427,1.6,4.7,0.35,3.4,7.1,0.477,3.3,3.8,0.859,0.7,3.0,3.7,4.6,1.3,0.2,1.8,2.0,14.9
2004,29.0,POR,NBA,SG,51.0,46.0,1810.0,4.6,12.2,0.376,1.6,5.2,0.305,3.0,7.0,0.428,3.1,3.7,0.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.6,13.8
2005,30.0,POR,NBA,SG,47.0,32.0,1239.0,4.4,11.4,0.389,1.7,4.4,0.384,2.7,7.0,0.392,2.0,2.5,0.805,0.7,3.0,3.7,4.2,1.0,0.1,2.0,2.6,12.6
2006,31.0,TOT,NBA,SG,43.0,11.0,1047.0,3.7,10.4,0.356,1.4,4.6,0.299,2.3,5.8,0.402,3.2,3.8,0.838,0.7,4.2,4.9,3.5,0.8,0.2,1.9,3.4,12.0
2006,31.0,HOU,NBA,SG,20.0,8.0,582.0,4.2,10.7,0.393,1.2,4.1,0.284,3.0,6.6,0.462,3.8,4.5,0.836,0.7,4.4,5.1,3.3,0.9,0.2,2.3,3.0,13.4
2006,31.0,MIA,NBA,SG,23.0,3.0,465.0,3.1,10.1,0.308,1.6,5.2,0.313,1.5,4.9,0.302,2.5,2.9,0.842,0.7,3.9,4.6,3.7,0.6,0.2,1.3,3.8,10.3
2007,32.0,CHA,NBA,SF,50.0,32.0,1190.0,3.8,8.9,0.429,1.6,4.6,0.355,2.2,4.3,0.507,2.8,3.2,0.877,0.9,2.5,3.4,4.0,1.6,0.2,1.7,3.5,12.1
2008,33.0,CHA,NBA,SG,28.0,0.0,396.0,4.3,11.4,0.376,1.7,4.7,0.365,2.5,6.6,0.384,2.5,3.5,0.737,0.8,3.9,4.7,4.0,1.1,0.1,2.3,4.5,12.8
