Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2001,26,2921,SAC,Sacramento Kings,21.0,NBA,SF,74.0,1245.0,11.7,0.51,0.26,0.33,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,,1.0,1.8,2.8,0.11,,-2.0,1.1,-0.9,0.4
2002,26,2921,SAC,Sacramento Kings,22.0,NBA,SF,80.0,1970.0,14.2,0.51,0.25,0.34,3.5,16.0,9.8,12.2,1.5,1.0,9.3,19.2,,2.5,2.7,5.2,0.13,,0.1,0.7,0.8,1.4
2003,26,2921,SAC,Sacramento Kings,23.0,NBA,SF,67.0,1175.0,12.0,0.51,0.2,0.28,3.4,13.3,8.6,10.9,1.1,0.7,10.2,18.4,,1.1,1.5,2.6,0.1,,-1.6,-0.1,-1.6,0.1
2004,27,2921,SAS,San Antonio Spurs,24.0,NBA,SF,80.0,2073.0,14.1,0.52,0.37,0.25,2.8,16.3,9.7,12.5,2.1,1.1,11.6,18.1,,2.2,4.5,6.7,0.16,,0.1,2.4,2.5,2.3
2005,22,2921,ORL,Orlando Magic,25.0,NBA,SF,67.0,1757.0,16.0,0.53,0.31,0.29,4.0,10.7,7.4,14.9,1.2,0.7,11.9,24.8,,2.4,1.0,3.4,0.09,,1.9,-1.2,0.7,1.2
2006,22,2921,ORL,Orlando Magic,26.0,NBA,SF,78.0,2615.0,16.7,0.58,0.32,0.34,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,,5.8,1.9,7.6,0.14,,2.1,-0.2,2.0,2.5
2007,22,2921,ORL,Orlando Magic,27.0,NBA,SF,73.0,2268.0,14.2,0.53,0.34,0.27,3.2,12.5,8.0,17.9,1.6,0.6,13.5,21.7,,2.3,2.6,4.9,0.1,,0.4,0.0,0.4,1.3
2008,22,2921,ORL,Orlando Magic,28.0,NBA,SF,82.0,3026.0,17.8,0.58,0.34,0.32,3.3,14.2,9.0,22.9,1.3,0.6,15.0,24.8,,5.6,3.5,9.0,0.14,,2.6,0.1,2.7,3.6
2009,22,2921,ORL,Orlando Magic,29.0,NBA,SF,77.0,2815.0,14.8,0.54,0.37,0.38,1.8,14.2,8.2,22.5,1.2,0.5,14.6,23.0,,3.0,4.4,7.3,0.12,,0.5,0.7,1.3,2.4
2010,28,2921,TOR,Toronto Raptors,30.0,NBA,SF,74.0,2272.0,13.3,0.54,0.43,0.34,2.2,15.2,8.9,19.5,1.2,1.1,13.9,18.1,,2.6,0.8,3.4,0.07,,0.7,-0.4,0.4,1.4
2011,31,2921,TOT,Total After Trade,31.0,NBA,"PF,SF",81.0,2540.0,13.4,0.56,0.43,0.22,2.1,14.0,8.2,21.5,1.5,1.0,14.3,16.7,,3.4,3.4,6.8,0.13,,0.3,1.4,1.7,2.3
2011,24,2921,PHO,Phoenix Suns,31.0,NBA,PF,25.0,630.0,13.1,0.57,0.5,0.19,3.7,14.7,9.2,13.7,1.5,1.6,12.9,17.2,,0.8,0.4,1.2,0.09,,0.5,0.3,0.8,0.4
2011,22,2921,ORL,Orlando Magic,31.0,NBA,SF,56.0,1910.0,13.6,0.55,0.4,0.23,1.6,13.8,7.8,24.0,1.5,0.8,14.8,16.6,,2.7,3.0,5.6,0.14,,0.2,1.8,2.0,1.9
2012,22,2921,ORL,Orlando Magic,32.0,NBA,SF,53.0,1653.0,11.7,0.53,0.51,0.19,1.7,12.4,7.0,24.1,1.5,0.8,20.6,19.5,,0.6,1.5,2.1,0.06,,-1.0,0.1,-0.9,0.5
2013,22,2921,ORL,Orlando Magic,33.0,NBA,SF,11.0,189.0,3.4,0.29,0.45,0.11,2.4,13.2,7.8,17.2,1.9,0.4,17.7,16.3,,-0.6,0.1,-0.5,-0.12,,-7.5,-0.7,-8.2,-0.3
2014,13,2921,LAC,Los Angeles Clippers,34.0,NBA,SF,38.0,392.0,11.3,0.49,0.46,0.16,3.2,21.4,12.6,11.9,2.4,2.0,12.0,15.0,,0.1,0.7,0.8,0.1,,-1.6,1.8,0.2,0.2
2015,13,2921,LAC,Los Angeles Clippers,35.0,NBA,SF,62.0,705.0,10.5,0.6,0.74,0.06,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,,0.6,0.6,1.2,0.08,,-0.1,-0.1,-0.2,0.3
