Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2440,4.0,0.0,8.0,4.65,32.1,0.14,0.0,0.0,0,4.65,32.1,0.14,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,4.65,9.35,29.0,119.0
