SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,10,GSW,82,240.6,41.6,87.0,0.48,10.8,27.0,0.4,30.8,60.0,0.51,16.0,20.8,0.77,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0
2015,13,LAC,82,240.6,39.4,83.3,0.47,10.1,26.9,0.38,29.3,56.4,0.52,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7
2015,7,DAL,82,242.4,39.7,85.8,0.46,8.9,25.4,0.35,30.8,60.4,0.51,16.9,22.5,0.75,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2
2015,28,TOR,82,242.1,37.9,83.3,0.46,8.9,25.1,0.35,29.0,58.2,0.5,19.3,24.6,0.79,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0
2015,21,OKC,82,241.8,38.8,86.8,0.45,7.7,22.7,0.34,31.1,64.1,0.49,18.6,24.6,0.75,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0
2015,11,HOU,82,241.5,37.0,83.3,0.44,11.4,32.7,0.35,25.6,50.6,0.51,18.6,26.0,0.72,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9
2015,27,SAS,82,243.4,39.1,83.6,0.47,8.3,22.5,0.37,30.9,61.1,0.5,16.7,21.4,0.78,9.8,33.8,43.6,24.4,8.0,5.4,14.0,19.1,103.2
2015,6,CLE,82,241.2,37.7,82.2,0.46,10.1,27.5,0.37,27.6,54.7,0.5,17.7,23.6,0.75,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1
2015,25,POR,82,242.1,38.7,86.0,0.45,9.8,27.2,0.36,28.9,58.8,0.49,15.5,19.4,0.8,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8
2015,1,ALT,82,240.6,38.1,81.7,0.47,10.0,26.2,0.38,28.1,55.5,0.51,16.5,21.2,0.78,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5
2015,24,PHO,82,242.4,38.8,85.8,0.45,8.5,25.0,0.34,30.2,60.9,0.5,16.4,21.5,0.76,10.9,32.2,43.2,20.2,8.5,4.7,15.1,21.3,102.4
2015,8,DEN,82,242.4,37.8,87.3,0.43,8.0,24.8,0.32,29.7,62.5,0.48,17.8,24.3,0.73,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,101.5
2015,2,BOS,82,242.4,38.9,87.9,0.44,8.0,24.6,0.33,30.9,63.3,0.49,15.4,20.5,0.75,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4
2015,26,SAC,82,242.1,36.7,80.7,0.46,5.6,16.5,0.34,31.1,64.2,0.48,22.3,29.3,0.76,10.9,33.3,44.2,20.3,6.7,4.0,16.3,20.7,101.3
2015,5,CHI,82,242.4,36.6,82.9,0.44,7.9,22.3,0.35,28.7,60.6,0.47,19.7,25.2,0.78,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8
2015,19,NOP,82,241.2,37.9,82.9,0.46,7.1,19.3,0.37,30.8,63.6,0.48,16.4,21.8,0.75,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,99.4
2015,30,WAS,82,243.4,38.3,82.8,0.46,6.1,16.8,0.36,32.2,66.0,0.49,15.9,21.4,0.74,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5
2015,9,DET,82,241.8,37.1,85.8,0.43,8.6,24.9,0.34,28.5,60.9,0.47,15.8,22.4,0.7,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5
2015,14,LAL,82,243.0,37.2,85.6,0.44,6.5,18.9,0.34,30.8,66.8,0.46,17.5,23.6,0.74,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,98.5
2015,15,MEM,82,242.7,37.8,82.5,0.46,5.2,15.2,0.34,32.6,67.3,0.48,17.6,22.8,0.77,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3
2015,3,BRK,82,243.0,37.4,83.0,0.45,6.6,19.9,0.33,30.8,63.1,0.49,16.6,22.2,0.75,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0
2015,17,MIL,82,243.0,37.6,82.0,0.46,6.6,18.3,0.36,31.0,63.7,0.49,16.0,21.1,0.76,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8
2015,18,MIN,82,241.5,36.4,83.2,0.44,5.0,14.9,0.33,31.5,68.3,0.46,20.0,25.7,0.78,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,97.8
2015,12,IND,82,242.1,36.6,83.2,0.44,7.5,21.2,0.35,29.1,62.0,0.47,16.7,22.2,0.76,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3
2015,22,ORL,82,240.9,37.5,82.8,0.45,6.8,19.5,0.35,30.8,63.3,0.49,13.9,19.1,0.73,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,95.7
2015,29,UTA,82,240.3,35.4,79.2,0.45,7.4,21.7,0.34,27.9,57.5,0.49,17.0,23.5,0.72,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1
2015,16,MIA,82,240.6,35.2,77.2,0.46,6.8,20.2,0.34,28.4,57.0,0.5,17.5,23.7,0.74,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7
2015,4,CHO,82,242.7,35.5,84.5,0.42,6.1,19.1,0.32,29.5,65.4,0.45,17.0,22.8,0.75,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2
2015,23,PHI,82,241.5,33.7,82.6,0.41,8.4,26.3,0.32,25.3,56.3,0.45,16.1,23.8,0.68,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,92.0
2015,20,NYK,82,242.1,35.1,82.0,0.43,6.8,19.7,0.35,28.3,62.3,0.45,14.8,19.2,0.77,10.6,29.8,40.4,21.3,7.0,4.7,14.7,21.6,91.9
