SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,7,DAL,82,241.2,38.5,85.1,0.45,7.8,20.3,0.38,30.8,64.8,0.48,18.1,21.9,0.83,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0
2003,10,GSW,82,240.9,37.3,84.6,0.44,5.2,15.1,0.34,32.1,69.6,0.46,22.6,29.0,0.78,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,102.4
2003,26,SAC,82,241.8,39.5,85.2,0.46,6.0,15.7,0.38,33.5,69.5,0.48,16.7,22.3,0.75,11.0,33.5,44.5,24.8,9.0,5.6,14.5,20.3,101.7
2003,14,LAL,82,243.0,37.7,83.6,0.45,5.9,16.7,0.36,31.8,66.9,0.48,19.0,26.0,0.73,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4
2003,17,MIL,82,242.7,37.1,81.3,0.46,7.1,18.6,0.38,30.0,62.7,0.48,18.1,23.3,0.78,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5
2003,22,ORL,82,241.5,35.9,82.5,0.44,6.9,19.4,0.36,29.0,63.1,0.46,19.7,25.4,0.78,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23.0,98.5
2003,18,MIN,82,241.5,38.7,83.0,0.47,3.6,9.8,0.37,35.1,73.2,0.48,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1
2003,15,MEM,82,243.0,37.2,82.2,0.45,5.7,15.6,0.36,31.5,66.6,0.47,17.4,23.6,0.74,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5
2003,23,PHI,82,242.1,36.3,81.0,0.45,3.0,9.6,0.31,33.3,71.4,0.47,21.3,27.5,0.78,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0,96.8
2003,12,IND,82,242.7,35.5,80.6,0.44,4.6,13.6,0.34,30.9,66.9,0.46,21.2,27.7,0.77,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1,96.8
2003,20,NYK,82,242.1,36.2,82.0,0.44,7.4,19.3,0.38,28.8,62.7,0.46,16.1,19.8,0.82,10.3,29.0,39.2,22.0,7.1,3.1,14.0,23.0,95.9
2003,27,SAS,82,241.8,35.5,76.8,0.46,5.5,15.5,0.35,30.0,61.3,0.49,19.4,26.8,0.72,11.5,31.2,42.6,20.0,7.7,6.5,15.8,20.4,95.8
2003,24,PHO,82,241.5,36.6,82.6,0.44,4.8,14.0,0.34,31.8,68.6,0.46,17.4,23.5,0.74,12.8,29.8,42.5,21.0,8.1,4.9,14.7,22.0,95.5
2003,3,NJN,82,240.9,35.4,80.3,0.44,4.2,12.7,0.33,31.2,67.6,0.46,20.3,26.8,0.76,12.1,30.8,42.9,23.0,8.7,4.6,14.8,21.6,95.4
2003,25,POR,82,242.1,36.4,79.2,0.46,4.6,14.0,0.33,31.8,65.1,0.49,17.7,23.7,0.74,12.1,29.0,41.1,22.7,8.8,3.9,15.2,19.9,95.2
2003,5,CHI,82,243.0,36.5,81.9,0.44,4.3,12.2,0.35,32.2,69.7,0.46,17.7,24.6,0.72,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7,95.0
2003,29,UTA,82,241.2,35.3,75.5,0.47,2.7,7.8,0.35,32.6,67.7,0.48,21.3,28.6,0.74,12.5,29.0,41.5,25.6,8.6,5.7,16.8,22.4,94.7
