SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,1,ALT,82,242.7,34.9,78.5,0.44,4.9,13.9,0.35,30.0,64.5,0.46,19.4,24.5,0.79,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1
2003,19,NOH,82,242.7,35.5,81.6,0.44,4.9,13.1,0.38,30.6,68.5,0.45,17.9,23.3,0.77,13.4,30.2,43.6,22.0,8.0,4.8,14.8,21.6,93.9
2003,13,LAC,82,240.9,34.6,79.1,0.44,4.8,14.4,0.33,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8,93.8
2003,11,HOU,82,243.0,34.6,78.8,0.44,5.4,15.5,0.35,29.3,63.3,0.46,19.1,24.9,0.77,12.5,31.3,43.8,18.4,7.2,6.0,15.6,19.5,93.8
2003,2,BOS,82,241.8,32.9,79.4,0.42,8.8,26.3,0.33,24.2,53.1,0.46,18.0,24.3,0.74,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4,92.7
2003,21,SEA,82,242.1,35.2,80.5,0.44,5.6,15.7,0.35,29.6,64.7,0.46,16.2,21.7,0.74,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9,92.1
2003,30,WAS,82,241.8,34.3,78.0,0.44,3.1,9.9,0.31,31.3,68.1,0.46,19.7,25.3,0.78,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20.0,91.5
2003,6,CLE,82,241.8,34.8,82.3,0.42,3.6,10.9,0.33,31.2,71.3,0.44,18.3,24.5,0.75,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4
2003,9,DET,82,242.7,32.9,76.5,0.43,6.5,18.1,0.36,26.4,58.4,0.45,19.0,24.6,0.77,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4
2003,28,TOR,82,241.5,34.7,81.3,0.43,5.0,14.5,0.34,29.7,66.7,0.45,16.5,22.9,0.72,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9
2003,16,MIA,82,241.8,32.8,79.5,0.41,4.2,13.4,0.32,28.5,66.1,0.43,15.8,20.6,0.76,11.6,30.0,41.6,18.3,7.2,4.0,14.2,22.6,85.6
2003,8,DEN,82,240.6,32.8,79.8,0.41,2.8,10.0,0.28,30.0,69.8,0.43,15.8,22.6,0.7,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2
