SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,26,SAC,82,241.5,40.0,88.9,0.45,6.5,20.2,0.32,33.4,68.7,0.49,18.5,24.6,0.75,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1,105.0
2000,9,DET,82,241.8,37.1,80.9,0.46,5.4,14.9,0.36,31.8,66.0,0.48,23.9,30.6,0.78,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,103.5
2000,7,DAL,82,240.6,39.0,85.9,0.45,6.3,16.2,0.39,32.6,69.8,0.47,17.2,21.4,0.8,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4
2000,12,IND,82,240.6,37.2,81.0,0.46,7.1,18.1,0.39,30.0,62.8,0.48,19.9,24.5,0.81,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3
2000,17,MIL,82,242.1,38.7,83.3,0.46,4.8,13.0,0.37,33.9,70.2,0.48,19.0,24.2,0.79,12.4,28.9,41.3,22.6,8.2,4.6,15.0,24.6,101.2
2000,14,LAL,82,241.5,38.3,83.4,0.46,4.2,12.8,0.33,34.1,70.6,0.48,20.1,28.9,0.7,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8
2000,22,ORL,82,240.9,38.6,85.5,0.45,3.6,10.6,0.34,35.1,74.9,0.47,19.2,26.1,0.74,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0,100.1
2000,11,HOU,82,241.8,36.6,81.3,0.45,7.1,19.8,0.36,29.5,61.5,0.48,19.2,26.2,0.73,12.3,31.5,43.8,21.6,7.5,5.3,17.4,20.3,99.5
2000,2,BOS,82,240.6,37.2,83.9,0.44,5.1,15.4,0.33,32.2,68.5,0.47,19.8,26.5,0.74,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3
2000,21,SEA,82,241.2,37.9,84.7,0.45,6.7,19.6,0.34,31.2,65.1,0.48,16.6,23.9,0.7,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7,99.1
2000,8,DEN,82,242.1,37.3,84.3,0.44,5.7,17.0,0.34,31.5,67.2,0.47,18.7,25.8,0.72,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0
