SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,25,POR,82,241.5,44.5,88.4,0.5,1.2,4.1,0.29,43.3,84.3,0.51,27.7,35.7,0.78,14.4,29.4,43.8,28.8,9.4,4.7,18.9,25.4,117.9
1987,14,LAL,82,240.6,45.6,88.4,0.52,2.0,5.5,0.37,43.6,82.9,0.53,24.5,31.1,0.79,13.7,30.7,44.4,29.6,8.9,5.9,16.6,22.6,117.8
1987,8,DEN,82,241.2,45.7,97.0,0.47,1.3,4.8,0.27,44.4,92.2,0.48,24.1,31.3,0.77,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
1987,7,DAL,82,242.4,43.8,89.9,0.49,2.8,8.0,0.35,41.0,82.0,0.5,26.2,33.1,0.79,14.9,30.4,45.3,24.6,8.4,5.2,14.7,22.8,116.7
1987,21,SEA,82,242.1,43.8,90.9,0.48,2.3,7.0,0.34,41.5,83.9,0.49,23.8,31.4,0.76,16.7,29.2,46.0,26.6,8.6,5.5,18.4,27.1,113.7
1987,2,BOS,82,241.5,44.5,86.0,0.52,2.5,6.9,0.37,41.9,79.1,0.53,21.2,26.3,0.81,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6
1987,10,GSW,82,242.7,43.3,90.4,0.48,1.4,4.4,0.32,41.9,86.0,0.49,24.0,30.8,0.78,14.5,28.7,43.2,25.4,8.7,3.9,16.5,26.1,112.0
1987,9,DET,82,241.8,43.2,88.3,0.49,0.5,2.1,0.23,42.7,86.2,0.5,24.3,31.7,0.76,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2
1987,24,PHO,82,242.1,43.6,87.7,0.5,0.7,3.1,0.24,42.9,84.6,0.51,23.2,30.5,0.76,13.6,28.9,42.4,28.7,8.6,4.8,18.3,25.0,111.1
1987,26,SAC,82,241.2,43.0,90.4,0.48,0.9,3.7,0.25,42.0,86.7,0.48,24.1,30.2,0.8,15.6,29.8,45.4,26.6,6.3,4.8,17.1,24.5,110.9
1987,17,MIL,82,241.2,42.2,88.8,0.48,2.3,7.0,0.32,39.9,81.8,0.49,23.8,31.1,0.77,13.6,28.3,42.0,24.9,10.3,4.8,15.4,26.6,110.4
1987,1,ALT,82,240.6,41.9,87.1,0.48,1.6,5.2,0.32,40.2,81.9,0.49,24.6,32.5,0.76,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110.0
1987,3,NJN,82,242.1,41.1,86.4,0.48,1.8,5.5,0.32,39.4,80.9,0.49,24.4,31.8,0.77,14.3,29.4,43.6,24.3,7.8,4.8,19.7,28.7,108.5
1987,27,SAS,82,241.5,43.1,90.9,0.47,1.4,4.9,0.29,41.6,86.0,0.48,20.7,28.0,0.74,15.7,28.6,44.3,27.1,9.6,4.0,17.1,23.5,108.3
1987,29,UTA,82,240.9,42.5,91.6,0.46,1.7,5.5,0.31,40.8,86.2,0.47,21.2,29.1,0.73,14.6,30.0,44.5,27.3,10.2,7.7,17.1,24.9,107.9
1987,11,HOU,82,241.2,42.3,88.6,0.48,1.1,4.0,0.28,41.2,84.6,0.49,21.3,28.7,0.74,14.5,30.3,44.8,27.2,8.0,6.8,16.9,24.1,106.9
1987,23,PHI,82,242.4,40.7,82.8,0.49,1.1,4.1,0.26,39.6,78.7,0.5,24.0,31.9,0.75,14.4,28.4,42.7,23.7,9.4,6.6,18.5,21.6,106.5
1987,12,IND,82,243.0,42.1,89.3,0.47,1.1,3.9,0.3,41.0,85.5,0.48,20.7,26.5,0.78,13.8,30.0,43.9,26.5,8.5,3.8,15.6,25.6,106.1
1987,30,WAB,82,240.3,40.9,90.2,0.45,0.5,2.7,0.2,40.4,87.5,0.46,23.6,30.9,0.76,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106.0
1987,5,CHI,82,241.8,41.2,87.3,0.47,1.0,3.6,0.26,40.3,83.6,0.48,21.4,27.5,0.78,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8
1987,13,LAC,82,241.2,40.4,89.4,0.45,1.0,4.2,0.22,39.4,85.2,0.46,22.8,30.7,0.74,15.0,26.1,41.1,24.0,9.2,5.3,18.2,24.4,104.5
1987,6,CLE,82,240.9,40.8,86.9,0.47,1.0,4.1,0.24,39.9,82.7,0.48,21.7,31.1,0.7,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4
1987,20,NYK,82,241.2,40.6,85.6,0.47,1.5,4.6,0.33,39.1,81.1,0.48,21.0,28.8,0.73,13.5,26.4,39.9,23.7,8.6,4.8,17.3,24.7,103.8
