SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,8,DEN,82,240.3,38.4,80.6,0.48,8.1,20.8,0.39,30.3,59.9,0.51,22.7,29.6,0.76,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,107.5
2011,20,NYK,82,241.2,38.3,83.7,0.46,9.3,25.4,0.37,29.0,58.4,0.5,20.6,25.5,0.81,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
2011,11,HOU,82,242.4,38.7,85.1,0.45,8.3,22.5,0.37,30.4,62.6,0.49,20.3,25.4,0.8,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9
2011,24,PHO,82,244.0,39.3,83.5,0.47,8.5,22.6,0.38,30.7,60.8,0.5,18.0,23.6,0.76,10.0,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105.0
2011,21,OKC,82,244.0,37.4,80.6,0.46,5.9,17.1,0.35,31.5,63.5,0.5,24.1,29.3,0.82,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,104.8
2011,27,SAS,82,241.2,38.4,80.8,0.48,8.4,21.1,0.4,30.0,59.8,0.5,18.5,24.2,0.77,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,103.7
2011,10,GSW,82,241.8,39.6,85.9,0.46,8.4,21.3,0.39,31.3,64.6,0.48,15.7,20.7,0.76,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,103.4
2011,16,MIA,82,241.2,37.0,76.8,0.48,6.7,18.0,0.37,30.3,58.8,0.52,21.5,27.9,0.77,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1
2011,14,LAL,82,241.8,38.1,82.4,0.46,6.4,18.1,0.35,31.8,64.3,0.49,18.8,24.1,0.78,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,101.5
2011,18,MIN,82,241.2,37.7,85.5,0.44,7.2,19.1,0.38,30.5,66.5,0.46,18.5,24.1,0.77,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,101.1
2011,7,DAL,82,240.3,37.4,78.8,0.48,7.9,21.6,0.36,29.6,57.3,0.52,17.5,22.6,0.78,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2
2011,15,MEM,82,242.4,39.0,82.9,0.47,3.8,11.3,0.33,35.3,71.6,0.49,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,99.9
2011,12,IND,82,241.2,36.6,82.8,0.44,7.1,20.2,0.35,29.5,62.6,0.47,19.4,24.8,0.78,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8
2011,29,UTA,82,242.4,37.4,80.4,0.46,5.3,15.3,0.35,32.1,65.0,0.49,19.4,25.1,0.77,11.0,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
2011,26,SAC,82,242.1,38.2,85.1,0.45,5.2,15.6,0.34,33.0,69.5,0.48,17.7,24.2,0.73,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22.0,99.4
2011,22,ORL,82,241.8,36.0,78.2,0.46,9.4,25.6,0.37,26.7,52.5,0.51,17.7,25.6,0.69,10.5,32.7,43.2,20.0,6.7,4.7,14.9,20.0,99.2
2011,28,TOR,82,241.2,38.3,82.4,0.46,4.2,13.3,0.32,34.1,69.1,0.49,18.2,24.1,0.76,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22.0,99.1
2011,23,PHI,82,243.0,38.1,82.6,0.46,5.4,15.2,0.36,32.7,67.4,0.48,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13.0,19.4,99.0
2011,13,LAC,82,242.1,36.8,80.4,0.46,6.3,18.5,0.34,30.5,61.9,0.49,18.9,26.7,0.71,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
2011,5,CHI,82,241.8,37.1,80.3,0.46,6.2,17.3,0.36,30.9,63.1,0.49,18.2,24.5,0.74,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6
2011,30,WAS,82,243.0,37.2,84.0,0.44,4.8,14.4,0.33,32.4,69.6,0.46,18.2,24.4,0.74,12.4,29.0,41.3,19.4,8.1,6.1,15.3,22.6,97.3
2011,9,DET,82,242.4,37.3,81.1,0.46,5.8,15.3,0.38,31.5,65.7,0.48,16.7,22.6,0.74,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0
2011,2,BOS,82,241.2,36.9,75.8,0.49,5.0,13.6,0.36,31.9,62.2,0.51,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,96.5
2011,25,POR,82,241.5,36.0,80.5,0.45,6.3,18.3,0.34,29.7,62.1,0.48,18.0,22.4,0.8,12.1,27.2,39.3,21.2,8.0,4.4,13.0,19.3,96.3
2011,6,CLE,82,240.9,35.2,81.1,0.43,6.2,18.2,0.34,29.0,62.9,0.46,18.9,25.3,0.74,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5
2011,1,ALT,82,240.6,36.2,78.4,0.46,6.1,17.4,0.35,30.1,61.0,0.49,16.4,21.1,0.78,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0
2011,19,NOH,82,241.8,35.9,78.2,0.46,5.4,15.0,0.36,30.5,63.2,0.48,17.7,23.1,0.76,10.0,30.1,40.1,20.6,7.6,4.4,13.0,21.0,94.9
2011,3,NJN,82,244.0,35.6,81.0,0.44,5.6,16.3,0.34,30.0,64.6,0.46,17.4,22.9,0.76,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,94.2
2011,4,CHA,82,241.5,35.0,77.6,0.45,4.8,14.7,0.33,30.2,63.0,0.48,18.4,24.4,0.76,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3
2011,17,MIL,82,241.8,34.3,79.8,0.43,5.9,17.2,0.34,28.4,62.6,0.45,17.4,22.9,0.76,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
