SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,8,DEN,82,242.7,40.7,85.2,0.48,6.4,18.5,0.34,34.4,66.6,0.52,18.4,26.2,0.7,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1
2013,11,HOU,82,241.2,38.1,82.7,0.46,10.6,28.9,0.37,27.5,53.8,0.51,19.2,25.5,0.75,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0
2013,21,OKC,82,241.8,38.1,79.3,0.48,7.3,19.4,0.38,30.8,60.0,0.51,22.2,26.8,0.83,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,105.7
2013,27,SAS,82,242.4,39.1,81.4,0.48,8.1,21.5,0.38,31.1,59.9,0.52,16.6,21.0,0.79,8.1,33.2,41.3,25.1,8.5,5.4,14.7,17.4,103.0
2013,16,MIA,82,242.4,38.4,77.4,0.5,8.7,22.1,0.4,29.6,55.4,0.54,17.4,23.0,0.75,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,102.9
2013,14,LAL,82,240.9,37.1,81.0,0.46,8.7,24.6,0.36,28.4,56.4,0.5,19.3,27.9,0.69,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,102.2
2013,10,GSW,82,241.5,38.2,83.4,0.46,8.0,19.9,0.4,30.1,63.5,0.48,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2
2013,7,DAL,82,243.7,38.8,84.0,0.46,7.4,19.9,0.37,31.4,64.2,0.49,16.1,20.4,0.79,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1
2013,13,LAC,82,240.6,38.5,80.6,0.48,7.6,21.4,0.36,30.9,59.2,0.52,16.4,23.0,0.71,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1
2013,26,SAC,82,241.8,37.6,84.2,0.45,7.4,20.5,0.36,30.2,63.7,0.47,17.5,22.8,0.77,11.5,29.1,40.6,20.8,8.2,4.2,14.6,20.9,100.2
2013,20,NYK,82,240.6,36.5,81.6,0.45,10.9,28.9,0.38,25.7,52.7,0.49,16.0,21.1,0.76,10.9,29.7,40.6,19.3,8.2,3.6,12.0,20.1,100.0
2013,17,MIL,82,241.8,38.1,87.8,0.44,7.3,20.4,0.36,30.8,67.4,0.46,15.3,20.7,0.74,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,98.9
2013,29,UTA,82,242.4,37.1,81.8,0.45,6.2,16.9,0.37,31.0,64.9,0.48,17.5,23.0,0.76,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,98.0
2013,1,ALT,82,242.1,37.6,81.0,0.46,8.6,23.2,0.37,29.0,57.8,0.5,14.1,19.7,0.72,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0
2013,25,POR,82,242.1,36.7,81.9,0.45,8.2,23.2,0.35,28.5,58.7,0.49,15.9,20.5,0.78,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5
2013,28,TOR,82,243.7,36.3,81.5,0.45,7.0,20.3,0.34,29.4,61.2,0.48,17.6,22.3,0.79,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2
2013,3,BRK,82,242.1,35.9,79.8,0.45,7.7,21.5,0.36,28.2,58.3,0.48,17.5,23.9,0.73,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9
2013,6,CLE,82,240.6,36.5,84.2,0.43,6.7,19.3,0.35,29.8,64.9,0.46,16.8,22.3,0.76,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5
2013,18,MIN,82,240.6,35.9,81.7,0.44,5.5,18.0,0.3,30.4,63.7,0.48,18.5,24.9,0.74,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7
2013,2,BOS,81,244.9,37.0,79.7,0.46,6.1,17.2,0.36,30.9,62.6,0.49,16.3,21.0,0.78,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5
2013,24,PHO,82,241.5,37.3,84.4,0.44,5.9,17.7,0.33,31.5,66.6,0.47,14.7,19.7,0.74,11.7,29.9,41.6,22.6,8.0,5.3,15.6,20.6,95.2
2013,9,DET,82,241.5,36.3,81.0,0.45,6.3,17.6,0.36,30.1,63.4,0.47,15.9,22.8,0.7,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9
2013,22,ORL,82,241.2,37.7,84.2,0.45,6.2,18.7,0.33,31.5,65.5,0.48,12.5,16.6,0.76,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1
2013,19,NOH,82,241.2,36.0,80.4,0.45,6.5,18.0,0.36,29.5,62.4,0.47,15.5,20.0,0.78,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,94.1
2013,12,IND,81,241.9,35.1,80.6,0.44,6.9,19.7,0.35,28.3,60.8,0.46,17.6,23.6,0.75,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7
2013,4,CHA,82,241.5,34.4,81.1,0.42,5.7,17.1,0.34,28.7,64.0,0.45,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4
2013,15,MEM,82,241.5,36.1,81.5,0.44,4.7,13.5,0.34,31.5,68.0,0.46,16.5,21.3,0.77,12.9,29.8,42.7,20.9,8.6,5.3,14.0,20.2,93.4
2013,30,WAS,82,242.1,35.5,81.6,0.44,6.6,18.2,0.36,28.8,63.4,0.46,15.6,21.3,0.73,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2
2013,5,CHI,82,241.8,35.7,81.7,0.44,5.4,15.4,0.35,30.2,66.3,0.46,16.4,21.2,0.77,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2
2013,23,PHI,82,240.9,37.3,84.1,0.44,6.3,17.5,0.36,31.0,66.5,0.47,12.2,16.8,0.73,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,93.2
