SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,24,PHO,82,241.2,40.9,85.6,0.48,9.7,24.7,0.39,31.2,60.9,0.51,19.0,25.4,0.75,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1,110.4
2005,26,SAC,82,242.1,39.1,85.1,0.46,6.4,17.0,0.37,32.7,68.1,0.48,19.2,24.4,0.79,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7
2005,7,DAL,82,240.6,37.3,81.6,0.46,5.6,15.5,0.36,31.6,66.1,0.48,22.3,28.2,0.79,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5
2005,16,MIA,82,243.7,37.8,77.7,0.49,5.8,15.4,0.38,32.0,62.3,0.51,20.2,30.1,0.67,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1,101.5
2005,2,BOS,82,242.4,37.1,79.4,0.47,5.3,15.3,0.35,31.8,64.1,0.5,21.6,28.3,0.76,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3
2005,30,WAS,82,241.2,36.2,82.9,0.44,6.3,18.3,0.34,29.9,64.6,0.46,21.9,30.2,0.72,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0,100.5
2005,28,TOR,82,241.5,36.0,81.2,0.44,7.9,20.5,0.38,28.1,60.7,0.46,19.8,25.6,0.77,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7
2005,8,DEN,82,240.9,37.0,80.7,0.46,3.9,11.5,0.34,33.1,69.2,0.48,21.5,28.2,0.76,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5
2005,22,ORL,82,240.3,37.0,81.5,0.45,3.9,11.2,0.35,33.1,70.3,0.47,21.6,28.5,0.76,12.7,31.0,43.7,19.3,7.7,5.4,16.1,23.6,99.5
2005,23,PHI,82,242.1,35.9,82.1,0.44,6.2,17.7,0.35,29.8,64.4,0.46,21.1,26.8,0.79,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9,99.1
