Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,29,1364,UTA,Utah Jazz,Kris Humphries,1985-02-06,19.0,NBA,PF,67.0,873.0,9.5,0.42,0.02,0.35,10.1,18.1,14.0,8.5,1.6,1.7,13.6,20.2,-1.0,0.7,-0.3,-0.02,-3.3,-1.4,-4.6,-0.6
2006,29,1364,UTA,Utah Jazz,Kris Humphries,1985-02-06,20.0,NBA,PF,62.0,619.0,10.3,0.41,0.02,0.32,10.9,20.0,15.4,8.6,2.0,2.2,11.8,19.7,-0.6,0.8,0.2,0.02,-4.0,-0.5,-4.5,-0.4
2007,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,21.0,NBA,PF,60.0,670.0,13.5,0.52,0.0,0.43,13.5,19.3,16.4,4.2,1.1,2.4,12.7,17.4,0.7,0.8,1.5,0.11,-2.5,-0.8,-3.2,-0.2
2008,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,22.0,NBA,PF,70.0,925.0,15.7,0.51,0.01,0.37,11.4,21.8,16.6,4.9,1.4,2.5,10.8,22.1,0.6,1.3,1.8,0.1,-1.6,-0.7,-2.3,-0.1
2009,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,23.0,NBA,SF,29.0,265.0,16.3,0.51,0.0,0.53,10.7,20.2,15.5,6.0,1.6,1.8,6.7,20.7,0.4,0.3,0.7,0.12,-0.9,-0.7,-1.7,0.0
2010,31,1364,TOT,Total After Trade,Kris Humphries,1985-02-06,24.0,NBA,PF,69.0,1221.0,15.1,0.5,0.0,0.47,11.0,25.1,17.8,4.5,1.5,2.9,11.8,21.0,0.3,1.6,1.9,0.07,-2.6,-0.9,-3.5,-0.5
2010,7,1364,DAL,Dallas Mavericks,Kris Humphries,1985-02-06,24.0,NBA,PF,25.0,315.0,14.8,0.49,0.0,0.38,14.0,20.5,17.3,3.6,1.2,2.6,8.8,21.5,0.2,0.4,0.6,0.1,-2.4,-1.0,-3.4,-0.1
2010,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,24.0,NBA,PF,44.0,906.0,15.1,0.5,0.0,0.5,10.0,26.7,18.0,4.8,1.7,3.0,12.9,20.8,0.1,1.1,1.3,0.07,-2.6,-0.9,-3.5,-0.3
2011,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,25.0,NBA,PF,74.0,2061.0,17.8,0.56,0.0,0.33,12.5,32.2,22.1,7.0,0.9,3.0,13.4,17.3,2.7,2.7,5.4,0.12,0.5,-0.1,0.4,1.3
2012,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,26.0,NBA,PF,62.0,2162.0,17.9,0.54,0.0,0.41,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,0.12,0.2,-1.2,-0.9,0.6
2013,3,1364,BRK,Brooklyn Nets,Kris Humphries,1985-02-06,27.0,NBA,PF,65.0,1191.0,13.6,0.52,0.01,0.4,12.4,23.9,18.1,4.3,0.7,2.1,13.5,16.3,1.4,1.3,2.7,0.11,-1.9,-1.0,-3.0,-0.3
2014,2,1364,BOS,Boston Celtics,Kris Humphries,1985-02-06,28.0,NBA,PF,69.0,1376.0,18.2,0.55,0.0,0.31,10.2,24.0,16.9,8.2,1.2,3.4,10.9,19.0,2.3,1.8,4.1,0.14,0.5,0.4,0.9,1.0
2015,30,1364,WAS,Washington Wizards,Kris Humphries,1985-02-06,29.0,NBA,PF,64.0,1345.0,15.4,0.51,0.02,0.26,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.13,-1.0,0.0,-1.0,0.3
2016,31,1364,TOT,Total After Trade,Kris Humphries,1985-02-06,30.0,NBA,PF,53.0,835.0,13.1,0.52,0.37,0.28,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,0.5,1.1,1.6,0.09,-1.6,-0.4,-2.0,0.0
2016,30,1364,WAS,Washington Wizards,Kris Humphries,1985-02-06,30.0,NBA,PF,28.0,466.0,11.8,0.52,0.42,0.2,6.1,21.8,13.8,5.0,0.3,2.4,10.4,18.0,0.3,0.5,0.7,0.07,-1.4,-0.9,-2.3,0.0
2016,24,1364,PHO,Phoenix Suns,Kris Humphries,1985-02-06,30.0,NBA,PF,4.0,74.0,13.5,0.37,0.28,0.22,15.8,31.5,23.5,14.8,2.0,2.2,9.2,25.0,-0.1,0.1,0.0,0.01,-1.1,-1.6,-2.7,0.0
2016,1,1364,ATL,Atlanta Hawks,Kris Humphries,1985-02-06,30.0,NBA,PF,21.0,295.0,14.9,0.56,0.31,0.45,7.6,18.5,13.1,6.9,1.7,1.9,10.4,20.4,0.4,0.5,0.9,0.14,-2.2,0.8,-1.4,0.0
2017,1,1364,ATL,Atlanta Hawks,Kris Humphries,1985-02-06,31.0,NBA,PF,56.0,689.0,13.6,0.51,0.25,0.38,9.7,23.0,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.12,-2.0,-0.1,-2.0,0.0
