Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",21.0,NBA,SF,8.0,141.0,15.8,0.58,0.3,0.26,5.0,15.4,10.2,13.5,1.1,0.5,10.5,16.9,0.4,0.2,0.6,0.19,2.8,1.9,4.7,0.2
2002,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",22.0,NBA,SF,16.0,443.0,8.7,0.46,0.25,0.23,4.2,15.5,10.0,8.2,0.7,1.5,13.2,17.3,-0.1,0.4,0.2,0.02,-2.2,0.2,-2.0,0.0
2003,26,2921,SAC,Sacramento Kings,Hedo Turkoglu,"March 19, 1979",23.0,NBA,SF,10.0,174.0,13.4,0.46,0.28,0.36,3.2,15.1,9.2,11.5,3.5,2.0,7.9,15.8,0.1,0.2,0.3,0.08,-0.9,3.2,2.3,0.2
2004,27,2921,SAS,San Antonio Spurs,Hedo Turkoglu,"March 19, 1979",24.0,NBA,SF,10.0,271.0,8.5,0.43,0.52,0.22,2.1,18.4,9.9,9.2,1.8,0.3,15.2,18.2,-0.2,0.3,0.1,0.02,-2.2,0.9,-1.3,0.0
2007,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",27.0,NBA,SF,4.0,156.0,13.1,0.53,0.18,0.08,1.5,8.3,5.0,16.1,1.8,2.1,16.2,19.1,0.0,0.0,0.0,0.01,0.1,1.1,1.2,0.1
2008,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",28.0,NBA,SF,10.0,399.0,15.3,0.54,0.25,0.33,4.2,14.5,9.4,23.8,1.1,0.4,19.1,23.8,0.4,0.3,0.7,0.08,0.9,0.1,1.0,0.3
2009,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",29.0,NBA,SF,24.0,934.0,13.2,0.55,0.28,0.39,1.2,13.4,7.3,21.6,1.0,0.3,15.6,21.2,0.8,0.9,1.7,0.09,0.1,0.7,0.8,0.6
2011,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",31.0,NBA,SF,6.0,209.0,6.9,0.37,0.44,0.21,0.6,10.4,5.4,19.1,2.1,0.4,8.6,18.5,-0.2,0.3,0.1,0.02,-2.4,0.9,-1.5,0.0
2012,22,2921,ORL,Orlando Magic,Hedo Turkoglu,"March 19, 1979",32.0,NBA,SF,5.0,162.0,7.7,0.46,0.29,0.27,2.8,7.2,5.0,13.7,1.7,1.9,16.4,16.6,-0.1,0.1,0.0,-0.01,-3.3,0.1,-3.2,-0.1
2014,13,2921,LAC,Los Angeles Clippers,Hedo Turkoglu,"March 19, 1979",34.0,NBA,SF,5.0,41.0,15.1,0.62,0.77,0.0,0.0,14.5,7.0,3.6,3.7,0.0,0.0,13.8,0.1,0.0,0.1,0.14,3.2,1.3,4.4,0.1
2015,13,2921,LAC,Los Angeles Clippers,Hedo Turkoglu,"March 19, 1979",35.0,NBA,SF,11.0,55.0,2.9,0.29,0.76,0.0,1.9,11.3,6.7,9.8,3.5,1.6,10.5,15.0,-0.1,0.1,-0.1,-0.07,-5.9,0.9,-5.0,0.0
