SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,27,SAS,DeMar DeRozan,30.0,68,68.0,2316,557,1049,0.53,9,35,0.26,548,1014,0.54,0.54,381,451,0.84,44,331,375,380,70,20,164,180,1504
2020,27,SAS,LaMarcus Aldridge,34.0,53,53.0,1754,391,793,0.49,61,157,0.39,330,636,0.52,0.53,158,191,0.83,103,289,392,129,36,87,74,128,1001
2020,27,SAS,Dejounte Murray,23.0,66,58.0,1687,294,637,0.46,41,111,0.37,253,526,0.48,0.49,91,114,0.8,69,314,383,271,111,17,125,143,720
2020,27,SAS,Derrick White,25.0,68,20.0,1677,253,552,0.46,79,216,0.37,174,336,0.52,0.53,180,211,0.85,35,188,223,241,44,59,89,152,765
2020,27,SAS,Bryn Forbes,26.0,63,62.0,1579,242,581,0.42,148,381,0.39,94,200,0.47,0.54,75,90,0.83,12,114,126,108,33,0,57,113,707
2020,27,SAS,Patty Mills,31.0,66,1.0,1485,258,598,0.43,154,403,0.38,104,195,0.53,0.56,97,112,0.87,22,86,108,118,53,6,54,105,767
2020,27,SAS,Rudy Gay,33.0,67,5.0,1461,266,596,0.45,74,220,0.34,192,376,0.51,0.51,120,136,0.88,61,301,362,114,35,33,88,103,726
2020,27,SAS,Trey Lyles,24.0,63,53.0,1271,153,343,0.45,65,168,0.39,88,175,0.5,0.54,33,45,0.73,71,290,361,69,28,28,39,98,404
2020,27,SAS,Jakob Poeltl,24.0,66,18.0,1171,166,266,0.62,0,0,,166,266,0.62,0.62,40,86,0.46,131,244,375,116,37,95,54,126,372
2020,27,SAS,Lonnie Walker,21.0,61,12.0,988,152,357,0.43,41,101,0.41,111,256,0.43,0.48,44,61,0.72,23,116,139,68,32,14,44,78,389
2020,27,SAS,Marco Belinelli,33.0,57,0.0,883,123,314,0.39,67,178,0.38,56,136,0.41,0.5,48,58,0.83,7,92,99,69,12,1,19,45,361
2020,27,SAS,Keldon Johnson,20.0,17,1.0,301,53,89,0.6,13,22,0.59,40,67,0.6,0.67,35,44,0.8,10,47,57,15,14,2,13,28,154
2020,27,SAS,Drew Eubanks,22.0,22,3.0,272,43,67,0.64,1,1,1.0,42,66,0.64,0.65,20,26,0.77,28,57,85,15,5,17,21,37,107
2020,27,SAS,DeMarre Carroll,33.0,15,0.0,135,9,29,0.31,3,13,0.23,6,16,0.38,0.36,12,20,0.6,7,24,31,11,2,2,10,20,33
2020,27,SAS,Chimezie Metu,22.0,18,0.0,105,24,42,0.57,0,2,0.0,24,40,0.6,0.57,10,13,0.77,12,21,33,10,3,6,10,7,58
2020,27,SAS,Quinndary Weatherspoon,23.0,11,0.0,78,5,17,0.29,1,5,0.2,4,12,0.33,0.32,1,2,0.5,1,6,7,11,3,1,5,8,12
2020,27,SAS,Luka Samanic,20.0,3,1.0,48,5,16,0.31,3,8,0.38,2,8,0.25,0.41,3,4,0.75,1,9,10,6,0,2,2,6,16
2020,27,SAS,Tyler Zeller,30.0,2,0.0,4,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,3,1,4,0,0,0,0,0,2
2020,27,SAS,Team Totals,,71,,17215,2995,6350,0.47,760,2021,0.38,2235,4329,0.52,0.53,1348,1664,0.81,640,2530,3170,1751,518,390,895,1377,8098
