Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,25,405,POR,Portland Trail Blazers,25.0,NBA,PG,38.0,10.0,622.0,2.8,8.2,0.35,1.3,3.5,0.36,1.6,4.6,0.34,2.4,3.6,0.68,0.8,2.4,3.2,5.8,1.4,0.2,3.0,3.2,9.4
1999,20,405,NYK,New York Knicks,26.0,NBA,PG,17.0,0.0,95.0,2.3,8.0,0.29,0.0,1.9,0.0,2.3,6.1,0.38,1.9,6.8,0.28,1.1,2.7,3.8,7.2,3.4,0.0,4.5,3.0,6.4
2001,31,405,TOT,Total After Trade,28.0,NBA,PG,22.0,0.0,208.0,3.1,9.3,0.33,0.3,2.4,0.14,2.8,6.9,0.4,1.4,2.6,0.53,0.9,2.8,3.6,5.4,1.4,0.2,2.9,3.6,8.0
2001,2,405,BOS,Boston Celtics,28.0,NBA,PG,7.0,0.0,142.0,2.5,8.9,0.29,0.5,2.8,0.18,2.0,6.1,0.33,1.0,2.3,0.44,0.5,1.8,2.3,6.1,1.8,0.3,2.3,4.1,6.6
2001,20,405,NYK,New York Knicks,28.0,NBA,PG,15.0,0.0,66.0,4.4,10.4,0.42,0.0,1.6,0.0,4.4,8.7,0.5,2.2,3.3,0.67,1.6,4.9,6.5,3.8,0.5,0.0,4.4,2.7,10.9
2002,25,405,POR,Portland Trail Blazers,29.0,NBA,PG,59.0,2.0,520.0,3.1,7.8,0.4,0.4,0.8,0.55,2.7,7.1,0.38,2.0,2.8,0.71,1.6,3.1,4.7,7.9,1.7,0.1,3.3,3.5,8.7
2003,5,405,CHI,Charlotte Bobcats,30.0,NBA,PG,17.0,0.0,196.0,4.2,9.2,0.46,0.7,1.1,0.67,3.5,8.1,0.43,1.8,2.2,0.83,0.7,2.8,3.5,6.6,1.8,0.6,3.1,3.7,11.0
2004,31,405,TOT,Total After Trade,31.0,NBA,PG,40.0,0.0,412.0,3.5,9.2,0.38,1.0,2.0,0.48,2.5,7.2,0.35,2.4,2.7,0.87,0.8,2.4,3.2,7.2,2.2,0.3,2.9,3.8,10.3
2004,28,405,TOR,Toronto Raptors,31.0,NBA,PG,3.0,0.0,10.0,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,14.4
2004,5,405,CHI,Charlotte Bobcats,31.0,NBA,PG,37.0,0.0,402.0,3.4,9.0,0.38,1.0,2.1,0.48,2.4,7.0,0.35,2.4,2.8,0.87,0.8,2.5,3.3,7.2,2.2,0.3,3.0,3.9,10.2
2005,13,405,LAC,Los Angeles Clippers,32.0,NBA,PG,80.0,39.0,1945.0,3.1,8.2,0.38,0.9,2.4,0.37,2.2,5.8,0.38,1.1,1.4,0.77,0.4,3.0,3.5,7.6,1.5,0.1,2.3,2.0,8.1
2006,31,405,TOT,Total After Trade,33.0,NBA,PG,27.0,0.0,246.0,3.1,7.9,0.39,0.7,1.9,0.38,2.3,6.0,0.39,1.0,1.8,0.58,0.1,3.1,3.2,5.1,1.2,0.1,3.2,3.2,7.9
2006,21,405,SEA,Seattle Supersonics,33.0,NBA,PG,4.0,0.0,31.0,5.8,9.3,0.62,0.0,1.2,0.0,5.8,8.1,0.71,0.0,0.0,,0.0,2.3,2.3,2.3,0.0,0.0,3.5,1.2,11.6
2006,11,405,HOU,Houston Rockets,33.0,NBA,PG,23.0,0.0,215.0,2.7,7.7,0.35,0.8,2.0,0.42,1.8,5.7,0.32,1.2,2.0,0.58,0.2,3.2,3.3,5.5,1.3,0.2,3.2,3.5,7.4
