PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
John Wall,27,6,234,24.2,0.528,0.165,0.37,1.5,15.8,8.7,50.2,3.0,2.9,15.5,32.9,,0.4,0.2,0.6,0.125,,4.8,1.9,6.7,0.5
Bradley Beal,24,6,216,17.0,0.588,0.41700000000000004,0.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,,0.3,0.1,0.4,0.078,,3.1,-0.6,2.5,0.2
Markieff Morris,28,6,181,13.5,0.552,0.245,0.204,9.2,20.4,14.8,8.0,1.1,2.4,10.1,14.5,,0.2,0.1,0.4,0.096,,-0.6,0.4,-0.2,0.1
Marcin Gortat,33,6,160,11.6,0.564,0.0,0.163,9.7,18.6,14.2,5.5,0.0,1.1,11.5,14.3,,0.2,0.0,0.2,0.06,,-1.5,-1.2,-2.7,0.0
Otto Porter,24,5,158,12.9,0.562,0.293,0.195,0.8,18.1,9.4,7.2,1.9,2.7,6.3,13.3,,0.1,0.1,0.3,0.078,,0.2,1.0,1.2,0.1
Kelly Oubre,22,6,148,9.8,0.501,0.396,0.375,0.8,17.7,9.3,3.8,2.0,1.7,8.2,18.1,,0.0,0.1,0.1,0.03,,-3.2,0.5,-2.7,0.0
Mike Scott,29,6,126,19.1,0.745,0.268,0.146,5.7,14.2,9.9,5.1,0.8,0.7,10.3,17.0,,0.4,0.0,0.4,0.162,,3.6,-0.3,3.3,0.2
Ty Lawson,30,5,96,12.1,0.506,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,,0.1,0.0,0.2,0.076,,-1.8,-1.5,-3.3,0.0
Tomáš Satoranský,26,6,60,-0.8,0.237,0.231,0.308,10.0,7.9,8.9,6.3,0.0,0.0,16.9,13.0,,-0.2,0.0,-0.2,-0.14,,-6.9,-5.1,-12.0,-0.2
Ian Mahinmi,31,6,52,30.3,0.7959999999999999,0.0,0.7859999999999999,9.2,16.0,12.6,3.0,3.8,8.2,5.0,16.8,,0.3,0.1,0.4,0.358,,3.4,5.4,8.8,0.1
Tim Frazier,27,2,6,15.1,0.0,0.0,0.0,0.0,19.8,9.9,60.5,8.2,0.0,0.0,7.3,,0.0,0.0,0.0,0.136,,-4.2,9.6,5.4,0.0
Jason Smith,31,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.021,,-2.4,-2.2,-4.7,0.0
