SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2018,11,HOU,James Harden,28,17,621,24.9,0.55,0.45,0.34,2.5,13.6,7.9,35.9,3.1,1.6,12.8,36.7,,1.2,0.9,2.1,0.16,,6.3,1.8,8.1,1.6
2018,11,HOU,Trevor Ariza,32,17,582,7.6,0.49,0.66,0.22,1.7,10.8,6.2,5.5,1.6,0.3,6.1,12.5,,0.1,0.5,0.6,0.05,,-2.5,0.5,-2.1,0.0
2018,11,HOU,P.J. Tucker,32,17,569,11.8,0.65,0.69,0.17,4.4,17.4,10.8,5.7,1.0,2.0,10.8,10.2,,0.9,0.6,1.5,0.12,,0.7,1.7,2.4,0.6
2018,11,HOU,Eric Gordon,29,17,549,12.1,0.53,0.59,0.28,1.8,7.4,4.5,8.2,0.9,1.3,8.8,22.2,,0.3,0.4,0.6,0.06,,0.8,-1.3,-0.5,0.2
2018,11,HOU,Clint Capela,23,17,520,24.1,0.64,0.0,0.38,12.8,29.4,21.0,7.1,1.4,6.1,8.2,15.8,,1.6,0.9,2.6,0.24,,3.6,1.8,5.5,1.0
2018,11,HOU,Chris Paul,32,15,517,22.8,0.56,0.38,0.21,1.9,17.4,9.5,30.8,2.9,0.7,9.1,26.7,,1.4,0.7,2.1,0.19,,4.2,2.5,6.6,1.1
2018,11,HOU,Gerald Green,32,17,272,10.1,0.55,0.77,0.07,2.4,18.2,10.2,0.6,0.7,2.3,9.3,17.6,,0.0,0.3,0.3,0.05,,-0.3,-0.3,-0.6,0.1
2018,11,HOU,Luc Mbah a Moute,31,9,149,2.6,0.32,0.42,0.19,2.2,14.3,8.2,2.8,2.0,2.4,13.3,13.6,,-0.4,0.2,-0.2,-0.07,,-5.3,-0.5,-5.8,-0.1
2018,11,HOU,NenA HilArio,35,11,107,11.3,0.62,0.0,0.55,6.1,23.1,14.5,7.1,0.9,4.1,24.4,13.8,,0.1,0.1,0.2,0.09,,-4.4,1.2,-3.2,0.0
2018,11,HOU,Ryan Anderson,29,11,95,7.0,0.48,0.75,0.0,4.6,10.6,7.6,9.0,1.6,0.9,13.0,10.8,,0.0,0.1,0.1,0.05,,-2.3,0.1,-2.2,0.0
2018,11,HOU,Joe Johnson,36,8,54,1.5,0.35,0.18,0.0,0.0,20.8,10.3,8.4,0.0,1.6,15.0,16.6,,-0.2,0.0,-0.1,-0.11,,-7.7,-0.6,-8.2,-0.1
2018,11,HOU,Tarik Black,26,7,19,3.4,0.25,0.0,0.0,11.5,23.6,17.5,14.6,0.0,4.6,20.0,11.8,,0.0,0.0,0.0,-0.02,,-8.1,0.8,-7.3,0.0
2018,11,HOU,Aaron Jackson,31,7,17,8.7,0.51,0.5,0.5,12.9,13.2,13.0,17.9,0.0,0.0,29.1,18.1,,0.0,0.0,0.0,0.0,,-4.8,-0.9,-5.7,0.0
2018,11,HOU,Zhou Qi,22,3,6,16.3,1.0,0.0,0.0,0.0,18.7,9.2,0.0,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,0.18,,2.1,2.5,4.6,0.0
2018,11,HOU,Chinanu Onuaku,21,1,3,38.2,,,,36.5,0.0,18.5,43.0,16.7,0.0,,0.0,,0.0,0.0,0.0,0.58,,4.7,17.3,21.9,0.0
