SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2018,21,OKC,Paul George,27,6,251,14.6,0.55,0.43,0.3,1.7,13.3,7.6,11.0,1.6,1.5,15.0,27.8,,0.0,0.3,0.2,0.04,,1.3,-1.0,0.3,0.1
2018,21,OKC,Russell Westbrook,29,6,235,20.3,0.49,0.26,0.25,5.0,27.1,16.2,38.1,1.9,0.0,14.8,39.0,,-0.1,0.3,0.3,0.05,,3.9,0.1,4.1,0.4
2018,21,OKC,Steven Adams,24,6,200,16.0,0.61,0.0,0.28,10.2,13.6,11.9,7.0,1.0,1.8,7.2,12.2,,0.5,0.2,0.7,0.16,,1.6,-0.3,1.3,0.2
2018,21,OKC,Carmelo Anthony,33,6,194,9.7,0.45,0.39,0.21,1.7,16.7,9.3,1.6,2.5,1.9,7.1,19.1,,-0.2,0.3,0.1,0.02,,-2.0,-0.1,-2.2,0.0
2018,21,OKC,Corey Brewer,31,6,151,11.8,0.67,0.44,0.24,2.8,6.2,4.5,4.8,2.3,3.0,6.7,8.6,,0.3,0.2,0.4,0.14,,-0.5,2.4,1.8,0.1
2018,21,OKC,Jerami Grant,23,6,133,11.3,0.54,0.23,0.31,6.4,9.4,7.9,7.1,1.5,2.1,13.1,15.1,,0.1,0.1,0.2,0.07,,-1.4,-0.2,-1.6,0.0
2018,21,OKC,Alex Abrines,24,6,110,9.5,0.57,0.65,0.1,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,,0.1,0.1,0.2,0.11,,-1.3,1.9,0.5,0.1
2018,21,OKC,Raymond Felton,33,6,79,12.4,0.49,0.45,0.06,2.7,14.5,8.7,18.3,2.5,2.3,13.6,20.4,,0.0,0.1,0.1,0.04,,0.6,0.9,1.5,0.1
2018,21,OKC,Patrick Patterson,28,6,58,4.4,0.67,0.67,0.0,1.8,18.0,10.0,7.2,0.8,0.0,33.3,6.8,,0.0,0.1,0.1,0.04,,-3.7,0.3,-3.4,0.0
2018,21,OKC,Josh Huestis,26,4,19,8.0,0.52,0.0,1.0,0.0,16.5,8.3,0.0,2.6,4.8,0.0,6.6,,0.0,0.0,0.0,0.1,,-4.9,3.7,-1.2,0.0
2018,21,OKC,Terrance Ferguson,19,3,6,29.9,1.5,1.0,0.0,17.8,0.0,8.8,27.4,0.0,0.0,0.0,7.3,,0.1,0.0,0.1,0.51,,11.9,3.2,15.1,0.0
2018,21,OKC,Dakari Johnson,22,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.0,,-3.0,-3.3,-6.3,0.0
