Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,23.0,BOS,NBA,PF,82,1645,16.4,0.556,0.003,0.239,11.2,13.6,12.4,4.8,0.8,5.1,13.0,20.9,,2.3,2.4,4.7,0.137,,-0.9,0.9,0.1,0.9
1982,24.0,BOS,NBA,PF,82,2332,16.9,0.568,0.0,0.283,9.3,16.8,13.1,5.4,0.6,4.3,12.2,19.3,,3.9,3.7,7.5,0.155,,0.4,1.1,1.5,2.0
1983,25.0,BOS,NBA,PF,82,2345,17.6,0.573,0.001,0.301,9.9,15.4,12.7,6.1,0.7,4.5,13.6,19.6,,4.1,3.4,7.5,0.154,,0.9,0.7,1.6,2.1
1984,26.0,BOS,NBA,PF,82,2577,20.0,0.605,0.003,0.416,9.5,17.1,13.4,6.0,0.4,2.7,10.7,22.3,,7.0,3.5,10.5,0.196,,2.5,-0.2,2.3,2.8
1985,27.0,BOS,NBA,PF,79,2653,20.7,0.617,0.006,0.44,10.0,19.2,14.8,7.4,0.5,2.4,11.0,21.9,,7.6,3.4,11.0,0.199,,2.7,-0.2,2.5,3.0
1986,28.0,BOS,NBA,PF,68,2397,21.6,0.623,0.0,0.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,,7.2,3.8,11.0,0.22,,3.7,0.8,4.4,3.9
1987,29.0,BOS,NBA,PF,77,3060,24.0,0.655,0.003,0.392,9.9,17.5,14.0,9.8,0.6,3.1,11.4,24.1,,10.8,4.0,14.8,0.232,,4.7,0.4,5.1,5.5
1988,30.0,BOS,NBA,PF,64,2390,21.9,0.656,0.0,0.476,8.4,17.5,13.3,10.5,0.6,2.2,11.3,22.3,,8.2,2.0,10.2,0.205,,4.0,-0.5,3.5,3.3
1989,31.0,BOS,NBA,PF,78,2876,20.3,0.608,0.003,0.44,9.0,16.3,12.7,9.1,0.4,2.0,11.9,23.7,,8.1,1.9,10.1,0.168,,3.2,-1.1,2.1,3.0
1990,32.0,BOS,NBA,PF,82,2722,21.8,0.623,0.058,0.373,8.6,18.4,13.7,9.5,0.5,3.3,11.7,24.1,,7.8,3.3,11.1,0.195,,3.2,0.3,3.4,3.8
1991,33.0,BOS,NBA,PF,68,2067,21.2,0.606,0.041,0.302,8.4,16.5,12.8,8.8,0.6,4.0,11.9,23.9,,5.3,2.6,7.9,0.182,,2.6,0.5,3.1,2.7
1992,34.0,BOS,NBA,PF,56,1398,18.5,0.553,0.021,0.257,9.8,15.9,13.0,8.8,0.4,2.5,10.4,24.2,,2.5,1.5,4.0,0.136,,1.7,-0.4,1.3,1.2
1993,35.0,BOS,NBA,PF,71,1656,14.4,0.519,0.028,0.3,6.6,17.8,12.2,6.4,0.5,2.2,11.1,21.7,,1.2,1.6,2.8,0.082,,-0.7,-1.0,-1.7,0.1
