Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1985,7,24,DAL,Dallas Mavericks,24,Mark Aguirre,SF,6-6,232,1959-12-10,US,3,DePaul
1985,7,254,DAL,Dallas Mavericks,22,Rolando Blackman,SG,6-6,190,1959-02-26,PA,3,Kansas State
1985,7,411,DAL,Dallas Mavericks,55,Wallace Bryant,C,7-0,245,1959-07-14,ES,1,San Francisco
1985,7,487,DAL,Dallas Mavericks,32,Howard Carter,SG,6-5,215,1961-10-26,US,1,LSU
1985,7,681,DAL,Dallas Mavericks,15,Brad Davis,PG,6-3,180,1955-12-17,US,7,Maryland
1985,7,851,DAL,Dallas Mavericks,14,Dale Ellis,SF,6-7,205,1960-08-06,US,1,Tennessee
1985,7,1190,DAL,Dallas Mavericks,12,Derek Harper,PG,6-4,185,1961-10-13,US,1,Illinois
1985,7,2149,DAL,Dallas Mavericks,40,Kurt Nimphius,C,6-10,218,1958-03-13,US,3,Arizona State
1985,7,2290,DAL,Dallas Mavericks,41,Sam Perkins,PF,6-9,235,1961-06-14,US,R,UNC
1985,7,2658,DAL,Dallas Mavericks,52,Charlie Sitton,SF,6-8,210,1962-07-03,US,R,Oregon State
1985,7,2668,DAL,Dallas Mavericks,7,Tom Sluby,SG,6-4,200,1962-02-18,US,R,Notre Dame
1985,7,2980,DAL,Dallas Mavericks,31,Jay Vincent,PF,6-7,220,1959-06-10,US,3,Michigan State
