Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2010,15,481,MEM,Memphis Grizzlies,DeMarre Carroll,"July 27, 1986",23.0,NBA,SF,71.0,1.0,795.0,5.7,14.3,0.4,0.0,0.4,0.0,5.7,13.9,0.41,2.1,3.4,0.62,3.4,6.3,9.7,2.1,1.8,0.6,1.5,6.9,13.5,98.0,110.0
2011,31,481,TOT,Total After Trade,DeMarre Carroll,"July 27, 1986",24.0,NBA,PF,12.0,0.0,50.0,4.2,12.5,0.33,0.0,0.0,,4.2,12.5,0.33,2.1,2.1,1.0,2.1,6.2,8.3,4.2,1.0,1.0,0.0,5.2,10.4,105.0,108.0
2011,15,481,MEM,Memphis Grizzlies,DeMarre Carroll,"July 27, 1986",24.0,NBA,PF,7.0,0.0,39.0,5.4,12.1,0.44,0.0,0.0,,5.4,12.1,0.44,2.7,2.7,1.0,2.7,8.0,10.7,2.7,1.3,1.3,0.0,6.7,13.4,124.0,105.0
2011,11,481,HOU,Houston Rockets,DeMarre Carroll,"July 27, 1986",24.0,NBA,PF,5.0,0.0,11.0,0.0,13.9,0.0,0.0,0.0,,0.0,13.9,0.0,0.0,0.0,,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,40.0,118.0
2012,31,481,TOT,Total After Trade,DeMarre Carroll,"July 27, 1986",25.0,NBA,"PF,SF",24.0,9.0,348.0,6.5,15.8,0.41,1.1,2.9,0.37,5.4,13.0,0.42,2.1,2.4,0.88,4.2,3.8,8.0,2.7,1.8,0.2,1.7,5.6,16.1,106.0,109.0
2012,8,481,DEN,Denver Nuggets,DeMarre Carroll,"July 27, 1986",25.0,NBA,PF,4.0,0.0,21.0,14.6,14.6,1.0,0.0,0.0,,14.6,14.6,1.0,0.0,0.0,,0.0,7.3,7.3,7.3,0.0,0.0,4.9,2.4,29.1,139.0,111.0
2012,29,481,UTA,Utah Jazz,DeMarre Carroll,"July 27, 1986",25.0,NBA,SF,20.0,9.0,327.0,5.9,15.9,0.37,1.1,3.1,0.37,4.8,12.8,0.38,2.2,2.6,0.88,4.5,3.5,8.0,2.4,1.9,0.2,1.4,5.8,15.3,104.0,109.0
2013,29,481,UTA,Utah Jazz,DeMarre Carroll,"July 27, 1986",26.0,NBA,SF,66.0,12.0,1111.0,7.1,15.4,0.46,1.0,3.3,0.29,6.1,12.1,0.51,3.6,4.7,0.76,4.1,4.8,8.9,2.9,2.8,1.1,1.6,5.7,18.7,115.0,106.0
2014,1,481,ATL,Atlanta Hawks,DeMarre Carroll,"July 27, 1986",27.0,NBA,SF,73.0,73.0,2341.0,6.5,13.9,0.47,2.1,5.8,0.36,4.4,8.1,0.55,2.4,3.1,0.77,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,113.0,106.0
2015,1,481,ATL,Atlanta Hawks,DeMarre Carroll,"July 27, 1986",28.0,NBA,SF,70.0,69.0,2189.0,7.4,15.2,0.49,2.8,7.1,0.4,4.6,8.1,0.57,3.0,4.2,0.7,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,117.0,104.0
2016,28,481,TOR,Toronto Raptors,DeMarre Carroll,"July 27, 1986",29.0,NBA,SF,26.0,22.0,786.0,6.9,17.8,0.39,3.0,7.8,0.39,3.9,10.0,0.39,2.0,3.3,0.6,2.0,6.0,8.0,1.8,2.9,0.4,1.8,4.1,18.8,100.0,104.0
2017,28,481,TOR,Toronto Raptors,DeMarre Carroll,"July 27, 1986",30.0,NBA,SF,72.0,72.0,1882.0,5.9,14.8,0.4,2.9,8.6,0.34,3.0,6.2,0.48,2.4,3.2,0.76,1.7,5.7,7.4,2.0,2.2,0.7,1.5,3.9,17.2,110.0,108.0
2018,3,481,BRK,Brooklyn Nets,DeMarre Carroll,"July 27, 1986",31.0,NBA,PF,73.0,73.0,2180.0,7.2,17.5,0.41,3.2,8.7,0.37,4.0,8.8,0.46,4.2,5.5,0.76,2.3,8.3,10.7,3.3,1.3,0.7,2.3,3.7,21.9,109.0,110.0
2019,3,481,BRK,Brooklyn Nets,DeMarre Carroll,"July 27, 1986",32.0,NBA,PF,67.0,8.0,1703.0,6.3,16.1,0.4,3.0,8.7,0.34,3.4,7.4,0.46,5.1,6.8,0.76,1.9,7.9,9.8,2.4,0.9,0.3,2.0,3.2,20.8,110.0,111.0
2020,31,481,TOT,Total After Trade,DeMarre Carroll,"July 27, 1986",33.0,NBA,"C,SF",24.0,0.0,290.0,4.0,10.7,0.38,1.3,5.3,0.24,2.8,5.3,0.52,4.7,6.8,0.69,1.9,7.0,8.9,4.0,1.3,0.8,2.8,5.2,14.1,103.0,113.0
2020,27,481,SAS,San Antonio Spurs,DeMarre Carroll,"July 27, 1986",33.0,NBA,SF,15.0,0.0,135.0,3.2,10.3,0.31,1.1,4.6,0.23,2.1,5.7,0.38,4.2,7.1,0.6,2.5,8.5,11.0,3.9,0.7,0.7,3.5,7.1,11.7,88.0,115.0
2020,11,481,HOU,Houston Rockets,DeMarre Carroll,"July 27, 1986",33.0,NBA,C,9.0,0.0,155.0,4.8,11.0,0.43,1.5,6.0,0.25,3.3,5.1,0.65,5.1,6.6,0.77,1.5,5.7,7.2,4.2,1.8,0.9,2.1,3.6,16.1,117.0,111.0
