Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2010,11,67,HOU,Houston Rockets,13,David Andersen,C,6-11,245,"June 23, 1980",AU,R,
2010,11,105,HOU,Houston Rockets,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",US,5,UCLA
2010,11,110,HOU,Houston Rockets,3,Hilton Armstrong,C,6-11,235,"November 11, 1984",US,3,UConn
2010,11,189,HOU,Houston Rockets,31,Shane Battier,SG,6-8,220,"September 9, 1978",US,8,Duke
2010,11,361,HOU,Houston Rockets,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",US,2,Oregon
2010,11,416,HOU,Houston Rockets,10,Chase Budinger,SF,6-7,209,"May 22, 1988",US,R,Arizona
2010,11,589,HOU,Houston Rockets,5,Will Conroy,PG,6-2,195,"December 8, 1982",US,1,Washington
2010,11,591,HOU,Houston Rockets,43,Brian Cook,PF,6-9,234,"December 4, 1980",US,6,Illinois
2010,11,762,HOU,Houston Rockets,15,Joey Dorsey,PF,6-8,268,"December 16, 1983",US,1,Memphis
2010,11,1207,HOU,Houston Rockets,33,Mike Harris,PF,6-6,240,"June 15, 1983",US,1,Rice University
2010,11,1232,HOU,Houston Rockets,44,Chuck Hayes,C,6-6,240,"June 11, 1983",US,4,Kentucky
2010,11,1291,HOU,Houston Rockets,27,Jordan Hill,PF,6-10,235,"July 27, 1987",US,R,Arizona
2010,11,1447,HOU,Houston Rockets,20,Jared Jeffries,SF,6-11,230,"November 25, 1981",US,7,Indiana
2010,11,1687,HOU,Houston Rockets,14,Carl Landry,PF,6-9,248,"September 19, 1983",US,2,Purdue
2010,11,1782,HOU,Houston Rockets,7,Kyle Lowry,PG,6-0,196,"March 25, 1986",US,3,Villanova
2010,11,1863,HOU,Houston Rockets,12,Kevin Martin,SG,6-7,199,"February 1, 1983",US,5,Western Carolina University
2010,11,1935,HOU,Houston Rockets,3,Tracy McGrady,SG,6-8,210,"May 24, 1979",US,12,
2010,11,1972,HOU,Houston Rockets,21,Pops Mensah-Bonsu,PF,6-9,240,"September 7, 1983",GB,2,George Washington
2010,11,2581,HOU,Houston Rockets,4,Luis Scola,PF,6-9,240,"April 30, 1980",AR,2,
2010,11,2818,HOU,Houston Rockets,8,Jermaine Taylor,SG,6-4,210,"December 8, 1986",US,R,Central Florida
2010,11,2830,HOU,Houston Rockets,2,Garrett Temple,SG,6-5,195,"May 8, 1986",US,R,LSU
