Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,19.0,DEN,NBA,SF,4.0,4.0,143.0,5.3,16.1,0.328,0.5,2.8,0.182,4.8,13.3,0.358,4.0,5.0,0.8,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.1
2005,20.0,DEN,NBA,SF,5.0,5.0,180.0,7.0,16.6,0.422,0.0,0.2,0.0,7.0,16.4,0.427,5.2,6.4,0.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2
2006,21.0,DEN,NBA,SF,5.0,5.0,193.0,6.2,18.5,0.333,0.0,0.7,0.0,6.2,17.7,0.347,7.3,9.7,0.75,2.2,3.9,6.2,2.6,0.7,0.2,2.8,3.7,19.6
2007,22.0,DEN,NBA,SF,5.0,5.0,210.0,8.1,16.8,0.48,1.5,3.1,0.5,6.5,13.7,0.475,5.3,6.7,0.795,3.1,4.3,7.4,1.0,0.9,0.0,3.3,2.1,23.0
2008,23.0,DEN,NBA,SF,4.0,4.0,146.0,7.9,21.7,0.364,0.5,2.0,0.25,7.4,19.7,0.375,5.9,7.2,0.828,4.7,4.7,9.4,2.0,0.5,0.2,3.0,4.2,22.2
2009,24.0,DEN,NBA,SF,16.0,16.0,612.0,8.6,18.9,0.453,1.4,3.9,0.364,7.2,15.1,0.477,7.0,8.5,0.826,1.5,3.9,5.5,3.8,1.6,0.6,2.2,3.5,25.6
2010,25.0,DEN,NBA,SF,6.0,6.0,254.0,9.1,19.6,0.464,0.9,2.7,0.316,8.2,16.9,0.487,7.1,8.1,0.877,2.0,5.2,7.2,2.8,1.7,0.4,3.0,3.7,26.1
2011,26.0,NYK,NBA,SF,4.0,4.0,156.0,7.6,20.3,0.375,2.1,6.0,0.346,5.5,14.3,0.387,6.7,7.8,0.853,3.0,6.5,9.5,4.4,1.2,0.7,3.0,3.7,24.0
2012,27.0,NYK,NBA,SF,5.0,5.0,204.0,9.2,21.9,0.419,0.7,3.2,0.222,8.5,18.7,0.453,5.5,7.2,0.756,2.3,4.9,7.2,1.9,1.1,0.2,2.5,3.7,24.5
2013,28.0,NYK,NBA,PF,12.0,12.0,481.0,9.4,23.2,0.406,1.3,4.3,0.298,8.2,18.9,0.431,5.8,6.5,0.885,0.8,5.1,5.9,1.4,1.0,0.1,2.3,3.4,25.9
2018,33.0,OKC,NBA,PF,6.0,6.0,194.0,5.0,13.4,0.375,1.1,5.2,0.214,3.9,8.2,0.477,2.0,2.8,0.733,0.6,5.8,6.3,0.4,1.9,0.7,1.1,2.6,13.2
2020,35.0,POR,NBA,PF,5.0,5.0,176.0,5.7,13.9,0.412,1.6,3.9,0.421,4.1,10.0,0.408,2.5,2.9,0.857,0.2,4.9,5.1,2.0,1.0,0.4,2.7,4.1,15.5
