Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,9,464,DET,Detroit Pistons,22.0,NBA,SF,56.0,0.0,625.0,7.5,15.1,0.5,0.0,0.1,0.0,7.5,15.0,0.5,3.2,4.0,0.8,2.4,2.8,5.1,1.4,1.6,0.2,4.0,6.2,18.2
1986,9,464,DET,Detroit Pistons,23.0,NBA,SF,82.0,1.0,1292.0,8.2,16.9,0.48,0.1,0.3,0.22,8.1,16.7,0.49,1.6,2.0,0.8,2.3,4.3,6.6,1.3,1.7,0.2,2.4,4.6,18.1
1987,9,464,DET,Detroit Pistons,24.0,NBA,SF,40.0,0.0,332.0,6.2,15.7,0.39,0.0,0.3,0.0,6.2,15.4,0.4,2.6,4.2,0.62,2.3,4.0,6.3,2.1,1.3,0.1,3.7,4.3,15.0
1988,14,464,LAL,Los Angeles Lakers,25.0,NBA,SF,13.0,1.0,242.0,8.5,15.0,0.56,0.1,0.4,0.33,8.3,14.6,0.57,4.2,5.8,0.72,1.2,2.8,4.0,2.2,1.6,0.3,3.9,6.1,21.3
1989,14,464,LAL,Los Angeles Lakers,26.0,NBA,SF,63.0,2.0,787.0,7.2,15.8,0.46,0.1,1.0,0.1,7.1,14.8,0.48,3.2,3.8,0.84,2.4,3.5,5.9,2.1,1.7,0.3,2.8,4.9,17.7
1990,18,464,MIN,Minnesota Timberwolves,27.0,NBA,SG,82.0,81.0,3164.0,8.2,18.0,0.46,0.1,0.6,0.17,8.1,17.4,0.47,5.1,6.5,0.79,2.4,2.8,5.1,2.4,1.3,0.4,2.9,3.0,21.7
1991,18,464,MIN,Minnesota Timberwolves,28.0,NBA,SG,77.0,71.0,2893.0,8.1,18.7,0.43,0.2,0.8,0.26,7.9,17.9,0.44,4.5,5.5,0.8,2.0,2.3,4.3,2.7,1.5,0.6,2.4,2.5,20.9
1992,18,464,MIN,Minnesota Timberwolves,29.0,NBA,SF,78.0,41.0,2441.0,7.8,16.8,0.46,0.2,0.5,0.35,7.6,16.2,0.47,3.5,4.4,0.8,2.1,2.1,4.2,3.4,1.2,0.5,2.4,3.0,19.3
1993,20,464,NYK,New York Knicks,30.0,NBA,SF,58.0,13.0,1062.0,6.6,13.4,0.49,0.1,0.2,0.4,6.5,13.3,0.49,2.0,2.9,0.68,2.0,3.3,5.3,2.1,1.2,0.2,1.7,5.1,15.2
1994,31,464,TOT,Total After Trade,31.0,NBA,SF,63.0,14.0,1214.0,6.7,15.2,0.44,0.2,0.8,0.25,6.5,14.4,0.46,2.8,3.6,0.78,2.3,3.3,5.5,2.4,1.5,0.4,2.5,4.0,16.5
1994,20,464,NYK,New York Knicks,31.0,NBA,SF,22.0,11.0,379.0,6.0,12.2,0.49,0.1,0.3,0.33,5.9,11.9,0.5,2.8,3.5,0.81,2.7,3.0,5.7,2.9,1.9,0.1,2.8,5.6,14.9
1994,7,464,DAL,Dallas Mavericks,31.0,NBA,SF,41.0,3.0,835.0,7.1,16.6,0.43,0.3,1.1,0.24,6.8,15.5,0.44,2.8,3.6,0.77,2.1,3.4,5.4,2.2,1.3,0.6,2.4,3.2,17.2
1995,6,464,CLE,Cleveland Cavaliers,32.0,NBA,SF,78.0,0.0,1128.0,5.1,12.5,0.41,0.5,1.3,0.36,4.7,11.2,0.42,4.2,5.1,0.83,1.9,3.0,4.9,2.2,1.0,0.3,2.1,3.9,15.0
