Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,2,3068,BOS,Boston Celtics,Jiri Welsch,"January 27, 1980",24.0,NBA,SG,4.0,4.0,26.0,2.8,5.8,0.48,0.3,1.0,0.25,2.5,4.8,0.53,0.5,2.3,2.3,1.0,0.0,3.0,3.0,2.3,0.5,0.0,2.0,1.8,8.0
2006,17,3068,MIL,Milwaukee Bucks,Jiri Welsch,"January 27, 1980",26.0,NBA,SF,4.0,0.0,3.8,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.8,1.0,0.75,0.0,0.8,0.8,0.5,0.3,0.0,0.0,0.3,1.8
