Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,9,2305,DET,Detroit Pistons,Ricky Pierce,"August 19, 1959",23.0,NBA,SG,39.0,1.0,6.8,0.8,2.3,0.38,0.0,0.2,0.14,0.8,2.1,0.4,0.38,0.5,0.8,0.56,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1.1,2.2
1984,13,2305,SDC,San Diego Clippers,Ricky Pierce,"August 19, 1959",24.0,NBA,SG,69.0,35.0,18.6,3.9,8.3,0.47,0.0,0.1,0.0,3.9,8.1,0.48,0.47,2.2,2.5,0.86,0.9,1.1,2.0,0.9,0.4,0.2,1.2,2.1,9.9
1985,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",25.0,NBA,SG,44.0,3.0,20.0,3.8,7.0,0.54,0.0,0.1,0.25,3.7,6.9,0.54,0.54,2.3,2.8,0.82,1.1,1.5,2.7,2.1,0.8,0.1,1.4,2.7,9.8
1986,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",26.0,NBA,SG,81.0,8.0,26.5,5.3,9.9,0.54,0.0,0.3,0.13,5.3,9.6,0.55,0.54,3.3,3.8,0.86,1.2,1.7,2.9,2.2,1.0,0.1,1.3,3.1,13.9
1987,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",27.0,NBA,SG,79.0,31.0,31.7,7.3,13.6,0.53,0.0,0.4,0.11,7.2,13.3,0.55,0.54,4.9,5.6,0.88,1.5,1.9,3.4,1.8,0.8,0.3,1.5,2.8,19.5
1988,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",28.0,NBA,SG,37.0,0.0,26.1,6.7,13.1,0.51,0.1,0.4,0.21,6.6,12.8,0.52,0.51,2.9,3.3,0.88,0.8,1.4,2.2,2.0,0.6,0.2,1.5,2.5,16.4
1989,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",29.0,NBA,SG,75.0,4.0,27.7,7.0,13.6,0.52,0.1,0.5,0.22,6.9,13.1,0.53,0.52,3.4,4.0,0.86,1.1,1.5,2.6,2.1,1.0,0.3,1.5,2.6,17.6
1990,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",30.0,NBA,SG,59.0,0.0,29.0,8.5,16.7,0.51,0.8,2.3,0.35,7.7,14.5,0.54,0.53,5.2,6.2,0.84,1.1,1.7,2.8,2.3,0.8,0.1,2.2,2.7,23.0
1991,31,2305,TOT,Total After Trade,Ricky Pierce,"August 19, 1959",31.0,NBA,SG,78.0,2.0,27.8,7.2,14.8,0.48,0.6,1.5,0.4,6.6,13.3,0.5,0.5,5.5,6.0,0.91,0.9,1.6,2.4,2.2,0.8,0.2,1.9,2.2,20.5
1991,17,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",31.0,NBA,SG,46.0,0.0,28.8,7.8,15.7,0.5,0.8,2.0,0.4,7.0,13.6,0.51,0.52,6.1,6.8,0.91,0.8,1.7,2.5,2.1,0.8,0.2,2.0,2.0,22.5
