SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2017,23,PHI,Dario AariA,22.0,81.0,2129.0,0.41,0.47,0.31,0.47,0.78,0.51,0.24,0.37,90.0,93.0,87.0,91.0,101.0,92.0,88.0,116.0,-84.4,-91.0
2017,23,PHI,Robert Covington,26.0,67.0,2119.0,0.4,0.48,0.33,0.49,0.82,0.53,0.24,0.56,87.0,96.0,93.0,96.0,106.0,97.0,88.0,178.0,-31.0,-29.2
2017,23,PHI,Ersan Alyasova,29.0,53.0,1447.0,0.44,0.51,0.36,0.52,0.77,0.55,0.22,0.46,96.0,101.0,100.0,102.0,99.0,100.0,81.0,145.0,11.3,1.1
2017,23,PHI,Nik Stauskas,23.0,80.0,2188.0,0.4,0.43,0.37,0.5,0.81,0.54,0.24,0.57,87.0,86.0,103.0,97.0,105.0,98.0,87.0,179.0,-17.4,-17.3
2017,23,PHI,Gerald Henderson,29.0,72.0,1667.0,0.42,0.46,0.35,0.48,0.81,0.53,0.3,0.31,93.0,90.0,99.0,93.0,104.0,96.0,110.0,99.0,-39.1,-29.1
2017,23,PHI,Joel Embiid,22.0,31.0,786.0,0.47,0.5,0.37,0.51,0.78,0.58,0.57,0.23,102.0,98.0,103.0,99.0,101.0,106.0,210.0,72.0,-4.8,34.5
2017,23,PHI,Jahlil Okafor,21.0,50.0,1134.0,0.51,0.51,,0.51,0.67,0.55,0.34,0.0,112.0,102.0,,100.0,87.0,99.0,124.0,,0.1,-7.1
2017,23,PHI,Richaun Holmes,23.0,57.0,1193.0,0.56,0.61,0.35,0.59,0.7,0.61,0.25,0.19,122.0,120.0,98.0,115.0,91.0,111.0,92.0,59.0,63.7,53.8
2017,23,PHI,T.J. McConnell,24.0,81.0,2133.0,0.46,0.49,0.2,0.47,0.81,0.5,0.18,0.11,101.0,98.0,56.0,92.0,105.0,91.0,65.0,34.0,-43.0,-53.4
2017,23,PHI,Sergio RodrAguez,30.0,68.0,1518.0,0.39,0.42,0.36,0.48,0.67,0.48,0.05,0.47,86.0,83.0,102.0,93.0,86.0,88.0,19.0,149.0,-38.7,-75.3
2017,23,PHI,TimothA Luwawu-Cabarrot,21.0,69.0,1190.0,0.4,0.48,0.31,0.47,0.85,0.54,0.34,0.45,88.0,94.0,87.0,92.0,111.0,97.0,126.0,141.0,-30.9,-13.6
2017,23,PHI,Nerlens Noel,22.0,29.0,564.0,0.61,0.62,0.0,0.61,0.68,0.63,0.36,0.01,134.0,122.0,,119.0,88.0,115.0,133.0,2.0,34.2,33.1
2017,23,PHI,Justin Anderson,23.0,24.0,518.0,0.46,0.6,0.29,0.53,0.78,0.56,0.25,0.44,101.0,119.0,82.0,103.0,101.0,102.0,94.0,141.0,4.6,4.1
2017,23,PHI,Hollis Thompson,25.0,31.0,561.0,0.42,0.46,0.37,0.5,0.65,0.51,0.13,0.45,91.0,90.0,102.0,97.0,84.0,92.0,46.0,141.0,-5.4,-14.4
2017,23,PHI,Shawn Long,24.0,18.0,234.0,0.56,0.6,0.37,0.59,0.54,0.6,0.32,0.17,122.0,119.0,103.0,115.0,70.0,108.0,119.0,55.0,17.0,10.6
2017,23,PHI,Alex Poythress,23.0,6.0,157.0,0.46,0.54,0.32,0.52,0.8,0.55,0.18,0.35,101.0,108.0,88.0,101.0,104.0,99.0,68.0,111.0,0.5,-0.5
2017,23,PHI,Chasson Randle,23.0,8.0,74.0,0.46,0.55,0.4,0.58,1.0,0.67,0.46,0.58,101.0,108.0,112.0,112.0,130.0,122.0,171.0,183.0,3.3,7.4
2017,23,PHI,Tiago Splitter,32.0,8.0,76.0,0.45,0.48,0.33,0.48,0.82,0.54,0.36,0.19,99.0,95.0,93.0,94.0,106.0,99.0,131.0,61.0,-1.8,-0.6
2017,23,PHI,Jerryd Bayless,28.0,3.0,71.0,0.34,0.33,0.4,0.38,0.9,0.45,0.31,0.16,75.0,66.0,112.0,73.0,117.0,82.0,115.0,49.0,-8.9,-7.2
2017,23,PHI,Jerami Grant,22.0,2.0,41.0,0.35,0.4,0.0,0.35,0.5,0.39,0.47,0.12,77.0,79.0,,69.0,65.0,71.0,174.0,37.0,-5.5,-6.7
2017,23,PHI,Justin Harper,27.0,3.0,31.0,0.42,0.6,0.29,0.5,,0.5,0.0,0.58,91.0,119.0,80.0,97.0,,91.0,,185.0,-0.3,-1.3
2017,23,PHI,Team,,,,0.44,0.49,0.34,0.5,0.78,0.54,0.26,0.34,96.0,97.0,95.0,96.0,101.0,97.0,97.0,108.0,-219.0,-226.7
2017,23,PHI,League Average,,,,0.46,0.5,0.36,0.51,0.77,0.55,0.27,0.32,,,,,,,,,,
