PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
John Wall,26.0,78.0,2836.0,0.451,0.48,0.327,0.48200000000000004,0.8009999999999999,0.541,0.36700000000000005,0.19,99.0,95.0,92.0,94.0,104.0,98.0,136.0,60.0,-91.3,-36.4
Bradley Beal,23.0,77.0,2684.0,0.48200000000000004,0.5379999999999999,0.40399999999999997,0.5660000000000001,0.825,0.604,0.259,0.41700000000000004,105.0,107.0,113.0,110.0,107.0,109.0,96.0,132.0,138.8,152.3
Otto Porter,23.0,80.0,2605.0,0.516,0.5760000000000001,0.434,0.608,0.8320000000000001,0.628,0.14800000000000002,0.425,113.0,114.0,121.0,118.0,108.0,114.0,55.0,134.0,151.0,130.1
Markieff Morris,27.0,76.0,2374.0,0.457,0.483,0.36200000000000004,0.49700000000000005,0.8370000000000001,0.54,0.242,0.221,100.0,96.0,101.0,97.0,108.0,98.0,89.0,70.0,-30.3,-23.6
Marcin Gortat,32.0,82.0,2556.0,0.579,0.58,0.0,0.579,0.648,0.593,0.23600000000000002,0.003,127.0,115.0,,113.0,84.0,107.0,87.0,1.0,87.5,61.1
Kelly Oubre,21.0,79.0,1605.0,0.42100000000000004,0.52,0.287,0.48200000000000004,0.758,0.516,0.22399999999999998,0.425,92.0,103.0,80.0,94.0,98.0,93.0,83.0,135.0,-28.1,-35.4
Jason Smith,30.0,74.0,1068.0,0.529,0.546,0.474,0.585,0.6859999999999999,0.598,0.155,0.237,116.0,108.0,133.0,114.0,89.0,108.0,57.0,75.0,47.0,31.8
Bojan Bogdanović,27.0,26.0,601.0,0.457,0.521,0.391,0.5529999999999999,0.934,0.617,0.325,0.491,100.0,104.0,109.0,108.0,121.0,112.0,120.0,155.0,18.6,34.6
Trey Burke,24.0,57.0,703.0,0.455,0.46,0.44299999999999995,0.516,0.759,0.532,0.114,0.275,100.0,91.0,124.0,100.0,98.0,96.0,42.0,87.0,1.0,-10.8
Marcus Thornton,29.0,33.0,575.0,0.4,0.431,0.35,0.467,0.852,0.493,0.129,0.381,87.0,86.0,98.0,91.0,110.0,89.0,48.0,121.0,-19.8,-26.1
Ian Mahinmi,30.0,31.0,555.0,0.586,0.586,,0.586,0.573,0.601,0.6759999999999999,0.0,128.0,116.0,,114.0,74.0,109.0,250.0,,16.0,13.9
Tomáš Satoranský,25.0,57.0,719.0,0.415,0.473,0.243,0.446,0.6970000000000001,0.47700000000000004,0.225,0.252,91.0,94.0,68.0,87.0,90.0,86.0,83.0,80.0,-20.0,-24.4
Sheldon Mac,24.0,30.0,287.0,0.4,0.511,0.233,0.447,0.852,0.518,0.36,0.4,87.0,102.0,65.0,87.0,110.0,94.0,133.0,127.0,-10.1,-6.0
Brandon Jennings,27.0,23.0,374.0,0.27399999999999997,0.33299999999999996,0.21100000000000002,0.325,0.706,0.35700000000000004,0.16,0.491,60.0,66.0,59.0,63.0,91.0,65.0,59.0,155.0,-39.9,-44.4
Andrew Nicholson,27.0,28.0,231.0,0.39,0.44299999999999995,0.188,0.409,0.583,0.425,0.156,0.20800000000000002,85.0,88.0,52.0,80.0,76.0,77.0,58.0,66.0,-16.1,-20.9
Daniel Ochefu,23.0,19.0,75.0,0.444,0.444,,0.444,0.0,0.43,0.07400000000000001,0.0,97.0,88.0,,87.0,,78.0,27.0,,-3.7,-6.8
Chris McCullough,21.0,2.0,8.0,0.0,,0.0,0.0,0.5,0.266,2.0,1.0,,,,,65.0,48.0,739.0,316.0,-1.0,-1.1
Danuel House,23.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
Team,,,,0.48,0.518,0.37799999999999995,0.531,0.78,0.5670000000000001,0.254,0.275,105.0,103.0,106.0,103.0,101.0,103.0,94.0,87.0,238.0,219.7
League Average,,,,0.457,0.503,0.35700000000000004,0.514,0.772,0.552,0.271,0.316,,,,,,,,,,
