PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Damian Lillard,26.0,75.0,2694.0,0.444,0.49200000000000005,0.37,0.516,0.895,0.586,0.366,0.389,97.0,98.0,103.0,100.0,116.0,106.0,135.0,123.0,7.2,115.3
CJ McCollum,25.0,80.0,2796.0,0.48,0.506,0.42100000000000004,0.544,0.912,0.585,0.204,0.305,105.0,101.0,118.0,106.0,118.0,106.0,75.0,96.0,88.5,102.2
Allen Crabbe,24.0,79.0,2254.0,0.46799999999999997,0.49,0.444,0.5720000000000001,0.847,0.602,0.192,0.467,102.0,97.0,124.0,111.0,110.0,109.0,71.0,148.0,75.3,70.0
Maurice Harkless,23.0,77.0,2223.0,0.503,0.5720000000000001,0.35,0.5579999999999999,0.621,0.57,0.19899999999999998,0.311,110.0,114.0,98.0,109.0,80.0,103.0,73.0,98.0,54.9,23.4
Mason Plumlee,26.0,54.0,1516.0,0.532,0.5379999999999999,0.0,0.532,0.5670000000000001,0.552,0.507,0.011000000000000001,116.0,107.0,,104.0,73.0,100.0,187.0,4.0,15.9,-0.2
Evan Turner,28.0,65.0,1658.0,0.426,0.47,0.263,0.45399999999999996,0.825,0.49,0.187,0.214,93.0,93.0,73.0,88.0,107.0,89.0,69.0,68.0,-66.1,-73.9
Al-Farouq Aminu,26.0,61.0,1773.0,0.39299999999999996,0.445,0.33,0.46799999999999997,0.706,0.506,0.292,0.455,86.0,88.0,92.0,91.0,91.0,92.0,108.0,144.0,-42.8,-48.9
Meyers Leonard,24.0,74.0,1222.0,0.386,0.436,0.34700000000000003,0.484,0.875,0.507,0.106,0.564,84.0,87.0,97.0,94.0,113.0,92.0,39.0,178.0,-22.4,-36.0
Noah Vonleh,21.0,74.0,1265.0,0.48100000000000004,0.49200000000000005,0.35,0.494,0.638,0.525,0.348,0.07400000000000001,105.0,98.0,98.0,96.0,83.0,95.0,129.0,23.0,-10.4,-17.0
Jusuf Nurkić,22.0,20.0,584.0,0.508,0.511,0.0,0.508,0.66,0.545,0.41100000000000003,0.004,111.0,101.0,,99.0,85.0,99.0,152.0,1.0,-2.5,-3.9
Shabazz Napier,25.0,53.0,512.0,0.39899999999999997,0.429,0.37,0.49200000000000005,0.775,0.5329999999999999,0.268,0.503,87.0,85.0,103.0,96.0,100.0,96.0,99.0,159.0,-8.0,-8.0
Ed Davis,27.0,46.0,789.0,0.528,0.528,,0.528,0.617,0.563,0.57,0.0,116.0,105.0,,103.0,80.0,102.0,211.0,,4.1,3.8
Pat Connaughton,24.0,39.0,316.0,0.514,0.513,0.515,0.632,0.778,0.645,0.125,0.45799999999999996,112.0,102.0,144.0,123.0,101.0,117.0,46.0,145.0,17.0,14.1
Jake Layman,22.0,35.0,249.0,0.292,0.342,0.255,0.365,0.765,0.40399999999999997,0.191,0.573,64.0,68.0,71.0,71.0,99.0,73.0,71.0,181.0,-26.4,-28.6
Tim Quarterman,22.0,16.0,80.0,0.44799999999999995,0.5,0.385,0.534,0.0,0.511,0.10300000000000001,0.44799999999999995,98.0,99.0,108.0,104.0,,93.0,38.0,142.0,1.2,-2.5
Team,,,,0.45299999999999996,0.495,0.376,0.519,0.8170000000000001,0.56,0.254,0.355,99.0,98.0,105.0,101.0,106.0,101.0,94.0,112.0,72.2,113.9
League Average,,,,0.457,0.503,0.35700000000000004,0.514,0.772,0.552,0.271,0.316,,,,,,,,,,
