SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,2,BOS,Al Jefferson,22,69,60,2319,7.0,13.7,0.51,0.0,0.0,0.0,7.0,13.7,0.51,3.1,4.6,0.68,3.7,8.1,11.7,1.4,0.7,1.6,2.1,3.6,17.2
2007,2,BOS,Ryan Gomes,24,73,60,2275,5.3,11.4,0.47,0.3,0.7,0.38,5.1,10.8,0.47,3.0,3.7,0.81,2.0,4.5,6.4,1.9,0.8,0.2,1.7,2.7,13.9
2007,2,BOS,Delonte West,23,69,47,2219,5.0,11.6,0.43,1.1,2.9,0.36,3.9,8.7,0.45,2.7,3.2,0.85,0.5,2.9,3.4,4.9,1.2,0.6,2.3,2.5,13.7
2007,2,BOS,Rajon Rondo,20,78,25,1831,3.7,8.8,0.42,0.1,0.6,0.21,3.6,8.3,0.43,2.3,3.6,0.65,1.5,4.3,5.7,5.8,2.5,0.2,2.7,3.6,9.9
2007,2,BOS,Gerald Green,21,81,26,1780,6.3,14.9,0.42,1.9,5.2,0.37,4.3,9.7,0.45,2.6,3.2,0.8,1.4,2.8,4.2,1.7,0.8,0.5,2.4,4.0,17.0
2007,2,BOS,Paul Pierce,29,47,46,1740,7.7,17.6,0.44,2.2,5.7,0.39,5.5,11.9,0.46,6.6,8.3,0.8,0.8,4.9,5.7,4.0,1.0,0.3,3.1,2.5,24.3
2007,2,BOS,Sebastian Telfair,21,78,30,1578,4.0,10.8,0.37,0.8,2.9,0.29,3.2,7.9,0.4,2.1,2.5,0.82,0.4,2.1,2.5,5.0,1.0,0.3,2.2,3.8,10.9
2007,2,BOS,Kendrick Perkins,22,72,53,1576,3.0,6.1,0.49,0.0,0.1,0.0,3.0,6.1,0.5,1.4,2.3,0.6,2.6,5.9,8.5,2.1,0.5,2.2,2.6,4.9,7.4
2007,2,BOS,Brian Scalabrine,28,54,17,1027,2.7,6.7,0.4,1.5,3.9,0.4,1.2,2.8,0.41,0.6,0.8,0.78,0.8,2.8,3.7,2.1,0.8,0.6,1.5,4.6,7.6
2007,2,BOS,Wally Szczerbiak,29,32,19,900,6.4,15.5,0.42,1.8,4.2,0.42,4.7,11.3,0.42,4.5,5.0,0.9,0.6,3.3,3.9,2.2,0.7,0.1,2.2,2.6,19.2
2007,2,BOS,Tony Allen,25,33,18,805,5.9,11.6,0.51,0.4,1.5,0.24,5.6,10.1,0.55,4.7,6.0,0.78,1.6,4.0,5.5,2.5,2.2,0.5,3.4,3.9,16.9
2007,2,BOS,Leon Powe,23,63,2,720,3.9,8.8,0.45,0.0,0.1,0.0,3.9,8.7,0.45,5.3,7.2,0.74,4.8,5.9,10.7,0.5,0.7,1.1,2.3,5.2,13.2
2007,2,BOS,Allan Ray,22,47,5,710,5.1,13.1,0.39,2.4,5.9,0.41,2.6,7.3,0.36,2.1,2.8,0.76,0.9,2.6,3.5,2.2,1.0,0.2,2.1,4.3,14.7
2007,2,BOS,Michael Olowokandi,31,24,0,234,2.9,7.1,0.41,0.0,0.0,,2.9,7.1,0.41,0.3,0.5,0.67,2.2,5.2,7.4,0.8,1.2,2.0,2.6,7.4,6.2
2007,2,BOS,Kevinn Pinkney,23,6,0,100,4.3,9.7,0.44,0.4,0.7,0.5,4.0,9.0,0.44,2.2,3.2,0.67,2.5,2.9,5.4,1.8,1.1,1.1,1.4,4.3,11.2
2007,2,BOS,Theo Ratliff,33,2,2,44,0.8,2.5,0.33,0.0,0.0,,0.8,2.5,0.33,2.5,3.3,0.75,1.6,4.1,5.7,0.0,0.8,2.5,0.8,4.9,4.1
