PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Bosh,22,69,69,2658,7.4,14.8,0.496,0.2,0.5,0.34299999999999997,7.2,14.3,0.501,6.3,8.0,0.785,2.5,7.5,10.0,2.4,0.5,1.2,2.4,2.2,21.1
Anthony Parker,31,73,73,2437,4.8,10.1,0.47700000000000004,1.7,3.9,0.441,3.1,6.3,0.5,1.9,2.3,0.835,0.9,3.3,4.2,2.3,1.1,0.2,1.0,2.0,13.3
T.J. Ford,23,75,71,2243,6.3,14.5,0.436,0.3,1.1,0.304,6.0,13.4,0.447,3.9,4.7,0.8190000000000001,0.9,2.9,3.8,9.5,1.6,0.1,3.7,3.0,16.8
Jorge Garbajosa,29,67,60,1909,4.2,10.0,0.42,1.2,3.6,0.342,2.9,6.3,0.46399999999999997,1.1,1.5,0.731,0.9,5.3,6.2,2.4,1.5,0.3,1.2,1.7,10.7
Rasho Nesterović,30,80,73,1676,4.9,9.0,0.546,0.0,0.0,0.0,4.9,9.0,0.5479999999999999,0.7,1.1,0.68,2.5,5.3,7.7,1.6,0.8,1.8,1.2,4.1,10.6
Andrea Bargnani,21,65,2,1629,5.9,13.8,0.42700000000000005,2.2,5.9,0.373,3.7,7.9,0.46799999999999997,2.6,3.1,0.8240000000000001,1.1,4.5,5.6,1.1,0.7,1.2,2.4,4.0,16.6
Jorge Garbajosa,25,77,11,1614,5.9,11.3,0.521,0.6,1.7,0.33299999999999996,5.3,9.6,0.5529999999999999,2.6,3.2,0.818,0.5,2.5,3.0,8.6,1.4,0.1,2.5,3.0,14.9
Morris Peterson,29,71,12,1515,5.3,12.3,0.429,2.5,7.0,0.359,2.8,5.3,0.523,2.0,2.9,0.6829999999999999,0.8,4.9,5.6,1.1,1.1,0.3,1.3,3.0,15.1
Joey Graham,24,79,21,1319,5.2,10.6,0.495,0.2,0.8,0.29,5.0,9.7,0.513,3.0,3.6,0.84,1.5,5.3,6.8,1.2,0.8,0.1,1.3,4.4,13.7
Fred Jones,27,39,9,870,4.0,10.3,0.386,1.3,4.2,0.317,2.6,6.1,0.43200000000000005,3.0,3.6,0.83,0.7,2.7,3.4,2.3,1.2,0.5,2.1,3.3,12.3
Juan Dixon,28,26,5,683,5.8,13.7,0.425,1.4,4.4,0.325,4.4,9.3,0.47200000000000003,2.2,2.3,0.932,0.6,3.3,3.8,2.2,1.4,0.1,1.3,3.4,15.2
Kris Humphries,21,60,2,670,4.7,9.9,0.47,0.0,0.0,,4.7,9.9,0.47,2.8,4.2,0.6709999999999999,4.2,5.9,10.0,1.0,0.8,1.1,1.7,5.3,12.2
Darrick Martin,35,31,0,220,5.4,15.4,0.35100000000000003,2.1,6.1,0.35100000000000003,3.3,9.3,0.35100000000000003,2.5,3.4,0.7140000000000001,0.3,1.6,2.0,7.0,0.5,0.0,2.0,3.6,15.4
Luke Jackson,25,10,2,122,5.3,10.3,0.514,1.2,3.8,0.308,4.1,6.5,0.636,1.5,2.7,0.556,0.6,2.1,2.7,2.7,1.5,0.3,1.8,3.5,13.3
P.J. Tucker,21,17,0,83,4.8,9.5,0.5,0.0,0.0,,4.8,9.5,0.5,3.5,6.1,0.5710000000000001,4.8,5.2,10.0,1.3,0.9,0.0,2.6,5.2,13.0
Uroš Slokar,23,20,0,72,7.0,13.0,0.5379999999999999,0.5,1.0,0.5,6.5,12.0,0.542,4.5,6.5,0.6920000000000001,3.5,3.5,7.0,0.5,0.5,1.0,4.5,5.5,19.0
Pape Sow,25,7,0,34,3.2,9.5,0.33299999999999996,0.0,0.0,,3.2,9.5,0.33299999999999996,4.2,6.4,0.667,6.4,5.3,11.6,2.1,1.1,1.1,1.1,2.1,10.6
