PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Desmond Mason,29,75,75,2575,5.7,12.6,0.452,0.0,0.0,,5.7,12.6,0.452,3.0,4.5,0.6629999999999999,1.7,3.1,4.8,1.6,0.7,0.3,2.7,2.4,14.4
Tyson Chandler,24,73,73,2525,4.2,6.7,0.624,0.0,0.0,0.0,4.2,6.7,0.625,1.5,2.9,0.527,4.6,8.3,12.9,0.9,0.5,1.8,1.8,3.5,9.8
Chris Paul,21,64,64,2353,5.8,13.3,0.43700000000000006,0.8,2.2,0.35,5.1,11.1,0.455,4.5,5.5,0.818,0.8,3.5,4.3,8.7,1.8,0.0,2.5,2.4,16.9
Rasual Butler,27,81,38,2223,5.1,12.8,0.39799999999999996,2.2,5.9,0.369,2.9,6.9,0.424,0.9,1.4,0.644,0.7,3.5,4.1,1.0,0.6,0.9,1.1,2.4,13.2
David West,26,52,52,1900,7.1,15.0,0.47600000000000003,0.2,0.5,0.32,7.0,14.5,0.48100000000000004,3.5,4.3,0.8240000000000001,2.4,5.6,8.0,2.2,0.8,0.7,1.9,2.7,18.0
Jannero Pargo,27,82,7,1710,6.0,14.6,0.409,1.7,4.4,0.38799999999999996,4.3,10.2,0.418,2.2,2.6,0.852,0.4,3.4,3.8,4.3,1.1,0.1,2.6,2.5,15.8
Devin Brown,28,58,49,1662,5.0,12.0,0.42,1.8,4.9,0.35700000000000004,3.3,7.1,0.46299999999999997,2.7,3.4,0.794,1.2,4.2,5.4,3.2,1.0,0.2,2.0,3.0,14.5
Bobby Jackson,33,56,2,1330,5.5,14.0,0.39399999999999996,1.5,4.5,0.327,4.1,9.6,0.425,3.5,4.5,0.774,1.1,3.7,4.8,3.8,1.4,0.2,2.1,2.7,16.0
Marc Jackson,32,56,25,1025,5.6,13.6,0.41,0.0,0.0,0.0,5.6,13.6,0.41100000000000003,3.2,3.6,0.8740000000000001,2.2,4.6,6.7,2.0,0.7,0.2,2.3,3.1,14.3
Linton Johnson,26,54,0,720,4.6,9.5,0.489,0.5,1.5,0.33299999999999996,4.1,8.0,0.519,1.5,1.8,0.8109999999999999,2.6,5.5,8.1,0.9,1.6,0.9,1.4,5.0,11.3
Hilton Armstrong,22,56,5,634,3.9,7.1,0.544,0.0,0.0,,3.9,7.1,0.544,2.3,3.8,0.597,3.3,5.2,8.5,0.6,0.7,1.5,2.0,4.5,10.0
Cedric Simmons,21,43,4,534,3.7,8.9,0.41700000000000004,0.0,0.0,,3.7,8.9,0.41700000000000004,1.1,2.2,0.485,3.0,4.2,7.2,0.8,0.5,1.6,1.5,5.1,8.5
Peja Stojaković,29,13,13,425,7.0,16.6,0.423,2.9,7.1,0.405,4.2,9.5,0.43799999999999994,2.6,3.2,0.816,0.9,3.6,4.6,0.9,0.7,0.3,1.6,2.5,19.6
Brandon Bass,21,21,3,162,3.3,9.8,0.341,0.0,0.2,0.0,3.3,9.6,0.349,2.7,3.6,0.75,2.9,6.7,9.6,0.7,0.4,0.7,2.2,3.6,9.3
Marcus Vinicius,22,13,0,103,2.4,5.2,0.467,1.0,2.4,0.429,1.4,2.8,0.5,1.7,2.4,0.7140000000000001,0.7,3.1,3.8,1.7,0.7,0.3,2.1,3.5,7.7
