Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2004,3,108,NJN,New Jersey Nets,1,Brandon Armstrong,SG,6-5,188,"June 16, 1980",US,2,Pepperdine
2004,3,373,NJN,New Jersey Nets,31,Damone Brown,PF,6-9,200,"June 28, 1979",US,2,Syracuse
2004,3,572,NJN,New Jersey Nets,35,Jason Collins,C,7-0,255,"December 2, 1978",US,2,Stanford
2004,3,689,NJN,New Jersey Nets,44,Hubert Davis,SG,6-5,183,"May 17, 1970",US,11,UNC
2004,3,1052,NJN,New Jersey Nets,9,Anthony Goldwire,PG,6-1,182,"September 6, 1971",US,5,Houston
2004,3,1205,NJN,New Jersey Nets,12,Lucious Harris,PG,6-5,190,"December 18, 1970",US,10,Cal State Long Beach
2004,3,1445,NJN,New Jersey Nets,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",US,2,Arizona
2004,3,1605,NJN,New Jersey Nets,5,Jason Kidd,PG,6-4,205,"March 23, 1973",US,9,California
2004,3,1631,NJN,New Jersey Nets,30,Kerry Kittles,SG,6-5,179,"June 12, 1974",US,6,Villanova
2004,3,1861,NJN,New Jersey Nets,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",US,3,Cincinnati
2004,3,2042,NJN,New Jersey Nets,45,Mikki Moore,C,6-11,225,"November 4, 1975",US,5,Nebraska
2004,3,2071,NJN,New Jersey Nets,33,Alonzo Mourning,C,6-10,240,"February 8, 1970",US,10,Georgetown
2004,3,2224,NJN,New Jersey Nets,2,Doug Overton,PG,6-3,190,"August 3, 1969",US,10,La Salle
2004,3,2235,NJN,New Jersey Nets,9,Robert Pack,PG,6-2,180,"February 3, 1969",US,12,USC
2004,3,2319,NJN,New Jersey Nets,10,Zoran Planinic,SG,6-7,195,"September 12, 1982",BA,R,
2004,3,2502,NJN,New Jersey Nets,54,Rodney Rogers,PF,6-7,235,"June 20, 1971",US,10,Wake Forest
2004,3,2568,NJN,New Jersey Nets,21,Brian Scalabrine,PF,6-9,241,"March 18, 1978",US,2,USC
2004,3,2661,NJN,New Jersey Nets,8,Tamar Slay,SG,6-8,215,"April 2, 1980",US,1,Marshall
2004,3,3128,NJN,New Jersey Nets,34,Aaron Williams,C,6-9,220,"October 2, 1971",US,9,Xavier
