Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,9,750,DET,Detroit Pistons,Spencer Dinwiddie,"April 6, 1993",22.0,NBA,PG,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2019,3,750,BRK,Brooklyn Nets,Spencer Dinwiddie,"April 6, 1993",25.0,NBA,PG,5.0,0.0,26.2,5.4,12.4,0.44,1.8,4.8,0.38,3.6,7.6,0.47,0.51,2.0,2.8,0.71,0.8,1.8,2.6,1.6,0.4,0.0,1.6,2.0,14.6
