Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,13,964,SDC,San Diego Clippers,26.0,NBA,SG,68.0,2585.0,22.7,0.54,0.02,0.49,5.2,4.7,5.0,18.0,1.5,0.7,10.8,32.7,,7.7,0.3,8.0,0.15,,4.9,-1.9,3.1,3.3
1981,10,964,GSW,Golden State Warriors,27.0,NBA,SG,65.0,2370.0,19.5,0.54,0.03,0.56,2.2,5.3,3.7,22.3,1.7,0.3,11.9,27.4,,6.8,0.6,7.4,0.15,,2.9,-1.4,1.5,2.1
1982,10,964,GSW,Golden State Warriors,28.0,NBA,SG,78.0,2796.0,18.2,0.52,0.04,0.45,4.5,5.2,4.8,21.7,1.2,0.2,10.7,28.0,,5.6,1.3,6.9,0.12,,2.4,-1.9,0.5,1.8
1983,31,964,TOT,Total After Trade,29.0,NBA,SG,73.0,2638.0,18.4,0.52,0.03,0.41,3.8,4.8,4.3,18.2,1.8,0.3,11.1,29.6,,4.5,1.2,5.7,0.1,,2.2,-1.2,1.1,2.0
1983,10,964,GSW,Golden State Warriors,29.0,NBA,SG,19.0,700.0,15.9,0.5,0.01,0.41,3.3,3.5,3.4,18.6,1.0,0.2,10.4,26.9,,1.1,0.0,1.1,0.08,,0.8,-2.7,-1.8,0.0
1983,6,964,CLE,Cleveland Cavaliers,29.0,NBA,SG,54.0,1938.0,19.3,0.52,0.04,0.41,4.0,5.2,4.6,18.1,2.1,0.4,11.3,30.5,,3.4,1.1,4.6,0.11,,2.7,-0.6,2.1,2.0
1984,6,964,CLE,Cleveland Cavaliers,30.0,NBA,SG,75.0,2375.0,18.8,0.51,0.05,0.36,4.1,6.3,5.2,16.3,2.0,0.2,8.6,31.3,,3.7,1.6,5.3,0.11,,2.3,-0.9,1.4,2.0
1985,6,964,CLE,Cleveland Cavaliers,31.0,NBA,SG,71.0,2249.0,19.7,0.53,0.14,0.31,2.9,7.2,5.1,23.5,1.6,0.4,8.4,29.4,,4.5,1.4,6.0,0.13,,3.7,-0.8,3.0,2.8
1986,6,964,CLE,Cleveland Cavaliers,32.0,NBA,SG,75.0,2535.0,19.0,0.53,0.12,0.34,3.1,6.4,4.7,19.9,1.7,0.4,9.5,29.3,,4.5,1.5,6.1,0.12,,3.2,-0.9,2.3,2.8
1987,23,964,PHI,Philadelphia 76Ers,33.0,NBA,SG,20.0,285.0,7.1,0.4,0.07,0.38,2.1,5.5,3.8,15.0,0.9,0.8,11.1,23.8,,-0.3,0.1,-0.2,-0.04,,-5.3,-3.3,-8.6,-0.5
1988,11,964,HOU,Houston Rockets,34.0,NBA,SG,58.0,682.0,11.1,0.48,0.1,0.29,2.2,4.6,3.4,13.1,1.4,0.2,11.1,26.1,,-0.1,0.5,0.4,0.03,,-3.1,-1.7,-4.7,-0.5
